kernel	calls	total_seconds	average_seconds	percent
Kokkos::View::initialization [excision_flux] via memset	1	7.295e-06	7.295e-06	0.00497554063103
Kokkos::View::initialization [rank_sendbuf_vars] via memset	1	7.115e-06	7.115e-06	0.0048527719794
Kokkos::View::initialization [mbbcs] via memset	1	7.112e-06	7.112e-06	0.00485072583521
Kokkos::View::initialization [ref_gh reference table] via memset	1	6.893e-06	6.893e-06	0.00470135730907
Kokkos::View::initialization [rank_recvbuf_vars] via memset	1	6.79e-06	6.79e-06	0.00463110635842
Kokkos::View::initialization [bin] via memset	1	6.725e-06	6.725e-06	0.00458677323422
Kokkos::View::initialization [coarse u0 ref_gh] via memset	1	6.528e-06	6.528e-06	0.0044524097655
Kokkos::View::initialization [iin] via memset	1	6.511e-06	6.511e-06	0.0044408149484
Kokkos::View::initialization [DualView::modified_flags] via memset	8	3.538e-06	4.4225e-07	0.00241308605244
Kokkos::View::initialization [recv_agg_offset_mirror] via memset	1	5.51e-07	5.51e-07	0.000375808483577
Kokkos::View::initialization [_mirror] via memset	1	5.4e-07	5.4e-07	0.000368305954867
Kokkos::View::initialization [cc_outvar] via memset	1	5.13e-07	5.13e-07	0.000349890657124
Kokkos::View::initialization [mbsize_mirror] via memset	1	5.06e-07	5.06e-07	0.000345116320672
Kokkos::View::initialization [mb_gid_mirror] via memset	1	4.49e-07	4.49e-07	0.000306239580991
Kokkos::View::initialization [fc_outvar.x1f] via memset	1	4.15e-07	4.15e-07	0.000283049946796
Kokkos::View::initialization [mbbcs_mirror] via memset	1	4e-07	4e-07	0.000272819225827
Kokkos::View::initialization [uin_mirror] via memset	1	3.61e-07	3.61e-07	0.000246219351309
Kokkos::View::initialization [rank_sendhdr_vars] via memset	1	3.51e-07	3.51e-07	0.000239398870663
Kokkos::View::initialization [bin_mirror] via memset	1	3.01e-07	3.01e-07	0.000205296467435
Kokkos::View::initialization [send_agg_offset_mirror] via memset	1	2.89e-07	2.89e-07	0.00019711189066
Kokkos::View::initialization [fc_outvar.x3f] via memset	1	2.86e-07	2.86e-07	0.000195065746467
Kokkos::View::initialization [fc_outvar.x2f] via memset	1	2.84e-07	2.84e-07	0.000193701650337
Kokkos::View::initialization [mb_lev_mirror] via memset	1	2.84e-07	2.84e-07	0.000193701650337
Kokkos::View::initialization [rank_recvhdr_vars] via memset	1	2.83e-07	2.83e-07	0.000193019602273
Kokkos::View::initialization [iin_mirror] via memset	1	2.8e-07	2.8e-07	0.000190973458079
