# mode	tau_M	R_G_M	h_M	measure	maximum	radius_M	radius_over_h
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-delta-product	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-damping	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-frame-correction	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-total	1.72025050275583524e+01	2.70632938682637061e-02	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	qdot-W-logrho	1.88201266955867141e+00	1.80421959121758041e-02	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	qdot2-W2-logrho2	3.54197168837935683e+00	1.80421959121758041e-02	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	dt-frame	4.36235231690691311e-02	1.26295371385230615e-01	6.06217782649106951e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	dtt-frame	4.22685395827872498e-02	1.26295371385230615e-01	6.06217782649106951e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	spin	1.88201266955867164e+00	1.80421959121758041e-02	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	spin-derivative	3.63974154792044535e-01	7.43898794639880068e-02	3.57071421427142432e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	reference-Ricci	1.06349446479700926e+01	1.80421959121758041e-02	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	reference-Riemann	3.54648647979536724e+00	1.80421959121758041e-02	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-q	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-delta	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-curvature	2.12698892959401853e+01	1.80421959121758041e-02	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-qq	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-delta-product	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-damping	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-frame-correction	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-total	2.12698892959401853e+01	1.80421959121758041e-02	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	qdot-W-logrho	2.01687884957696140e+00	1.35316469341318531e-02	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	qdot2-W2-logrho2	4.06780029387088771e+00	1.35316469341318531e-02	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	dt-frame	3.22520114549267600e-02	9.47215285389229750e-02	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	dtt-frame	3.56106462194460197e-02	9.47215285389229750e-02	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	spin	2.01687884957696095e+00	1.35316469341318531e-02	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	spin-derivative	3.61857335171085204e-01	5.57924095979910190e-02	3.57071421427142521e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	reference-Ricci	1.22101706186445078e+01	1.35316469341318531e-02	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	reference-Riemann	4.07118516238681050e+00	1.35316469341318531e-02	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	source-q	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	source-delta	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	source-curvature	2.44203412372890156e+01	1.35316469341318531e-02	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	source-qq	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	source-delta-product	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	source-damping	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	source-frame-correction	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	source-total	2.44203412372890156e+01	1.35316469341318531e-02	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	qdot-W-logrho	2.34180797196727175e+00	6.76582346706592654e-03	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	qdot2-W2-logrho2	5.48406457756946697e+00	6.76582346706592654e-03	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	dt-frame	1.47428442637902134e-02	4.73607642694614875e-02	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	dtt-frame	2.10744370498516034e-02	4.73607642694614875e-02	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	spin	2.34180797196727220e+00	6.76582346706592654e-03	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	spin-derivative	3.35440966380724293e-01	2.78962047989955095e-02	3.57071421427142521e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	reference-Ricci	1.64555772342482136e+01	6.76582346706592654e-03	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	reference-Riemann	5.48575632833937288e+00	6.76582346706592654e-03	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	source-q	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	source-delta	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	source-curvature	3.29111544684964272e+01	6.76582346706592654e-03	8.66025403784438597e-01
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	source-qq	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	source-delta-product	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	source-damping	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	source-frame-correction	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
dynamic	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	source-total	3.29111544684964272e+01	6.76582346706592654e-03	8.66025403784438597e-01
static	4.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	qdot-W-logrho	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	qdot2-W2-logrho2	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	dt-frame	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	dtt-frame	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	spin	7.03789572137252573e-01	2.23169638391964076e-01	3.57071421427142521e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	spin-derivative	4.92318832751223179e-01	3.78886114155691900e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	reference-Ricci	2.33811047371122349e-01	3.10933574095818732e-01	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	reference-Riemann	1.61118795497852130e-01	2.23169638391964076e-01	3.57071421427142521e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	source-q	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	source-delta	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	source-curvature	4.67622094742244698e-01	3.10933574095818732e-01	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	source-qq	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	source-delta-product	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	source-damping	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	source-frame-correction	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	6.25000000000000000e-02	source-total	4.67622094742244698e-01	3.10933574095818732e-01	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	qdot-W-logrho	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	qdot2-W2-logrho2	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	dt-frame	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	dtt-frame	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	spin	5.71577005310597186e-01	1.48779758927976014e-01	3.57071421427142432e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	spin-derivative	3.25302627866052130e-01	2.52590742770461230e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	reference-Ricci	1.55990657698049651e-01	2.07289049397212460e-01	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	reference-Riemann	1.07259632416529693e-01	1.48779758927976014e-01	3.57071421427142432e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	source-q	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	source-delta	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	source-curvature	3.11981315396099301e-01	2.07289049397212460e-01	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	source-qq	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	source-delta-product	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	source-damping	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	source-frame-correction	0.00000000000000000e+00	2.52590742770461230e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	4.16666666666666644e-02	source-total	3.11981315396099301e-01	2.07289049397212460e-01	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	qdot-W-logrho	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	qdot2-W2-logrho2	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	dt-frame	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	dtt-frame	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	spin	4.93696304725167456e-01	1.11584819195982038e-01	3.57071421427142521e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	spin-derivative	2.42031217128306886e-01	1.89443057077845950e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	reference-Ricci	1.16668093669983153e-01	1.55466787047909366e-01	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	reference-Riemann	8.04164992572197757e-02	1.11584819195982038e-01	3.57071421427142521e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-q	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-delta	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-curvature	2.33336187339966306e-01	1.55466787047909366e-01	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-qq	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-delta-product	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-damping	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-frame-correction	0.00000000000000000e+00	1.89443057077845950e-01	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	3.12500000000000000e-02	source-total	2.33336187339966306e-01	1.55466787047909366e-01	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	qdot-W-logrho	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	qdot2-W2-logrho2	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	dt-frame	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	dtt-frame	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	spin	4.02139002152693603e-01	7.43898794639880068e-02	3.57071421427142432e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	spin-derivative	1.59913935684653119e-01	1.26295371385230615e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	reference-Ricci	7.74681001363571597e-02	1.03644524698606230e-01	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	reference-Riemann	5.36025418041390644e-02	7.43898794639880068e-02	3.57071421427142432e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-q	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-delta	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-curvature	1.54936200272714319e-01	1.03644524698606230e-01	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-qq	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-delta-product	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-damping	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-frame-correction	0.00000000000000000e+00	1.26295371385230615e-01	6.06217782649106951e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	2.08333333333333322e-02	source-total	1.54936200272714319e-01	1.03644524698606230e-01	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	qdot-W-logrho	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	qdot2-W2-logrho2	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	dt-frame	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	dtt-frame	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	spin	3.47904827970518193e-01	5.57924095979910190e-02	3.57071421427142521e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	spin-derivative	1.19412771569252535e-01	9.47215285389229750e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	reference-Ricci	5.79755130670018826e-02	7.77333935239546830e-02	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	reference-Riemann	4.02010826102384144e-02	5.57924095979910190e-02	3.57071421427142521e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	source-q	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	source-delta	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	source-curvature	1.15951026134003765e-01	7.77333935239546830e-02	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	source-qq	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	source-delta-product	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	source-damping	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	source-frame-correction	0.00000000000000000e+00	9.47215285389229750e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	1.56250000000000000e-02	source-total	1.15951026134003765e-01	7.77333935239546830e-02	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	qdot-W-logrho	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	qdot2-W2-logrho2	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	dt-frame	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	dtt-frame	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	spin	2.45708531632174626e-01	2.78962047989955095e-02	3.57071421427142521e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	spin-derivative	5.93720007309231496e-02	4.73607642694614875e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	reference-Ricci	2.89021629028359262e-02	3.88666967619773415e-02	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	reference-Riemann	2.01009481240840560e-02	2.78962047989955095e-02	3.57071421427142521e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	source-q	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	source-delta	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	source-curvature	5.78043258056718523e-02	3.88666967619773415e-02	4.97493718553309971e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	source-qq	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	source-delta-product	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	source-damping	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	source-frame-correction	0.00000000000000000e+00	4.73607642694614875e-02	6.06217782649107040e+00
static	4.00000000000000000e+00	4.00000000000000000e+00	7.81250000000000000e-03	source-total	5.78043258056718523e-02	3.88666967619773415e-02	4.97493718553309971e+00
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	6.25000000000000000e-02	qdot-W-logrho	6.83037769586752885e-01	5.41265877365274123e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	6.25000000000000000e-02	qdot2-W2-logrho2	4.66540594682046228e-01	5.41265877365274123e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	6.25000000000000000e-02	dt-frame	5.38741205982780566e-02	3.78886114155691900e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	6.25000000000000000e-02	dtt-frame	1.32158698903852168e-02	2.55792274121014074e-01	4.09267638593622518e+00
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	6.25000000000000000e-02	spin	7.31693488833408234e-01	2.23169638391964076e-01	3.57071421427142521e+00
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	6.25000000000000000e-02	spin-derivative	5.50082974651274093e-01	3.78886114155691900e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	6.25000000000000000e-02	reference-Ricci	1.42727587659043831e+00	5.41265877365274123e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	6.25000000000000000e-02	reference-Riemann	4.80367640954196151e-01	5.41265877365274123e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	6.25000000000000000e-02	source-q	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	6.25000000000000000e-02	source-delta	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	6.25000000000000000e-02	source-curvature	2.85455175318087662e+00	5.41265877365274123e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	6.25000000000000000e-02	source-qq	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	6.25000000000000000e-02	source-delta-product	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	6.25000000000000000e-02	source-damping	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	6.25000000000000000e-02	source-frame-correction	0.00000000000000000e+00	3.78886114155691900e-01	6.06217782649107040e+00
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	6.25000000000000000e-02	source-total	2.85455175318087662e+00	5.41265877365274123e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	4.16666666666666644e-02	qdot-W-logrho	7.78315710133558714e-01	3.60843918243516082e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	4.16666666666666644e-02	qdot2-W2-logrho2	6.05775344640705704e-01	3.60843918243516082e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	4.16666666666666644e-02	dt-frame	4.16301545963649253e-02	2.52590742770461230e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	4.16666666666666644e-02	dtt-frame	1.32131296367183487e-02	2.52590742770461230e-01	6.06217782649106951e+00
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	4.16666666666666644e-02	spin	7.78315710133558825e-01	3.60843918243516082e-02	8.66025403784438597e-01
dynamic	8.00000000000000000e+00	2.00000000000000000e+00	4.16666666666666644e-02	spin-derivative	3.54963719707148795e-01	2.52590742770461230e-01	6.06217782649106951e+00
