selection_rank,face,side,gid,i,j,rho,z,variable,operator,local_block_value,stitched_active_value,local_minus_stitched,opposite_side_local_value,across_seam_local_jump
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_yy,Dmix_rho_z,-2.758944182247312,-2.758944182247312,0.0,2.7024583694580913,-5.461402551705403
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_yy,D1_rho,0.39755168145700126,0.39755168145700126,0.0,0.3969945046142537,0.0005571768427475865
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_yy,D1_z,-0.28089656954076553,-0.28089656954076553,0.0,0.2855214462820798,-0.5664180158228453
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_yy,D2_rho,16.076511830752647,16.076511830752647,0.0,16.049490035221485,0.02702179553116224
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_yy,D2_z,37.059229455073115,37.059229455073115,0.0,36.75356201567031,0.3056674394028036
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_yy,Dmix_rho_z,2.7024583694580913,2.7024583694580913,0.0,-2.758944182247312,5.461402551705403
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_yz,D1_rho,0.0,0.0,0.0,0.0,0.0
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_yz,D1_z,0.0,0.0,0.0,0.0,0.0
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_yz,D2_rho,0.0,0.0,0.0,0.0,0.0
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_yz,D2_z,0.0,0.0,0.0,0.0,0.0
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_yz,Dmix_rho_z,0.0,0.0,0.0,0.0,0.0
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_yz,D1_rho,0.0,0.0,0.0,0.0,0.0
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_yz,D1_z,0.0,0.0,0.0,0.0,0.0
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_yz,D2_rho,0.0,0.0,0.0,0.0,0.0
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_yz,D2_z,0.0,0.0,0.0,0.0,0.0
2,inner_x2,paired,30,8,31,5.1328125,-0.0078125,gamma_yz,Dmix_rho_z,0.0,0.0,0.0,0.0,0.0
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_zz,D1_rho,-0.08561750664096159,-0.08561750664096159,0.0,-0.0856154055457607,-2.1010952008793105e-06
2,inner_x2,receiver,51,8,0,5.1328125,0.0078125,gamma_zz,D1_z,0.003955773312283702,0.003955773312283702,0.0,-0.003933394174692414,0.007889167486976115
