resolution,transfer_order,variable,mode,k_over_nyquist,power
128,4,gxz,29,0.453125,2.658173600674527e-15
128,4,gxz,30,0.46875,2.7726651319154713e-15
128,4,gxz,31,0.484375,2.898498267126674e-15
128,4,gxz,32,0.5,3.0370960212756357e-15
128,4,gxz,33,0.515625,3.1904596126438143e-15
128,4,gxz,34,0.53125,3.3600752400959377e-15
128,4,gxz,35,0.546875,3.547834054342693e-15
128,4,gxz,36,0.5625,3.757200390530351e-15
128,4,gxz,37,0.578125,3.99151365687991e-15
128,4,gxz,38,0.59375,4.25366258970301e-15
128,4,gxz,39,0.609375,4.548460104416541e-15
128,4,gxz,40,0.625,4.882130056174888e-15
128,4,gxz,41,0.640625,5.260581874541068e-15
128,4,gxz,42,0.65625,5.691709436817712e-15
128,4,gxz,43,0.671875,6.187460653256066e-15
128,4,gxz,44,0.6875,6.761520793006557e-15
128,4,gxz,45,0.703125,7.428892003050868e-15
128,4,gxz,46,0.71875,8.211296862584306e-15
128,4,gxz,47,0.734375,9.139246926533309e-15
128,4,gxz,48,0.75,1.024872844269199e-14
128,4,gxz,49,0.765625,1.1588694721603684e-14
128,4,gxz,50,0.78125,1.323526319921483e-14
128,4,gxz,51,0.796875,1.529146228823068e-14
128,4,gxz,52,0.8125,1.7896813573811958e-14
128,4,gxz,53,0.828125,2.127421169889214e-14
128,4,gxz,54,0.84375,2.578080903125659e-14
128,4,gxz,55,0.859375,3.198072727329431e-14
128,4,gxz,56,0.875,4.0868920604429327e-14
128,4,gxz,57,0.890625,5.439132682638777e-14
128,4,gxz,58,0.90625,7.664620973602322e-14
128,4,gxz,59,0.921875,1.1764445195322469e-13
128,4,gxz,60,0.9375,2.0929092052537596e-13
128,4,gxz,61,0.953125,5.101391909796249e-13
128,4,gxz,62,0.96875,3.87878793547238e-12
128,4,gxz,63,0.984375,2.3019745012909514e-12
128,4,gxz,64,1.0,8.232521321780963e-13
128,4,gyy,0,0.0,0.0
128,4,gyy,1,0.015625,3.1956362286241275e-13
128,4,gyy,2,0.03125,5.717501349712312e-12
128,4,gyy,3,0.046875,2.8230994642213333e-15
128,4,gyy,4,0.0625,1.1768407355020682e-15
128,4,gyy,5,0.078125,8.195350708675593e-16
128,4,gyy,6,0.09375,6.759679702440403e-16
128,4,gyy,7,0.109375,6.049006842541221e-16
128,4,gyy,8,0.125,5.649327080908135e-16
128,4,gyy,9,0.140625,5.412591919529125e-16
128,4,gyy,10,0.15625,5.27265758588648e-16
128,4,gyy,11,0.171875,5.192348973252372e-16
128,4,gyy,12,0.1875,5.154305664356567e-16
128,4,gyy,13,0.203125,5.148026484960241e-16
128,4,gyy,14,0.21875,5.166154011422649e-16
128,4,gyy,15,0.234375,5.204844546011685e-16
128,4,gyy,16,0.25,5.260953184240941e-16
128,4,gyy,17,0.265625,5.333310720202158e-16
128,4,gyy,18,0.28125,5.421205259047569e-16
128,4,gyy,19,0.296875,5.523145736838097e-16
128,4,gyy,20,0.3125,5.640151287921374e-16
128,4,gyy,21,0.328125,5.773156961257791e-16
128,4,gyy,22,0.34375,5.920904827407765e-16
128,4,gyy,23,0.359375,6.084325173639669e-16
128,4,gyy,24,0.375,6.26571713711758e-16
128,4,gyy,25,0.390625,6.465469304218142e-16
128,4,gyy,26,0.40625,6.68475679682098e-16
128,4,gyy,27,0.421875,6.926794503185919e-16
128,4,gyy,28,0.4375,7.193956627628669e-16
128,4,gyy,29,0.453125,7.487106202573089e-16
128,4,gyy,30,0.46875,7.808633471501643e-16
128,4,gyy,31,0.484375,8.163643320357257e-16
128,4,gyy,32,0.5,8.55606027369959e-16
128,4,gyy,33,0.515625,8.988899562499076e-16
128,4,gyy,34,0.53125,9.469774497140848e-16
128,4,gyy,35,0.546875,1.000675762402308e-15
128,4,gyy,36,0.5625,1.0603478186595038e-15
128,4,gyy,37,0.578125,1.126831480786924e-15
128,4,gyy,38,0.59375,1.2016698864972845e-15
128,4,gyy,39,0.609375,1.286094552602447e-15
128,4,gyy,40,0.625,1.3814793407016001e-15
128,4,gyy,41,0.640625,1.4903003990153352e-15
128,4,gyy,42,0.65625,1.6152632841587062e-15
128,4,gyy,43,0.671875,1.7587826455065655e-15
128,4,gyy,44,0.6875,1.9246195699332606e-15
128,4,gyy,45,0.703125,2.118767186069347e-15
128,4,gyy,46,0.71875,2.3479484220048195e-15
128,4,gyy,47,0.734375,2.6201268690608473e-15
128,4,gyy,48,0.75,2.9482055632508672e-15
128,4,gyy,49,0.765625,3.349641199639807e-15
128,4,gyy,50,0.78125,3.844846012652468e-15
128,4,gyy,51,0.796875,4.46599018901532e-15
128,4,gyy,52,0.8125,5.266210092226934e-15
128,4,gyy,53,0.828125,6.321172922428181e-15
128,4,gyy,54,0.84375,7.750222355888346e-15
128,4,gyy,55,0.859375,9.769208429948509e-15
128,4,gyy,56,0.875,1.2767516609282919e-14
128,4,gyy,57,0.890625,1.7494213505749387e-14
128,4,gyy,58,0.90625,2.5648546582288977e-14
128,4,gyy,59,0.921875,4.181833340510005e-14
128,4,gyy,60,0.9375,8.161502831032063e-14
128,4,gyy,61,0.953125,2.3006978074644e-13
128,4,gyy,62,0.96875,2.2093132724421167e-12
128,4,gyy,63,0.984375,1.4272300866074265e-12
128,4,gyy,64,1.0,1.1901206861037528e-12
128,4,gyz,0,0.0,0.0
128,4,gyz,1,0.015625,4.7933498755249275e-15
128,4,gyz,2,0.03125,1.7827245830935046e-13
128,4,gyz,3,0.046875,5.342809760968375e-17
128,4,gyz,4,0.0625,6.955183294400274e-17
128,4,gyz,5,0.078125,7.773010023048303e-17
128,4,gyz,6,0.09375,8.287744246001582e-17
128,4,gyz,7,0.109375,8.606829307549112e-17
128,4,gyz,8,0.125,8.853520642761608e-17
128,4,gyz,9,0.140625,9.058202570965574e-17
128,4,gyz,10,0.15625,9.238537641062684e-17
128,4,gyz,11,0.171875,9.418737941354934e-17
128,4,gyz,12,0.1875,9.599615287953816e-17
128,4,gyz,13,0.203125,9.784885419432933e-17
128,4,gyz,14,0.21875,9.980499709017493e-17
128,4,gyz,15,0.234375,1.0186810284848592e-16
128,4,gyz,16,0.25,1.0408780774947925e-16
128,4,gyz,17,0.265625,1.0646802882322153e-16
128,4,gyz,18,0.28125,1.0901088378161868e-16
128,4,gyz,19,0.296875,1.1178067372009077e-16
128,4,gyz,20,0.3125,1.1475878224572603e-16
128,4,gyz,21,0.328125,1.179374735389958e-16
128,4,gyz,22,0.34375,1.214161452881276e-16
128,4,gyz,23,0.359375,1.2522162798854027e-16
128,4,gyz,24,0.375,1.2933271493389935e-16
128,4,gyz,25,0.390625,1.3381091724408103e-16
128,4,gyz,26,0.40625,1.3870371596911847e-16
128,4,gyz,27,0.421875,1.4400267030837326e-16
128,4,gyz,28,0.4375,1.4974789536944494e-16
128,4,gyz,29,0.453125,1.5605762363127636e-16
128,4,gyz,30,0.46875,1.6302881667635186e-16
128,4,gyz,31,0.484375,1.7067052410971266e-16
128,4,gyz,32,0.5,1.7904652452575002e-16
128,4,gyz,33,0.515625,1.8831969180875312e-16
128,4,gyz,34,0.53125,1.9854420074962947e-16
128,4,gyz,35,0.546875,2.0978699364352557e-16
128,4,gyz,36,0.5625,2.223710763992219e-16
128,4,gyz,37,0.578125,2.3655632026412775e-16
128,4,gyz,38,0.59375,2.523948005805084e-16
128,4,gyz,39,0.609375,2.701601058690035e-16
128,4,gyz,40,0.625,2.903058584616434e-16
128,4,gyz,41,0.640625,3.1311882989937903e-16
128,4,gyz,42,0.65625,3.3903440773566194e-16
128,4,gyz,43,0.671875,3.689744533580863e-16
128,4,gyz,44,0.6875,4.0392091174822897e-16
128,4,gyz,45,0.703125,4.445911841802112e-16
128,4,gyz,46,0.71875,4.921542008914075e-16
128,4,gyz,47,0.734375,5.48752292817889e-16
128,4,gyz,48,0.75,6.166650567260007e-16
128,4,gyz,49,0.765625,6.986736798641039e-16
128,4,gyz,50,0.78125,8.001788006460229e-16
128,4,gyz,51,0.796875,9.285482390082344e-16
128,4,gyz,52,0.8125,1.0919874033129865e-15
128,4,gyz,53,0.828125,1.3044340410390283e-15
128,4,gyz,54,0.84375,1.5911377929639035e-15
128,4,gyz,55,0.859375,1.9915907195626898e-15
128,4,gyz,56,0.875,2.5749917468039038e-15
128,4,gyz,57,0.890625,3.4852327302936566e-15
128,4,gyz,58,0.90625,5.04253686786587e-15
128,4,gyz,59,0.921875,8.048266562148803e-15
128,4,gyz,60,0.9375,1.5132210825158788e-14
128,4,gyz,61,0.953125,4.05095644453697e-14
128,4,gyz,62,0.96875,3.6993528323222327e-13
128,4,gyz,63,0.984375,2.7844467288162367e-13
128,4,gyz,64,1.0,1.1204894550559555e-13
128,4,gzz,0,0.0,0.0
128,4,gzz,1,0.015625,3.440363479386364e-13
128,4,gzz,2,0.03125,4.7051013989901185e-12
128,4,gzz,3,0.046875,4.3698281328920696e-15
128,4,gzz,4,0.0625,2.4184204430279348e-15
128,4,gzz,5,0.078125,1.9390911393366487e-15
128,4,gzz,6,0.09375,1.7425417895837053e-15
128,4,gzz,7,0.109375,1.645637658681e-15
128,4,gzz,8,0.125,1.5934273355446026e-15
128,4,gzz,9,0.140625,1.5658274473282103e-15
128,4,gzz,10,0.15625,1.5534340057200657e-15
128,4,gzz,11,0.171875,1.5509124405817257e-15
128,4,gzz,12,0.1875,1.5558660575344295e-15
128,4,gzz,13,0.203125,1.5667292953490872e-15
128,4,gzz,14,0.21875,1.582480190739788e-15
128,4,gzz,15,0.234375,1.6026879025267436e-15
128,4,gzz,16,0.25,1.626913138951266e-15
128,4,gzz,17,0.265625,1.6550564091956748e-15
128,4,gzz,18,0.28125,1.6871697060300652e-15
128,4,gzz,19,0.296875,1.7231467520963052e-15
128,4,gzz,20,0.3125,1.7632474984487637e-15
128,4,gzz,21,0.328125,1.8077626269248738e-15
128,4,gzz,22,0.34375,1.856674599285954e-15
128,4,gzz,23,0.359375,1.9102915962156984e-15
128,4,gzz,24,0.375,1.9691356748670433e-15
128,4,gzz,25,0.390625,2.0335528868277867e-15
128,4,gzz,26,0.40625,2.1040558565008123e-15
128,4,gzz,27,0.421875,2.181394684250672e-15
128,4,gzz,28,0.4375,2.266256383388458e-15
128,4,gzz,29,0.453125,2.3592351731521077e-15
128,4,gzz,30,0.46875,2.4611097577587325e-15
128,4,gzz,31,0.484375,2.5731225861183312e-15
128,4,gzz,32,0.5,2.696606899874431e-15
128,4,gzz,33,0.515625,2.8328249812065727e-15
128,4,gzz,34,0.53125,2.983664161421263e-15
128,4,gzz,35,0.546875,3.151317023922861e-15
128,4,gzz,36,0.5625,3.337576589643336e-15
128,4,gzz,37,0.578125,3.5450054975266817e-15
128,4,gzz,38,0.59375,3.777510559372589e-15
128,4,gzz,39,0.609375,4.0391471285378935e-15
128,4,gzz,40,0.625,4.3345446052221586e-15
128,4,gzz,41,0.640625,4.670140945728957e-15
128,4,gzz,42,0.65625,5.053481832021767e-15
128,4,gzz,43,0.671875,5.4928395814667216e-15
128,4,gzz,44,0.6875,5.999237521664388e-15
128,4,gzz,45,0.703125,6.5883810082750726e-15
128,4,gzz,46,0.71875,7.279930218671724e-15
128,4,gzz,47,0.734375,8.09776430234278e-15
128,4,gzz,48,0.75,9.075369358317588e-15
128,4,gzz,49,0.765625,1.025877058758931e-14
128,4,gzz,50,0.78125,1.1706460025606108e-14
128,4,gzz,51,0.796875,1.3502762394770208e-14
128,4,gzz,52,0.8125,1.57786590461018e-14
128,4,gzz,53,0.828125,1.8725695814120116e-14
128,4,gzz,54,0.84375,2.2634665816759798e-14
128,4,gzz,55,0.859375,2.799118111160112e-14
128,4,gzz,56,0.875,3.56401509454153e-14
128,4,gzz,57,0.890625,4.713798046590867e-14
128,4,gzz,58,0.90625,6.5718556326111e-14
128,4,gzz,59,0.921875,9.930758188861038e-14
128,4,gzz,60,0.9375,1.722871811112282e-13
128,4,gzz,61,0.953125,3.9937264800780826e-13
128,4,gzz,62,0.96875,2.6772753544803146e-12
128,4,gzz,63,0.984375,7.32922964023208e-13
128,4,gzz,64,1.0,3.377801923824249e-13
128,4,Khat,0,0.0,0.0
128,4,Khat,1,0.015625,2.4792420745793187e-08
128,4,Khat,2,0.03125,4.0705839097220735e-07
128,4,Khat,3,0.046875,6.102986775610203e-09
128,4,Khat,4,0.0625,5.333085014325646e-09
128,4,Khat,5,0.078125,5.128585840289139e-09
128,4,Khat,6,0.09375,5.056849751750149e-09
128,4,Khat,7,0.109375,5.038249874733141e-09
128,4,Khat,8,0.125,5.048026202360652e-09
128,4,Khat,9,0.140625,5.0761982488164615e-09
128,4,Khat,10,0.15625,5.118131995509104e-09
128,4,Khat,11,0.171875,5.171620520299766e-09
128,4,Khat,12,0.1875,5.235514250651759e-09
128,4,Khat,13,0.203125,5.309258496590662e-09
128,4,Khat,14,0.21875,5.392777566667775e-09
128,4,Khat,15,0.234375,5.486169115648728e-09
128,4,Khat,16,0.25,5.589754783724339e-09
128,4,Khat,17,0.265625,5.703963120248462e-09
128,4,Khat,18,0.28125,5.8293623886032025e-09
128,4,Khat,19,0.296875,5.966713931439064e-09
128,4,Khat,20,0.3125,6.116763279077246e-09
128,4,Khat,21,0.328125,6.280539145969281e-09
128,4,Khat,22,0.34375,6.45917608405649e-09
128,4,Khat,23,0.359375,6.653850811415956e-09
128,4,Khat,24,0.375,6.866051861479346e-09
128,4,Khat,25,0.390625,7.097407626413819e-09
128,4,Khat,26,0.40625,7.349856690548157e-09
128,4,Khat,27,0.421875,7.625461039511922e-09
128,4,Khat,28,0.4375,7.926752285264882e-09
128,4,Khat,29,0.453125,8.256492375214237e-09
128,4,Khat,30,0.46875,8.61801060394224e-09
128,4,Khat,31,0.484375,9.0149875144514e-09
128,4,Khat,32,0.5,9.45184873264539e-09
128,4,Khat,33,0.515625,9.933658810369373e-09
128,4,Khat,34,0.53125,1.0466361863981685e-08
128,4,Khat,35,0.546875,1.1057011688386834e-08
128,4,Khat,36,0.5625,1.1713808758034855e-08
128,4,Khat,37,0.578125,1.2446724671620992e-08
128,4,Khat,38,0.59375,1.3267497184498717e-08
128,4,Khat,39,0.609375,1.41903385977684e-08
128,4,Khat,40,0.625,1.5232483321867192e-08
128,4,Khat,41,0.640625,1.6415082143582118e-08
128,4,Khat,42,0.65625,1.77641931643655e-08
128,4,Khat,43,0.671875,1.9312342675954418e-08
128,4,Khat,44,0.6875,2.1100150821237375e-08
128,4,Khat,45,0.703125,2.3179911815039055e-08
128,4,Khat,46,0.71875,2.5618653843350403e-08
128,4,Khat,47,0.734375,2.8504024219988872e-08
128,4,Khat,48,0.75,3.1952781451378585e-08
128,4,Khat,49,0.765625,3.612267807174586e-08
128,4,Khat,50,0.78125,4.123165346394462e-08
128,4,Khat,51,0.796875,4.7588027710869245e-08
128,4,Khat,52,0.8125,5.5639796224218384e-08
128,4,Khat,53,0.828125,6.606036271161459e-08
128,4,Khat,54,0.84375,7.990065403396913e-08
128,4,Khat,55,0.859375,9.888404728594724e-08
128,4,Khat,56,0.875,1.2600936378493735e-07
128,4,Khat,57,0.890625,1.6692133243170128e-07
128,4,Khat,58,0.90625,2.3342975297397597e-07
128,4,Khat,59,0.921875,3.542879989056915e-07
128,4,Khat,60,0.9375,6.183010443157203e-07
128,4,Khat,61,0.953125,1.4506095960796344e-06
128,4,Khat,62,0.96875,1.0037634620327857e-05
128,4,Khat,63,0.984375,3.4853572611945076e-06
128,4,Khat,64,1.0,1.6361517814944652e-06
128,4,Axx,0,0.0,0.0
128,4,Axx,1,0.015625,1.686787576146249e-08
128,4,Axx,2,0.03125,4.4036721223586656e-07
128,4,Axx,3,0.046875,3.5433124659383463e-10
128,4,Axx,4,0.0625,5.185828618366982e-10
128,4,Axx,5,0.078125,5.804249850002558e-10
128,4,Axx,6,0.09375,6.130654033427849e-10
128,4,Axx,7,0.109375,6.342519545270815e-10
128,4,Axx,8,0.125,6.503212316132585e-10
128,4,Axx,9,0.140625,6.639918244666544e-10
128,4,Axx,10,0.15625,6.766352875572257e-10
128,4,Axx,11,0.171875,6.8900357640173e-10
128,4,Axx,12,0.1875,7.015623804446771e-10
128,4,Axx,13,0.203125,7.146302397355247e-10
128,4,Axx,14,0.21875,7.284233334012579e-10
128,4,Axx,15,0.234375,7.43130370726958e-10
128,4,Axx,16,0.25,7.588921480816164e-10
128,4,Axx,17,0.265625,7.758614870801386e-10
128,4,Axx,18,0.28125,7.941765274286928e-10
128,4,Axx,19,0.296875,8.13964183103094e-10
128,4,Axx,20,0.3125,8.353899515848038e-10
128,4,Axx,21,0.328125,8.585960031345797e-10
128,4,Axx,22,0.34375,8.837520022574671e-10
128,4,Axx,23,0.359375,9.110587797477177e-10
128,4,Axx,24,0.375,9.40722355764327e-10
128,4,Axx,25,0.390625,9.729724064525865e-10
128,4,Axx,26,0.40625,1.0080776681628232e-09
128,4,Axx,27,0.421875,1.046347911797171e-09
128,4,Axx,28,0.4375,1.0881275793000861e-09
128,4,Axx,29,0.453125,1.133802537956733e-09
128,4,Axx,30,0.46875,1.1838184956795152e-09
128,4,Axx,31,0.484375,1.2387159322110127e-09
128,4,Axx,32,0.5,1.299080332266634e-09
128,4,Axx,33,0.515625,1.3656278270524592e-09
128,4,Axx,34,0.53125,1.4391904950605485e-09
128,4,Axx,35,0.546875,1.5207074160605692e-09
128,4,Axx,36,0.5625,1.6113505767434684e-09
128,4,Axx,37,0.578125,1.712472504613663e-09
128,4,Axx,38,0.59375,1.8256868081679994e-09
128,4,Axx,39,0.609375,1.952959770046827e-09
128,4,Axx,40,0.625,2.09669654666934e-09
128,4,Axx,41,0.640625,2.259781769493963e-09
128,4,Axx,42,0.65625,2.445808854382401e-09
128,4,Axx,43,0.671875,2.659266199920844e-09
128,4,Axx,44,0.6875,2.9058121148926513e-09
128,4,Axx,45,0.703125,3.192582167165328e-09
128,4,Axx,46,0.71875,3.5288630446208597e-09
128,4,Axx,47,0.734375,3.926766665352545e-09
128,4,Axx,48,0.75,4.402376634287046e-09
128,4,Axx,49,0.765625,4.97751052756317e-09
128,4,Axx,50,0.78125,5.682262324277742e-09
128,4,Axx,51,0.796875,6.5592117513372515e-09
128,4,Axx,52,0.8125,7.670316976386763e-09
128,4,Axx,53,0.828125,9.108610126206583e-09
128,4,Axx,54,0.84375,1.1019598391239252e-08
128,4,Axx,55,0.859375,1.3641869985534033e-08
128,4,Axx,56,0.875,1.7391002432928986e-08
128,4,Axx,57,0.890625,2.305017880863442e-08
128,4,Axx,58,0.90625,3.226048234356661e-08
128,4,Axx,59,0.921875,4.902534883260391e-08
128,4,Axx,60,0.9375,8.57400696266881e-08
128,4,Axx,61,0.953125,2.0200516883636265e-07
128,4,Axx,62,0.96875,1.4130890682211946e-06
128,4,Axx,63,0.984375,4.834892743178403e-07
128,4,Axx,64,1.0,2.1454570615156004e-07
128,4,Axy,0,0.0,0.0
128,4,Axy,1,0.015625,6.538187271003429e-09
128,4,Axy,2,0.03125,1.1702306320175421e-07
128,4,Axy,3,0.046875,9.582113672578814e-10
128,4,Axy,4,0.0625,8.1569890414159e-10
128,4,Axy,5,0.078125,7.781786651569995e-10
128,4,Axy,6,0.09375,7.646998377840675e-10
128,4,Axy,7,0.109375,7.605015002518191e-10
128,4,Axy,8,0.125,7.611364629440666e-10
128,4,Axy,9,0.140625,7.648302627391469e-10
128,4,Axy,10,0.15625,7.707685100370404e-10
128,4,Axy,11,0.171875,7.785463068853497e-10
128,4,Axy,12,0.1875,7.879554460854848e-10
128,4,Axy,13,0.203125,7.989002479698965e-10
128,4,Axy,14,0.21875,8.113455387448997e-10
128,4,Axy,15,0.234375,8.253009878795508e-10
128,4,Axy,16,0.25,8.40806525079689e-10
128,4,Axy,17,0.265625,8.579248131482552e-10
128,4,Axy,18,0.28125,8.767420213560211e-10
128,4,Axy,19,0.296875,8.973621643174177e-10
128,4,Axy,20,0.3125,9.199046908388854e-10
128,4,Axy,21,0.328125,9.44518511846901e-10
128,4,Axy,22,0.34375,9.713705492507461e-10
128,4,Axy,23,0.359375,1.0006449229473942e-09
128,4,Axy,24,0.375,1.0325610256667042e-09
128,4,Axy,25,0.390625,1.0673700462988885e-09
128,4,Axy,26,0.40625,1.1053500884903444e-09
128,4,Axy,27,0.421875,1.1468322173135887e-09
128,4,Axy,28,0.4375,1.1921789197691553e-09
128,4,Axy,29,0.453125,1.241819519465569e-09
128,4,Axy,30,0.46875,1.2962467821345785e-09
128,4,Axy,31,0.484375,1.3560262345037342e-09
128,4,Axy,32,0.5,1.421821329090425e-09
128,4,Axy,33,0.515625,1.4943971057182287e-09
128,4,Axy,34,0.53125,1.5746614889610509e-09
128,4,Axy,35,0.546875,1.6636639827993043e-09
128,4,Axy,36,0.5625,1.7626662045564525e-09
128,4,Axy,37,0.578125,1.8731551974748214e-09
128,4,Axy,38,0.59375,1.996925028120705e-09
128,4,Axy,39,0.609375,2.1361249426866524e-09
128,4,Axy,40,0.625,2.2933741898398506e-09
128,4,Axy,41,0.640625,2.4718869244723718e-09
128,4,Axy,42,0.65625,2.6756050923645866e-09
128,4,Axy,43,0.671875,2.9094734159978932e-09
128,4,Axy,44,0.6875,3.1797254061700447e-09
128,4,Axy,45,0.703125,3.494271743083531e-09
128,4,Axy,46,0.71875,3.863367528152085e-09
128,4,Axy,47,0.734375,4.300427570524411e-09
128,4,Axy,48,0.75,4.8233292797026565e-09
128,4,Axy,49,0.765625,5.456303225508945e-09
128,4,Axy,50,0.78125,6.2329202400541545e-09
128,4,Axy,51,0.796875,7.20078081539024e-09
128,4,Axy,52,0.8125,8.429418913783089e-09
128,4,Axy,53,0.828125,1.0023712997102299e-08
128,4,Axy,54,0.84375,1.214846798594344e-08
128,4,Axy,55,0.859375,1.507583260662305e-08
128,4,Axy,56,0.875,1.9284053095144087e-08
128,4,Axy,57,0.890625,2.5684743604764857e-08
128,4,Axy,58,0.90625,3.621807067377358e-08
128,4,Axy,59,0.921875,5.5721932317703105e-08
128,4,Axy,60,0.9375,9.967386895100952e-08
128,4,Axy,61,0.953125,2.4658657537801773e-07
128,4,Axy,62,0.96875,1.992120075627835e-06
128,4,Axy,63,0.984375,1.954541157015781e-06
128,4,Axy,64,1.0,3.489392692569482e-09
128,4,Axz,0,0.0,0.0
128,4,Axz,1,0.015625,6.468336055695245e-09
128,4,Axz,2,0.03125,1.1229113633012642e-07
128,4,Axz,3,0.046875,6.849345036162529e-10
128,4,Axz,4,0.0625,5.689408312732243e-10
128,4,Axz,5,0.078125,5.384026133285574e-10
128,4,Axz,6,0.09375,5.270979251257008e-10
128,4,Axz,7,0.109375,5.231187655667237e-10
128,4,Axz,8,0.125,5.228890628376945e-10
128,4,Axz,9,0.140625,5.249866319212139e-10
128,4,Axz,10,0.15625,5.287563539666374e-10
128,4,Axz,11,0.171875,5.338698998024527e-10
128,4,Axz,12,0.1875,5.401573806346595e-10
128,4,Axz,13,0.203125,5.47534801010541e-10
128,4,Axz,14,0.21875,5.559686294892135e-10
128,4,Axz,15,0.234375,5.654579087434487e-10
128,4,Axz,16,0.25,5.760250837109142e-10
128,4,Axz,17,0.265625,5.877105002117099e-10
128,4,Axz,18,0.28125,6.005697684147815e-10
128,4,Axz,19,0.296875,6.146727517685403e-10
128,4,Axz,20,0.3125,6.301031096902668e-10
128,4,Axz,21,0.328125,6.469588295270178e-10
128,4,Axz,22,0.34375,6.653533242574811e-10
128,4,Axz,23,0.359375,6.854167765686142e-10
128,4,Axz,24,0.375,7.072981966516613e-10
128,4,Axz,25,0.390625,7.311679146888374e-10
128,4,Axz,26,0.40625,7.572205997190476e-10
128,4,Axz,27,0.421875,7.856791795521574e-10
128,4,Axz,28,0.4375,8.167993447297513e-10
128,4,Axz,29,0.453125,8.508750166043137e-10
128,4,Axz,30,0.46875,8.882452606054168e-10
128,4,Axz,31,0.484375,9.293023860791365e-10
128,4,Axz,32,0.5,9.745019542633721e-10
128,4,Axz,33,0.515625,1.024375518119059e-09
128,4,Axz,34,0.53125,1.079546087575398e-09
128,4,Axz,35,0.546875,1.1407473693709563e-09
128,4,Axz,36,0.5625,1.2088483150288778e-09
128,4,Axz,37,0.578125,1.284884017122109e-09
128,4,Axz,38,0.59375,1.3700951057558529e-09
128,4,Axz,39,0.609375,1.4659789707255446e-09
128,4,Axz,40,0.625,1.5743566084264627e-09
128,4,Axz,41,0.640625,1.6974607769842155e-09
128,4,Axz,42,0.65625,1.8380533927662314e-09
128,4,Axz,43,0.671875,1.9995842137943153e-09
128,4,Axz,44,0.6875,2.186409033189781e-09
128,4,Axz,45,0.703125,2.4040928251495363e-09
128,4,Axz,46,0.71875,2.6598393205153303e-09
128,4,Axz,47,0.734375,2.963113902304281e-09
128,4,Axz,48,0.75,3.326562049702105e-09
128,4,Axz,49,0.765625,3.767397486164042e-09
128,4,Axz,50,0.78125,4.3095658021808525e-09
128,4,Axz,51,0.796875,4.987220682850102e-09
128,4,Axz,52,0.8125,5.850517727143888e-09
128,4,Axz,53,0.828125,6.975715718682771e-09
128,4,Axz,54,0.84375,8.483729312720886e-09
128,4,Axz,55,0.859375,1.0576424965071089e-08
128,4,Axz,56,0.875,1.3613466510610198e-08
128,4,Axz,57,0.890625,1.8292291680809765e-08
128,4,Axz,58,0.90625,2.612980718357276e-08
128,4,Axz,59,0.921875,4.1015499829274436e-08
128,4,Axz,60,0.9375,7.585241293371256e-08
128,4,Axz,61,0.953125,1.993556491905573e-07
128,4,Axz,62,0.96875,1.8192407699129487e-06
128,4,Axz,63,0.984375,2.2687626293506408e-06
128,4,Axz,64,1.0,5.290039503951581e-08
128,4,Ayy,0,0.0,0.0
128,4,Ayy,1,0.015625,4.714806118640911e-09
128,4,Ayy,2,0.03125,1.6132339509438967e-07
128,4,Ayy,3,0.046875,2.039779777426252e-09
128,4,Ayy,4,0.0625,2.2904091103830584e-09
128,4,Ayy,5,0.078125,2.378080533997456e-09
128,4,Ayy,6,0.09375,2.4290295922919006e-09
128,4,Ayy,7,0.109375,2.467733069073915e-09
128,4,Ayy,8,0.125,2.502380836246255e-09
128,4,Ayy,9,0.140625,2.5364385619985116e-09
128,4,Ayy,10,0.15625,2.5716588782718648e-09
128,4,Ayy,11,0.171875,2.609054712656487e-09
128,4,Ayy,12,0.1875,2.6493061241435693e-09
128,4,Ayy,13,0.203125,2.6929204166436783e-09
128,4,Ayy,14,0.21875,2.7403201918685453e-09
128,4,Ayy,15,0.234375,2.7918886317455213e-09
128,4,Ayy,16,0.25,2.8480061978509054e-09
128,4,Ayy,17,0.265625,2.909062943911908e-09
128,4,Ayy,18,0.28125,2.975473937059639e-09
128,4,Ayy,19,0.296875,3.0476794813658846e-09
128,4,Ayy,20,0.3125,3.1261637198760812e-09
128,4,Ayy,21,0.328125,3.2114880013276996e-09
128,4,Ayy,22,0.34375,3.3042351209455654e-09
128,4,Ayy,23,0.359375,3.4051135190450585e-09
128,4,Ayy,24,0.375,3.514847896470001e-09
128,4,Ayy,25,0.390625,3.6343181114569016e-09
128,4,Ayy,26,0.40625,3.764509844241831e-09
128,4,Ayy,27,0.421875,3.90652244286047e-09
128,4,Ayy,28,0.4375,4.061643704683426e-09
128,4,Ayy,29,0.453125,4.231326320088543e-09
128,4,Ayy,30,0.46875,4.417225262463616e-09
128,4,Ayy,31,0.484375,4.621301497829213e-09
128,4,Ayy,32,0.5,4.8457707124966374e-09
128,4,Ayy,33,0.515625,5.0932723898014856e-09
128,4,Ayy,34,0.53125,5.36686635385231e-09
128,4,Ayy,35,0.546875,5.670103619143615e-09
128,4,Ayy,36,0.5625,6.007272299772016e-09
128,4,Ayy,37,0.578125,6.3834237870553855e-09
128,4,Ayy,38,0.59375,6.804569114321807e-09
128,4,Ayy,39,0.609375,7.278011944764512e-09
128,4,Ayy,40,0.625,7.812583302381155e-09
