resolution,transfer_order,variable,mode,k_over_nyquist,power
128,4,Ayy,41,0.640625,8.419087562999097e-09
128,4,Ayy,42,0.65625,9.110860357739958e-09
128,4,Ayy,43,0.671875,9.904468808392448e-09
128,4,Ayy,44,0.6875,1.0820869700514996e-08
128,4,Ayy,45,0.703125,1.1886556978164384e-08
128,4,Ayy,46,0.71875,1.3135922708028864e-08
128,4,Ayy,47,0.734375,1.461362345693769e-08
128,4,Ayy,48,0.75,1.6379277857461908e-08
128,4,Ayy,49,0.765625,1.8513238067998857e-08
128,4,Ayy,50,0.78125,2.112655533334331e-08
128,4,Ayy,51,0.796875,2.437603326609521e-08
128,4,Ayy,52,0.8125,2.8489390493902612e-08
128,4,Ayy,53,0.828125,3.380800939917014e-08
128,4,Ayy,54,0.84375,4.0864317984313535e-08
128,4,Ayy,55,0.859375,5.0528790713389486e-08
128,4,Ayy,56,0.875,6.431201110684728e-08
128,4,Ayy,57,0.890625,8.504682024993011e-08
128,4,Ayy,58,0.90625,1.1863265902639097e-07
128,4,Ayy,59,0.921875,1.793457459626424e-07
128,4,Ayy,60,0.9375,3.109325541822181e-07
128,4,Ayy,61,0.953125,7.209084253871876e-07
128,4,Ayy,62,0.96875,4.87655278282016e-06
128,4,Ayy,63,0.984375,1.7008479222443795e-06
128,4,Ayy,64,1.0,2.5295629804381244e-07
128,4,Ayz,0,0.0,0.0
128,4,Ayz,1,0.015625,6.071957418121667e-09
128,4,Ayz,2,0.03125,1.1809234173935608e-07
128,4,Ayz,3,0.046875,2.760028856610903e-10
128,4,Ayz,4,0.0625,2.102690656765644e-10
128,4,Ayz,5,0.078125,1.9368072384031462e-10
128,4,Ayz,6,0.09375,1.8731743476525127e-10
128,4,Ayz,7,0.109375,1.8468065718523773e-10
128,4,Ayz,8,0.125,1.8386596577796285e-10
128,4,Ayz,9,0.140625,1.8412864816318713e-10
128,4,Ayz,10,0.15625,1.851276679195371e-10
128,4,Ayz,11,0.171875,1.8669096944304819e-10
128,4,Ayz,12,0.1875,1.887272562437232e-10
128,4,Ayz,13,0.203125,1.9118833678524962e-10
128,4,Ayz,14,0.21875,1.9405078284350522e-10
128,4,Ayz,15,0.234375,1.9730674854080342e-10
128,4,Ayz,16,0.25,2.0095924337892607e-10
128,4,Ayz,17,0.265625,2.0501922587735387e-10
128,4,Ayz,18,0.28125,2.095041454423147e-10
128,4,Ayz,19,0.296875,2.1443731446692626e-10
128,4,Ayz,20,0.3125,2.1984753278745355e-10
128,4,Ayz,21,0.328125,2.2576914832546206e-10
128,4,Ayz,22,0.34375,2.3224237469579045e-10
128,4,Ayz,23,0.359375,2.3931376370297133e-10
128,4,Ayz,24,0.375,2.470369519468676e-10
128,4,Ayz,25,0.390625,2.55473512910701e-10
128,4,Ayz,26,0.40625,2.6469410712563717e-10
128,4,Ayz,27,0.421875,2.7478000706511883e-10
128,4,Ayz,28,0.4375,2.8582473800885805e-10
128,4,Ayz,29,0.453125,2.9793613423878855e-10
128,4,Ayz,30,0.46875,3.112390914340747e-10
128,4,Ayz,31,0.484375,3.258786740860598e-10
128,4,Ayz,32,0.5,3.4202392069400315e-10
128,4,Ayz,33,0.515625,3.598728983640908e-10
128,4,Ayz,34,0.53125,3.7965885391221844e-10
128,4,Ayz,35,0.546875,4.0165775169988495e-10
128,4,Ayz,36,0.5625,4.261980674218455e-10
128,4,Ayz,37,0.578125,4.536733901461833e-10
128,4,Ayz,38,0.59375,4.845584550844601e-10
128,4,Ayz,39,0.609375,5.194300777981935e-10
128,4,Ayz,40,0.625,5.589950265589468e-10
128,4,Ayz,41,0.640625,6.041272823261874e-10
128,4,Ayz,42,0.65625,6.559179019638044e-10
128,4,Ayz,43,0.671875,7.157435526289067e-10
128,4,Ayz,44,0.6875,7.853626785546002e-10
128,4,Ayz,45,0.703125,8.670510013698318e-10
128,4,Ayz,46,0.71875,9.637967651107482e-10
128,4,Ayz,47,0.734375,1.0795906229657403e-09
128,4,Ayz,48,0.75,1.2198630713789765e-09
128,4,Ayz,49,0.765625,1.3921614884021384e-09
128,4,Ayz,50,0.78125,1.6072361817757755e-09
128,4,Ayz,51,0.796875,1.880841872575112e-09
128,4,Ayz,52,0.8125,2.236844358914619e-09
128,4,Ayz,53,0.828125,2.7128466956918093e-09
128,4,Ayz,54,0.84375,3.370972028747317e-09
128,4,Ayz,55,0.859375,4.319967021057574e-09
128,4,Ayz,56,0.875,5.764454673429634e-09
128,4,Ayz,57,0.890625,8.12692645144215e-09
128,4,Ayz,58,0.90625,1.2394617826371651e-08
128,4,Ayz,59,0.921875,2.1312554626155154e-08
128,4,Ayz,60,0.9375,4.484289542039357e-08
128,4,Ayz,61,0.953125,1.4142928993760203e-07
128,4,Ayz,62,0.96875,1.6353306419318996e-06
128,4,Ayz,63,0.984375,2.2368368286311506e-06
128,4,Ayz,64,1.0,4.5417927265503754e-07
128,4,Azz,0,0.0,0.0
128,4,Azz,1,0.015625,6.831241154341783e-09
128,4,Azz,2,0.03125,7.653000573378007e-08
128,4,Azz,3,0.046875,7.474008594261658e-10
128,4,Azz,4,0.0625,6.413551437106761e-10
128,4,Azz,5,0.078125,6.144860114559087e-10
128,4,Azz,6,0.09375,6.047084701302885e-10
128,4,Azz,7,0.109375,6.018514102763653e-10
128,4,Azz,8,0.125,6.026322190734794e-10
128,4,Azz,9,0.140625,6.05745854253276e-10
128,4,Azz,10,0.15625,6.105811418256791e-10
128,4,Azz,11,0.171875,6.168411914834645e-10
128,4,Azz,12,0.1875,6.243752939889114e-10
128,4,Azz,13,0.203125,6.331067944902258e-10
128,4,Azz,14,0.21875,6.4302353017712e-10
128,4,Azz,15,0.234375,6.541246477401223e-10
128,4,Azz,16,0.25,6.664571177608224e-10
128,4,Azz,17,0.265625,6.800627850598688e-10
128,4,Azz,18,0.28125,6.95010338449448e-10
128,4,Azz,19,0.296875,7.113926151316483e-10
128,4,Azz,20,0.3125,7.292879218041115e-10
128,4,Azz,21,0.328125,7.48834241079097e-10
128,4,Azz,22,0.34375,7.701548134853067e-10
128,4,Azz,23,0.359375,7.934048474149248e-10
128,4,Azz,24,0.375,8.187427423157236e-10
128,4,Azz,25,0.390625,8.463800868208397e-10
128,4,Azz,26,0.40625,8.765438328332134e-10
128,4,Azz,27,0.421875,9.09477363714406e-10
128,4,Azz,28,0.4375,9.45484208316591e-10
128,4,Azz,29,0.453125,9.849091165374057e-10
128,4,Azz,30,0.46875,1.0281393004560217e-09
128,4,Azz,31,0.484375,1.075622787595382e-09
128,4,Azz,32,0.5,1.1278892037933166e-09
128,4,Azz,33,0.515625,1.1855528014162595e-09
128,4,Azz,34,0.53125,1.2493254061515427e-09
128,4,Azz,35,0.546875,1.3200582315592556e-09
128,4,Azz,36,0.5625,1.3987447645474653e-09
128,4,Azz,37,0.578125,1.4865845513129783e-09
128,4,Azz,38,0.59375,1.5850011983553558e-09
128,4,Azz,39,0.609375,1.6957232302021678e-09
128,4,Azz,40,0.625,1.8208173826649648e-09
128,4,Azz,41,0.640625,1.9628722705146514e-09
128,4,Azz,42,0.65625,2.1250609571735725e-09
128,4,Azz,43,0.671875,2.311312147233487e-09
128,4,Azz,44,0.6875,2.526625588730366e-09
128,4,Azz,45,0.703125,2.7773641299390786e-09
128,4,Azz,46,0.71875,3.0717880259508528e-09
128,4,Azz,47,0.734375,3.4206264363283184e-09
128,4,Azz,48,0.75,3.838355011499157e-09
128,4,Azz,49,0.765625,4.344465785910725e-09
128,4,Azz,50,0.78125,4.9661324377825345e-09
128,4,Azz,51,0.796875,5.741969580961223e-09
128,4,Azz,52,0.8125,6.728459681763962e-09
128,4,Azz,53,0.828125,8.011131444478137e-09
128,4,Azz,54,0.84375,9.724902559063347e-09
128,4,Azz,55,0.859375,1.2093510231350395e-08
128,4,Azz,56,0.875,1.5512215443419428e-08
128,4,Azz,57,0.890625,2.0738840081795394e-08
128,4,Azz,58,0.90625,2.939673018027494e-08
128,4,Azz,59,0.921875,4.555921091957834e-08
128,4,Azz,60,0.9375,8.231269264423096e-08
128,4,Azz,61,0.953125,2.0536863175896881e-07
128,4,Azz,62,0.96875,1.612206588769785e-06
128,4,Azz,63,0.984375,7.111783385936055e-07
128,4,Azz,64,1.0,6.065857074721824e-07
128,4,Gamx,0,0.0,0.0
128,4,Gamx,1,0.015625,3.860672582929299e-08
128,4,Gamx,2,0.03125,7.634228256299843e-07
128,4,Gamx,3,0.046875,7.367426725882577e-09
128,4,Gamx,4,0.0625,6.263877984986546e-09
128,4,Gamx,5,0.078125,5.96597135027085e-09
128,4,Gamx,6,0.09375,5.856820484608603e-09
128,4,Gamx,7,0.109375,5.82096228495596e-09
128,4,Gamx,8,0.125,5.8233240494685184e-09
128,4,Gamx,9,0.140625,5.8498243055626354e-09
128,4,Gamx,10,0.15625,5.893942970287053e-09
128,4,Gamx,11,0.171875,5.952412352475808e-09
128,4,Gamx,12,0.1875,6.023556542474395e-09
128,4,Gamx,13,0.203125,6.1065649969958264e-09
128,4,Gamx,14,0.21875,6.201141567935932e-09
128,4,Gamx,15,0.234375,6.30732596237498e-09
128,4,Gamx,16,0.25,6.425399314684815e-09
128,4,Gamx,17,0.265625,6.555832038147926e-09
128,4,Gamx,18,0.28125,6.699257419773804e-09
128,4,Gamx,19,0.296875,6.856460796783592e-09
128,4,Gamx,20,0.3125,7.028377907536419e-09
128,4,Gamx,21,0.328125,7.216100559810973e-09
128,4,Gamx,22,0.34375,7.420888169575858e-09
128,4,Gamx,23,0.359375,7.64418482042649e-09
128,4,Gamx,24,0.375,7.887641464961831e-09
128,4,Gamx,25,0.390625,8.153143058426448e-09
128,4,Gamx,26,0.40625,8.442842624558567e-09
128,4,Gamx,27,0.421875,8.759203228243999e-09
128,4,Gamx,28,0.4375,9.10504728179817e-09
128,4,Gamx,29,0.453125,9.483616784546338e-09
128,4,Gamx,30,0.46875,9.898648100053772e-09
128,4,Gamx,31,0.484375,1.0354461563601162e-08
128,4,Gamx,32,0.5,1.085607064092228e-08
128,4,Gamx,33,0.515625,1.140931836344009e-08
128,4,Gamx,34,0.53125,1.202104609510318e-08
128,4,Gamx,35,0.546875,1.2699302118941581e-08
128,4,Gamx,36,0.5625,1.3453604839917791e-08
128,4,Gamx,37,0.578125,1.4295277584436955e-08
128,4,Gamx,38,0.59375,1.5237874431292445e-08
128,4,Gamx,39,0.609375,1.629772745069354e-08
128,4,Gamx,40,0.625,1.7494661135318768e-08
128,4,Gamx,41,0.640625,1.8852932670298744e-08
128,4,Gamx,42,0.65625,2.0402478152572676e-08
128,4,Gamx,43,0.671875,2.218059159102541e-08
128,4,Gamx,44,0.6875,2.4234223066876354e-08
128,4,Gamx,45,0.703125,2.6623159764044137e-08
128,4,Gamx,46,0.71875,2.9424503874570585e-08
128,4,Gamx,47,0.734375,3.273911207537564e-08
128,4,Gamx,48,0.75,3.6701036964968035e-08
128,4,Gamx,49,0.765625,4.149168041621787e-08
128,4,Gamx,50,0.78125,4.736161352938891e-08
128,4,Gamx,51,0.796875,5.4665261107239494e-08
128,4,Gamx,52,0.8125,6.391797159868178e-08
128,4,Gamx,53,0.828125,7.589391764548137e-08
128,4,Gamx,54,0.84375,9.180260125021904e-08
128,4,Gamx,55,0.859375,1.1362665858707726e-07
128,4,Gamx,56,0.875,1.4481815759571958e-07
128,4,Gamx,57,0.890625,1.918767590004786e-07
128,4,Gamx,58,0.90625,2.6840548005227217e-07
128,4,Gamx,59,0.921875,4.0753196430344656e-07
128,4,Gamx,60,0.9375,7.115380678979617e-07
128,4,Gamx,61,0.953125,1.6702347259731026e-06
128,4,Gamx,62,0.96875,1.1510996477514627e-05
128,4,Gamx,63,0.984375,3.3092818308617266e-06
128,4,Gamx,64,1.0,2.2547715374378216e-06
128,4,Gamy,0,0.0,0.0
128,4,Gamy,1,0.015625,1.3443219442356604e-08
128,4,Gamy,2,0.03125,4.0263894510782395e-07
128,4,Gamy,3,0.046875,8.649086251199126e-09
128,4,Gamy,4,0.0625,7.819482835429013e-09
128,4,Gamy,5,0.078125,7.602756805082974e-09
128,4,Gamy,6,0.09375,7.536321612102472e-09
128,4,Gamy,7,0.109375,7.530925076305273e-09
128,4,Gamy,8,0.125,7.559400162006822e-09
128,4,Gamy,9,0.140625,7.610861193255945e-09
128,4,Gamy,10,0.15625,7.680342557245018e-09
128,4,Gamy,11,0.171875,7.765450271077317e-09
128,4,Gamy,12,0.1875,7.865067607407061e-09
128,4,Gamy,13,0.203125,7.978787982740005e-09
128,4,Gamy,14,0.21875,8.106641598343181e-09
128,4,Gamy,15,0.234375,8.24895845512171e-09
128,4,Gamy,16,0.25,8.406297593874185e-09
128,4,Gamy,17,0.265625,8.579410297539696e-09
128,4,Gamy,18,0.28125,8.769224301380466e-09
128,4,Gamy,19,0.296875,8.976841218460672e-09
128,4,Gamy,20,0.3125,9.203542349156664e-09
128,4,Gamy,21,0.328125,9.450801040145387e-09
128,4,Gamy,22,0.34375,9.72030128719959e-09
128,4,Gamy,23,0.359375,1.0013962733039815e-08
128,4,Gamy,24,0.375,1.033397141583853e-08
128,4,Gamy,25,0.390625,1.0682816590548101e-08
128,4,Gamy,26,0.40625,1.1063336540769639e-08
128,4,Gamy,27,0.421875,1.1478774159579827e-08
128,4,Gamy,28,0.4375,1.1932842265677664e-08
128,4,Gamy,29,0.453125,1.242980323103295e-08
128,4,Gamy,30,0.46875,1.29745673428082e-08
128,4,Gamy,31,0.484375,1.357281088868286e-08
128,4,Gamy,32,0.5,1.4231119901713884e-08
128,4,Gamy,33,0.515625,1.4957169340789112e-08
128,4,Gamy,34,0.53125,1.5759945168359477e-08
128,4,Gamy,35,0.546875,1.6650018680700385e-08
128,4,Gamy,36,0.5625,1.7639892437563502e-08
128,4,Gamy,37,0.578125,1.8744440973692107e-08
128,4,Gamy,38,0.59375,1.9981470968201033e-08
128,4,Gamy,39,0.609375,2.137244105685875e-08
128,4,Gamy,40,0.625,2.294340231032817e-08
128,4,Gamy,41,0.640625,2.4726235872345572e-08
128,4,Gamy,42,0.65625,2.676029405564442e-08
128,4,Gamy,43,0.671875,2.909461227030159e-08
128,4,Gamy,44,0.6875,3.1790937463038687e-08
128,4,Gamy,45,0.703125,3.492792231055697e-08
128,4,Gamy,46,0.71875,3.860703249648864e-08
128,4,Gamy,47,0.734375,4.296104509269673e-08
128,4,Gamy,48,0.75,4.8166517790728866e-08
128,4,Gamy,49,0.765625,5.4462497457978325e-08
128,4,Gamy,50,0.78125,6.217938465157468e-08
128,4,Gamy,51,0.796875,7.178486490730379e-08
128,4,Gamy,52,0.8125,8.395957932886594e-08
128,4,Gamy,53,0.828125,9.972711395663299e-08
128,4,Gamy,54,0.84375,1.2068875693595035e-07
128,4,Gamy,55,0.859375,1.4947372017615836e-07
128,4,Gamy,56,0.875,1.906694869546354e-07
128,4,Gamy,57,0.890625,2.5293695167429783e-07
128,4,Gamy,58,0.90625,3.54467139102959e-07
128,4,Gamy,59,0.921875,5.397754476473155e-07
128,4,Gamy,60,0.9375,9.472461988798244e-07
128,4,Gamy,61,0.953125,2.246099049373155e-06
128,4,Gamy,62,0.96875,1.589329628056511e-05
128,4,Gamy,63,0.984375,5.711832970576064e-06
128,4,Gamy,64,1.0,3.26478525339454e-06
128,4,Gamz,0,0.0,0.0
128,4,Gamz,1,0.015625,1.6524793123933703e-08
128,4,Gamz,2,0.03125,4.376870951763383e-07
128,4,Gamz,3,0.046875,4.590429199804184e-09
128,4,Gamz,4,0.0625,4.041306477829399e-09
128,4,Gamz,5,0.078125,3.89684353448993e-09
128,4,Gamz,6,0.09375,3.848141754578744e-09
128,4,Gamz,7,0.109375,3.837313707867458e-09
128,4,Gamz,8,0.125,3.846840015610995e-09
128,4,Gamz,9,0.140625,3.869710037574761e-09
128,4,Gamz,10,0.15625,3.902705423309962e-09
128,4,Gamz,11,0.171875,3.944244079693592e-09
128,4,Gamz,12,0.1875,3.993550259448254e-09
128,4,Gamz,13,0.203125,4.050290943842518e-09
128,4,Gamz,14,0.21875,4.114400773884427e-09
128,4,Gamz,15,0.234375,4.185993842041296e-09
128,4,Gamz,16,0.25,4.265317316490459e-09
128,4,Gamz,17,0.265625,4.352726842730548e-09
128,4,Gamz,18,0.28125,4.448674808014508e-09
128,4,Gamz,19,0.296875,4.553706727423344e-09
128,4,Gamz,20,0.3125,4.668462933888304e-09
128,4,Gamz,21,0.328125,4.793683725444573e-09
128,4,Gamz,22,0.34375,4.930218021880638e-09
128,4,Gamz,23,0.359375,5.079035888296624e-09
128,4,Gamz,24,0.375,5.241243830481034e-09
128,4,Gamz,25,0.390625,5.4181030465487674e-09
128,4,Gamz,26,0.40625,5.611052738937433e-09
128,4,Gamz,27,0.421875,5.821738377605307e-09
128,4,Gamz,28,0.4375,6.052044635165399e-09
128,4,Gamz,29,0.453125,6.304135761413286e-09
128,4,Gamz,30,0.46875,6.580505855352123e-09
128,4,Gamz,31,0.484375,6.884039055048945e-09
128,4,Gamz,32,0.5,7.2180823801689126e-09
128,4,Gamz,33,0.515625,7.586537061520238e-09
128,4,Gamz,34,0.53125,7.993972090657099e-09
128,4,Gamz,35,0.546875,8.445763761306568e-09
128,4,Gamz,36,0.5625,8.948271746593654e-09
128,4,Gamz,37,0.578125,9.509064542544645e-09
128,4,Gamz,38,0.59375,1.0137205620986763e-08
128,4,Gamz,39,0.609375,1.0843620317084874e-08
128,4,Gamz,40,0.625,1.1641576652044202e-08
128,4,Gamz,41,0.640625,1.2547318880245278e-08
128,4,Gamz,42,0.65625,1.3580906474322131e-08
128,4,Gamz,43,0.671875,1.4767346262928646e-08
128,4,Gamz,44,0.6875,1.6138145622795687e-08
128,4,Gamz,45,0.703125,1.7733464597417396e-08
128,4,Gamz,46,0.71875,1.9605148192586083e-08
128,4,Gamz,47,0.734375,2.1821096230483993e-08
128,4,Gamz,48,0.75,2.447168632916566e-08
128,4,Gamz,49,0.765625,2.7679422019513225e-08
128,4,Gamz,50,0.78125,3.161384598649119e-08
128,4,Gamz,51,0.796875,3.651533162391977e-08
128,4,Gamz,52,0.8125,4.273437714585129e-08
128,4,Gamz,53,0.828125,5.079930365076376e-08
128,4,Gamz,54,0.84375,6.15389777589956e-08
128,4,Gamz,55,0.859375,7.631922243169391e-08
128,4,Gamz,56,0.875,9.753395865649996e-08
128,4,Gamz,57,0.890625,1.2972927491081288e-07
128,4,Gamz,58,0.90625,1.8252774811882484e-07
128,4,Gamz,59,0.921875,2.797258713916993e-07
128,4,Gamz,60,0.9375,4.964105217738279e-07
128,4,Gamz,61,0.953125,1.2041486940062308e-06
128,4,Gamz,62,0.96875,9.052871236342948e-06
128,4,Gamz,63,0.984375,5.164455037055183e-06
128,4,Gamz,64,1.0,1.7347895831796319e-06
128,4,Theta,0,0.0,0.0
128,4,Theta,1,0.015625,1.5605327831300625e-08
128,4,Theta,2,0.03125,1.8344880387652686e-07
128,4,Theta,3,0.046875,1.7645522273455889e-09
128,4,Theta,4,0.0625,1.5418201253728978e-09
128,4,Theta,5,0.078125,1.484782102346334e-09
128,4,Theta,6,0.09375,1.4656620704783153e-09
128,4,Theta,7,0.109375,1.461272127927056e-09
128,4,Theta,8,0.125,1.464746714973141e-09
128,4,Theta,9,0.140625,1.4733644018134526e-09
128,4,Theta,10,0.15625,1.4858863951495874e-09
128,4,Theta,11,0.171875,1.501656114155418e-09
128,4,Theta,12,0.1875,1.5204282555947061e-09
128,4,Theta,13,0.203125,1.5420077280964553e-09
128,4,Theta,14,0.21875,1.5664325550879872e-09
128,4,Theta,15,0.234375,1.5936836274516882e-09
128,4,Theta,16,0.25,1.6239054408528238e-09
128,4,Theta,17,0.265625,1.657202372049577e-09
128,4,Theta,18,0.28125,1.6937589103892861e-09
128,4,Theta,19,0.296875,1.7337839798157442e-09
128,4,Theta,20,0.3125,1.777510661848889e-09
128,4,Theta,21,0.328125,1.8252348585894193e-09
128,4,Theta,22,0.34375,1.8772752013680303e-09
128,4,Theta,23,0.359375,1.9339991043687584e-09
128,4,Theta,24,0.375,1.9958318993066373e-09
128,4,Theta,25,0.390625,2.0632514093294764e-09
128,4,Theta,26,0.40625,2.136823681212256e-09
128,4,Theta,27,0.421875,2.2171496621596702e-09
128,4,Theta,28,0.4375,2.304987231219366e-09
128,4,Theta,29,0.453125,2.401131690470453e-09
128,4,Theta,30,0.46875,2.506537218229927e-09
128,4,Theta,31,0.484375,2.6223420551159827e-09
128,4,Theta,32,0.5,2.7497840405890984e-09
128,4,Theta,33,0.515625,2.8903838737016127e-09
128,4,Theta,34,0.53125,3.0459052805575552e-09
128,4,Theta,35,0.546875,3.2183598994335376e-09
128,4,Theta,36,0.5625,3.4102207059285263e-09
128,4,Theta,37,0.578125,3.624388972916397e-09
128,4,Theta,38,0.59375,3.864331623110999e-09
128,4,Theta,39,0.609375,4.1342840206189785e-09
128,4,Theta,40,0.625,4.439259100460678e-09
128,4,Theta,41,0.640625,4.785606841001674e-09
128,4,Theta,42,0.65625,5.180996208117203e-09
128,4,Theta,43,0.671875,5.635061759192994e-09
128,4,Theta,44,0.6875,6.159948883351379e-09
128,4,Theta,45,0.703125,6.7712239000076904e-09
128,4,Theta,46,0.71875,7.488900772479635e-09
128,4,Theta,47,0.734375,8.339233384751476e-09
128,4,Theta,48,0.75,9.35742585145569e-09
128,4,Theta,49,0.765625,1.0590975307189168e-08
128,4,Theta,50,0.78125,1.2106107362193858e-08
128,4,Theta,51,0.796875,1.3996850800655784e-08
128,4,Theta,52,0.8125,1.6400688327047847e-08
128,4,Theta,53,0.828125,1.9526006330769742e-08
128,4,Theta,54,0.84375,2.3700899744685277e-08
128,4,Theta,55,0.859375,2.946994957776487e-08
128,4,Theta,56,0.875,3.779421908191237e-08
128,4,Theta,57,0.890625,5.0515097723248625e-08
128,4,Theta,58,0.90625,7.157377883580082e-08
128,4,Theta,59,0.921875,1.10842280278847e-07
128,4,Theta,60,0.9375,1.9991449697845593e-07
128,4,Theta,61,0.953125,4.977990826164444e-07
128,4,Theta,62,0.96875,3.862124201107858e-06
128,4,Theta,63,0.984375,1.450959412160061e-06
128,4,Theta,64,1.0,1.5980298859574402e-06
128,4,alpha,0,0.0,0.0
128,4,alpha,1,0.015625,8.190110782254687e-18
128,4,alpha,2,0.03125,1.1564739522763493e-16
128,4,alpha,3,0.046875,4.1893979253482826e-18
128,4,alpha,4,0.0625,3.8314804755032044e-18
128,4,alpha,5,0.078125,3.74081198217618e-18
128,4,alpha,6,0.09375,3.714799464756637e-18
128,4,alpha,7,0.109375,3.715877251562014e-18
128,4,alpha,8,0.125,3.7322758629235855e-18
128,4,alpha,9,0.140625,3.75924312710823e-18
128,4,alpha,10,0.15625,3.794673098737264e-18
128,4,alpha,11,0.171875,3.8375366567703906e-18
128,4,alpha,12,0.1875,3.887388170981472e-18
128,4,alpha,13,0.203125,3.944055484692379e-18
128,4,alpha,14,0.21875,4.00763223198079e-18
128,4,alpha,15,0.234375,4.078300038509753e-18
128,4,alpha,16,0.25,4.156342375929121e-18
128,4,alpha,17,0.265625,4.242131451791262e-18
128,4,alpha,18,0.28125,4.336147653981897e-18
128,4,alpha,19,0.296875,4.438973620355041e-18
128,4,alpha,20,0.3125,4.5511689480283096e-18
128,4,alpha,21,0.328125,4.67352841076201e-18
128,4,alpha,22,0.34375,4.806877988934878e-18
128,4,alpha,23,0.359375,4.9521635255536104e-18
128,4,alpha,24,0.375,5.110454195513358e-18
128,4,alpha,25,0.390625,5.282979398319211e-18
128,4,alpha,26,0.40625,5.471196221469653e-18
128,4,alpha,27,0.421875,5.676631379775923e-18
128,4,alpha,28,0.4375,5.901176662269308e-18
128,4,alpha,29,0.453125,6.146909652442721e-18
128,4,alpha,30,0.46875,6.416282494755219e-18
128,4,alpha,31,0.484375,6.7120562723044706e-18
128,4,alpha,32,0.5,7.0375215607436e-18
128,4,alpha,33,0.515625,7.396452094937442e-18
128,4,alpha,34,0.53125,7.793292897305531e-18
128,4,alpha,35,0.546875,8.233278594517739e-18
128,4,alpha,36,0.5625,8.722528965860622e-18
128,4,alpha,37,0.578125,9.268441151060512e-18
128,4,alpha,38,0.59375,9.879789715617205e-18
128,4,alpha,39,0.609375,1.0567195844972516e-17
128,4,alpha,40,0.625,1.134341227110676e-17
128,4,alpha,41,0.640625,1.2224288639422756e-17
128,4,alpha,42,0.65625,1.3229148054820375e-17
128,4,alpha,43,0.671875,1.4382243221518483e-17
128,4,alpha,44,0.6875,1.571387883182377e-17
128,4,alpha,45,0.703125,1.726296346745875e-17
128,4,alpha,46,0.71875,1.9079409998337668e-17
128,4,alpha,47,0.734375,2.1228552944222152e-17
128,4,alpha,48,0.75,2.3797368222728433e-17
128,4,alpha,49,0.765625,2.690332625984649e-17
128,4,alpha,50,0.78125,3.070882478163523e-17
128,4,alpha,51,0.796875,3.544358769826889e-17
128,4,alpha,52,0.8125,4.1441323087965344e-17
128,4,alpha,53,0.828125,4.920376913861927e-17
128,4,alpha,54,0.84375,5.951405940082815e-17
128,4,alpha,55,0.859375,7.365627405413805e-17
128,4,alpha,56,0.875,9.386541627946221e-17
128,4,alpha,57,0.890625,1.2434865093100655e-16
128,4,alpha,58,0.90625,1.7390956094661312e-16
128,4,alpha,59,0.921875,2.6398622336698477e-16
128,4,alpha,60,0.9375,4.607988757444519e-16
128,4,alpha,61,0.953125,1.0815179491697e-15
128,4,alpha,62,0.96875,7.49305105006137e-15
128,4,alpha,63,0.984375,2.6036983197776256e-15
128,4,alpha,64,1.0,1.238081491079573e-15
128,4,betax,0,0.0,0.0
128,4,betax,1,0.015625,5.383844085449464e-18
128,4,betax,2,0.03125,1.1773779589098235e-16
128,4,betax,3,0.046875,4.237939665271475e-18
