resolution,transfer_order,category,variable,count,rms,linf,order_from_previous
16,4,coarse_interior,Azz,36,0.0,0.0,
16,4,coarse_interior,Bx,36,0.0,0.0,
16,4,coarse_interior,By,36,0.0,0.0,
16,4,coarse_interior,Bz,36,0.0,0.0,
16,4,coarse_interior,Gamx,36,0.0,0.0,
16,4,coarse_interior,Gamy,36,0.0,0.0,
16,4,coarse_interior,Gamz,36,0.0,0.0,
16,4,coarse_interior,Khat,36,0.0,0.0,
16,4,coarse_interior,Theta,36,0.0,0.0,
16,4,coarse_interior,alpha,36,0.0,0.0,
16,4,coarse_interior,betax,36,0.0,0.0,
16,4,coarse_interior,betay,36,0.0,0.0,
16,4,coarse_interior,betaz,36,0.0,0.0,
16,4,coarse_interior,chi,36,0.0,0.0,
16,4,coarse_interior,gxx,36,0.0,0.0,
16,4,coarse_interior,gxy,36,0.0,0.0,
16,4,coarse_interior,gxz,36,0.0,0.0,
16,4,coarse_interior,gyy,36,0.0,0.0,
16,4,coarse_interior,gyz,36,0.0,0.0,
16,4,coarse_interior,gzz,36,0.0,0.0,
16,4,coincident_interface,Axx,19,0.0,0.0,
16,4,coincident_interface,Axy,19,0.0,0.0,
16,4,coincident_interface,Axz,19,0.0,0.0,
16,4,coincident_interface,Ayy,19,0.0,0.0,
16,4,coincident_interface,Ayz,19,0.0,0.0,
16,4,coincident_interface,Azz,19,6.218325926620485e-21,1.3552527156068805e-20,
16,4,coincident_interface,Bx,19,0.0,0.0,
16,4,coincident_interface,By,19,0.0,0.0,
16,4,coincident_interface,Bz,19,0.0,0.0,
16,4,coincident_interface,Gamx,19,0.0,0.0,
16,4,coincident_interface,Gamy,19,0.0,0.0,
16,4,coincident_interface,Gamz,19,0.0,0.0,
16,4,coincident_interface,Khat,19,0.0,0.0,
16,4,coincident_interface,Theta,19,0.0,0.0,
16,4,coincident_interface,alpha,19,0.0,0.0,
16,4,coincident_interface,betax,19,0.0,0.0,
16,4,coincident_interface,betay,19,0.0,0.0,
16,4,coincident_interface,betaz,19,0.0,0.0,
16,4,coincident_interface,chi,19,0.0,0.0,
16,4,coincident_interface,gxx,19,0.0,0.0,
16,4,coincident_interface,gxy,19,0.0,0.0,
16,4,coincident_interface,gxz,19,0.0,0.0,
16,4,coincident_interface,gyy,19,0.0,0.0,
16,4,coincident_interface,gyz,19,0.0,0.0,
16,4,coincident_interface,gzz,19,0.0,0.0,
16,4,fine_all,Axx,324,4.6457594974052927e-07,3.976759216749924e-06,
16,4,fine_all,Axy,324,4.6502194521186267e-07,4.223469696726286e-06,
16,4,fine_all,Axz,324,4.654751261869523e-07,4.6510573482904706e-06,
16,4,fine_all,Ayy,324,4.659354716993765e-07,4.809614081372165e-06,
16,4,fine_all,Ayz,324,4.6640296053466963e-07,4.878805885777615e-06,
16,4,fine_all,Azz,324,4.6687757123481515e-07,5.058994546409642e-06,
16,4,fine_all,Bx,324,4.7146589612482837e-07,4.884172281385016e-06,
16,4,fine_all,By,324,4.7201049492957694e-07,4.743759648670633e-06,
16,4,fine_all,Bz,324,4.7256196478065253e-07,4.515898708314954e-06,
16,4,fine_all,Gamx,324,4.673592821027046e-07,4.959205003382208e-06,
16,4,fine_all,Gamy,324,4.678480712066912e-07,4.572583648315871e-06,
16,4,fine_all,Gamz,324,4.683439163850734e-07,3.964019251698588e-06,
16,4,fine_all,Khat,324,4.6413716048688856e-07,4.429666936400984e-06,
16,4,fine_all,Theta,324,4.6884679525067685e-07,4.161961439569264e-06,
16,4,fine_all,alpha,324,4.693566851766237e-07,4.380314902130422e-06,
16,4,fine_all,betax,324,4.698735633945907e-07,4.923544232930281e-06,
16,4,fine_all,betay,324,4.7039740681207996e-07,5.2150597939344895e-06,
16,4,fine_all,betaz,324,4.7092819220422864e-07,5.2020219840208815e-06,
16,4,fine_all,chi,324,4.6126909470179337e-07,3.6563515333210006e-06,
16,4,fine_all,gxx,324,4.616568825961478e-07,3.989429607664796e-06,
16,4,fine_all,gxy,324,4.6205201424168877e-07,4.532446300734708e-06,
16,4,fine_all,gxz,324,4.6245447084351424e-07,4.866003134828054e-06,
16,4,fine_all,gyy,324,4.62864233293467e-07,4.936253718224037e-06,
16,4,fine_all,gyz,324,4.6328128219942347e-07,4.738413581904422e-06,
16,4,fine_all,gzz,324,4.637055979087935e-07,4.630346676970376e-06,
16,4,fine_interior,Axx,234,0.0,0.0,
16,4,fine_interior,Axy,234,0.0,0.0,
16,4,fine_interior,Axz,234,0.0,0.0,
16,4,fine_interior,Ayy,234,0.0,0.0,
16,4,fine_interior,Ayz,234,0.0,0.0,
16,4,fine_interior,Azz,234,0.0,0.0,
16,4,fine_interior,Bx,234,0.0,0.0,
16,4,fine_interior,By,234,0.0,0.0,
16,4,fine_interior,Bz,234,0.0,0.0,
16,4,fine_interior,Gamx,234,0.0,0.0,
16,4,fine_interior,Gamy,234,0.0,0.0,
16,4,fine_interior,Gamz,234,0.0,0.0,
16,4,fine_interior,Khat,234,0.0,0.0,
16,4,fine_interior,Theta,234,0.0,0.0,
16,4,fine_interior,alpha,234,0.0,0.0,
16,4,fine_interior,betax,234,0.0,0.0,
16,4,fine_interior,betay,234,0.0,0.0,
16,4,fine_interior,betaz,234,0.0,0.0,
16,4,fine_interior,chi,234,0.0,0.0,
16,4,fine_interior,gxx,234,0.0,0.0,
16,4,fine_interior,gxy,234,0.0,0.0,
16,4,fine_interior,gxz,234,0.0,0.0,
16,4,fine_interior,gyy,234,0.0,0.0,
16,4,fine_interior,gyz,234,0.0,0.0,
16,4,fine_interior,gzz,234,0.0,0.0,
16,4,hanging_interface,Axx,8,2.9565432399393805e-06,3.976759216749924e-06,
16,4,hanging_interface,Axy,8,2.9593815377388053e-06,4.223469696726286e-06,
16,4,hanging_interface,Axz,8,2.9622655638041207e-06,4.6510573482904706e-06,
16,4,hanging_interface,Ayy,8,2.9651951847058367e-06,4.809614081372165e-06,
16,4,hanging_interface,Ayz,8,2.9681702654359194e-06,4.878805885777615e-06,
16,4,hanging_interface,Azz,8,2.971190669436389e-06,5.058994546409642e-06,
16,4,hanging_interface,Bx,8,3.000390590232527e-06,4.884172281385016e-06,
16,4,hanging_interface,By,8,3.0038563958033015e-06,4.743759648670633e-06,
16,4,hanging_interface,Bz,8,3.0073659284451407e-06,4.515898708314954e-06,
16,4,hanging_interface,Gamx,8,2.974256258627692e-06,4.959205003382208e-06,
16,4,hanging_interface,Gamy,8,2.977366893437683e-06,4.572583648315871e-06,
16,4,hanging_interface,Gamz,8,2.9805224328301572e-06,3.964019251698588e-06,
16,4,hanging_interface,Khat,8,2.95375080222853e-06,4.429666936400984e-06,
16,4,hanging_interface,Theta,8,2.9837227343340097e-06,4.161961439569264e-06,
16,4,hanging_interface,alpha,8,2.9869676539526713e-06,4.380314902130422e-06,
16,4,hanging_interface,betax,8,2.9902570467894197e-06,4.923544232930281e-06,
16,4,hanging_interface,betay,8,2.993590765884499e-06,5.2150597939344895e-06,
16,4,hanging_interface,betaz,8,2.9969686634357872e-06,5.2020219840208815e-06,
16,4,hanging_interface,chi,8,2.9354985433387607e-06,3.6563515333210006e-06,
16,4,hanging_interface,gxx,8,2.9379664103866015e-06,3.989429607664796e-06,
16,4,hanging_interface,gxy,8,2.9404810127808125e-06,4.532446300734708e-06,
16,4,hanging_interface,gxz,8,2.943042230911369e-06,4.866003134828054e-06,
16,4,hanging_interface,gyy,8,2.945649943174704e-06,4.936253718224037e-06,
16,4,hanging_interface,gyz,8,2.9483040261600983e-06,4.738413581904422e-06,
16,4,hanging_interface,gzz,8,2.9510043547992337e-06,4.630346676970376e-06,
16,4,interface_edge,Axx,6,0.0,0.0,
16,4,interface_edge,Axy,6,0.0,0.0,
16,4,interface_edge,Axz,6,0.0,0.0,
16,4,interface_edge,Ayy,6,0.0,0.0,
16,4,interface_edge,Ayz,6,0.0,0.0,
16,4,interface_edge,Azz,6,1.1065592085860338e-20,1.3552527156068805e-20,
16,4,interface_edge,Bx,6,0.0,0.0,
16,4,interface_edge,By,6,0.0,0.0,
16,4,interface_edge,Bz,6,0.0,0.0,
16,4,interface_edge,Gamx,6,0.0,0.0,
16,4,interface_edge,Gamy,6,0.0,0.0,
16,4,interface_edge,Gamz,6,0.0,0.0,
16,4,interface_edge,Khat,6,0.0,0.0,
16,4,interface_edge,Theta,6,0.0,0.0,
16,4,interface_edge,alpha,6,0.0,0.0,
16,4,interface_edge,betax,6,0.0,0.0,
16,4,interface_edge,betay,6,0.0,0.0,
16,4,interface_edge,betaz,6,0.0,0.0,
16,4,interface_edge,chi,6,0.0,0.0,
16,4,interface_edge,gxx,6,0.0,0.0,
16,4,interface_edge,gxy,6,0.0,0.0,
16,4,interface_edge,gxz,6,0.0,0.0,
16,4,interface_edge,gyy,6,0.0,0.0,
16,4,interface_edge,gyz,6,0.0,0.0,
16,4,interface_edge,gzz,6,0.0,0.0,
16,4,interface_face,Axx,129,7.362653688110457e-07,3.976759216749924e-06,
16,4,interface_face,Axy,129,7.369721876215603e-07,4.223469696726286e-06,
16,4,interface_face,Axz,129,7.376903941020052e-07,4.6510573482904706e-06,
16,4,interface_face,Ayy,129,7.384199550245515e-07,4.809614081372165e-06,
16,4,interface_face,Ayz,129,7.391608367682673e-07,4.878805885777615e-06,
16,4,interface_face,Azz,129,7.399130053262382e-07,5.058994546409642e-06,
16,4,interface_face,Bx,129,7.471846359805096e-07,4.884172281385016e-06,
16,4,interface_face,By,129,7.480477225007141e-07,4.743759648670633e-06,
16,4,interface_face,Bz,129,7.489216983350574e-07,4.515898708314954e-06,
16,4,interface_face,Gamx,129,7.406764263126346e-07,4.959205003382208e-06,
16,4,interface_face,Gamy,129,7.414510649699272e-07,4.572583648315871e-06,
16,4,interface_face,Gamz,129,7.42236886175994e-07,3.964019251698588e-06,
16,4,interface_face,Khat,129,7.355699704981486e-07,4.429666936400984e-06,
16,4,interface_face,Theta,129,7.430338544513807e-07,4.161961439569264e-06,
16,4,interface_face,alpha,129,7.438419339367479e-07,4.380314902130422e-06,
16,4,interface_face,betax,129,7.44661088548592e-07,4.923544232930281e-06,
16,4,interface_face,betay,129,7.454912816896541e-07,5.2150597939344895e-06,
16,4,interface_face,betaz,129,7.463324765529012e-07,5.2020219840208815e-06,
16,4,interface_face,chi,129,7.310246264823492e-07,3.6563515333210006e-06,
16,4,interface_face,gxx,129,7.316391972478327e-07,3.989429607664796e-06,
16,4,interface_face,gxy,129,7.322654064756149e-07,4.532446300734708e-06,
16,4,interface_face,gxz,129,7.32903224379316e-07,4.866003134828054e-06,
16,4,interface_face,gyy,129,7.335526206761064e-07,4.936253718224037e-06,
16,4,interface_face,gyz,129,7.342135646331231e-07,4.738413581904422e-06,
16,4,interface_face,gzz,129,7.348860251047125e-07,4.630346676970376e-06,
16,4,interface_layer_0,Axx,27,1.6093382978503238e-06,3.976759216749924e-06,
16,4,interface_layer_0,Axy,27,1.610883271482914e-06,4.223469696726286e-06,
16,4,interface_layer_0,Axz,27,1.6124531364306714e-06,4.6510573482904706e-06,
16,4,interface_layer_0,Ayy,27,1.6140478200637818e-06,4.809614081372165e-06,
16,4,interface_layer_0,Ayz,27,1.6156672488931796e-06,4.878805885777615e-06,
16,4,interface_layer_0,Azz,27,1.617311348586115e-06,5.058994546409642e-06,
16,4,interface_layer_0,Bx,27,1.6332057722483868e-06,4.884172281385016e-06,
16,4,interface_layer_0,By,27,1.6350923178475185e-06,4.743759648670633e-06,
16,4,interface_layer_0,Bz,27,1.6370026654493292e-06,4.515898708314954e-06,
16,4,interface_layer_0,Gamx,27,1.6189800439816004e-06,4.959205003382208e-06,
16,4,interface_layer_0,Gamy,27,1.6206732591061822e-06,4.572583648315871e-06,
16,4,interface_layer_0,Gamz,27,1.6223909171894742e-06,3.964019251698588e-06,
16,4,interface_layer_0,Khat,27,1.607818287288082e-06,4.429666936400984e-06,
16,4,interface_layer_0,Theta,27,1.6241329406800297e-06,4.161961439569264e-06,
16,4,interface_layer_0,alpha,27,1.6258992511960446e-06,4.380314902130422e-06,
16,4,interface_layer_0,betax,27,1.6276897698657337e-06,4.923544232930281e-06,
16,4,interface_layer_0,betay,27,1.6295044166943376e-06,5.2150597939344895e-06,
16,4,interface_layer_0,betaz,27,1.6313431112285714e-06,5.2020219840208815e-06,
16,4,interface_layer_0,chi,27,1.5978830159696123e-06,3.6563515333210006e-06,
16,4,interface_layer_0,gxx,27,1.5992263526407764e-06,3.989429607664796e-06,
16,4,interface_layer_0,gxy,27,1.6005951288122867e-06,4.532446300734708e-06,
16,4,interface_layer_0,gxz,27,1.6019892793766934e-06,4.866003134828054e-06,
16,4,interface_layer_0,gyy,27,1.6034087381413977e-06,4.936253718224037e-06,
16,4,interface_layer_0,gyz,27,1.6048534379301127e-06,4.738413581904422e-06,
16,4,interface_layer_0,gzz,27,1.6063233106642697e-06,4.630346676970376e-06,
16,4,interface_layer_1,Axx,27,0.0,0.0,
16,4,interface_layer_1,Axy,27,0.0,0.0,
16,4,interface_layer_1,Axz,27,0.0,0.0,
16,4,interface_layer_1,Ayy,27,0.0,0.0,
16,4,interface_layer_1,Ayz,27,0.0,0.0,
16,4,interface_layer_1,Azz,27,0.0,0.0,
16,4,interface_layer_1,Bx,27,0.0,0.0,
16,4,interface_layer_1,By,27,0.0,0.0,
16,4,interface_layer_1,Bz,27,0.0,0.0,
16,4,interface_layer_1,Gamx,27,0.0,0.0,
16,4,interface_layer_1,Gamy,27,0.0,0.0,
16,4,interface_layer_1,Gamz,27,0.0,0.0,
16,4,interface_layer_1,Khat,27,0.0,0.0,
16,4,interface_layer_1,Theta,27,0.0,0.0,
16,4,interface_layer_1,alpha,27,0.0,0.0,
16,4,interface_layer_1,betax,27,0.0,0.0,
16,4,interface_layer_1,betay,27,0.0,0.0,
16,4,interface_layer_1,betaz,27,0.0,0.0,
16,4,interface_layer_1,chi,27,0.0,0.0,
16,4,interface_layer_1,gxx,27,0.0,0.0,
16,4,interface_layer_1,gxy,27,0.0,0.0,
16,4,interface_layer_1,gxz,27,0.0,0.0,
16,4,interface_layer_1,gyy,27,0.0,0.0,
16,4,interface_layer_1,gyz,27,0.0,0.0,
16,4,interface_layer_1,gzz,27,0.0,0.0,
16,4,interface_layer_2,Axx,27,0.0,0.0,
16,4,interface_layer_2,Axy,27,0.0,0.0,
16,4,interface_layer_2,Axz,27,0.0,0.0,
16,4,interface_layer_2,Ayy,27,0.0,0.0,
16,4,interface_layer_2,Ayz,27,0.0,0.0,
16,4,interface_layer_2,Azz,27,0.0,0.0,
16,4,interface_layer_2,Bx,27,0.0,0.0,
16,4,interface_layer_2,By,27,0.0,0.0,
16,4,interface_layer_2,Bz,27,0.0,0.0,
16,4,interface_layer_2,Gamx,27,0.0,0.0,
16,4,interface_layer_2,Gamy,27,0.0,0.0,
16,4,interface_layer_2,Gamz,27,0.0,0.0,
16,4,interface_layer_2,Khat,27,0.0,0.0,
16,4,interface_layer_2,Theta,27,0.0,0.0,
16,4,interface_layer_2,alpha,27,0.0,0.0,
16,4,interface_layer_2,betax,27,0.0,0.0,
16,4,interface_layer_2,betay,27,0.0,0.0,
16,4,interface_layer_2,betaz,27,0.0,0.0,
16,4,interface_layer_2,chi,27,0.0,0.0,
16,4,interface_layer_2,gxx,27,0.0,0.0,
16,4,interface_layer_2,gxy,27,0.0,0.0,
16,4,interface_layer_2,gxz,27,0.0,0.0,
16,4,interface_layer_2,gyy,27,0.0,0.0,
16,4,interface_layer_2,gyz,27,0.0,0.0,
16,4,interface_layer_2,gzz,27,0.0,0.0,
16,4,interface_layer_3,Axx,27,0.0,0.0,
16,4,interface_layer_3,Axy,27,0.0,0.0,
16,4,interface_layer_3,Axz,27,0.0,0.0,
16,4,interface_layer_3,Ayy,27,0.0,0.0,
16,4,interface_layer_3,Ayz,27,0.0,0.0,
16,4,interface_layer_3,Azz,27,0.0,0.0,
16,4,interface_layer_3,Bx,27,0.0,0.0,
16,4,interface_layer_3,By,27,0.0,0.0,
16,4,interface_layer_3,Bz,27,0.0,0.0,
16,4,interface_layer_3,Gamx,27,0.0,0.0,
16,4,interface_layer_3,Gamy,27,0.0,0.0,
16,4,interface_layer_3,Gamz,27,0.0,0.0,
16,4,interface_layer_3,Khat,27,0.0,0.0,
16,4,interface_layer_3,Theta,27,0.0,0.0,
16,4,interface_layer_3,alpha,27,0.0,0.0,
16,4,interface_layer_3,betax,27,0.0,0.0,
16,4,interface_layer_3,betay,27,0.0,0.0,
16,4,interface_layer_3,betaz,27,0.0,0.0,
16,4,interface_layer_3,chi,27,0.0,0.0,
16,4,interface_layer_3,gxx,27,0.0,0.0,
16,4,interface_layer_3,gxy,27,0.0,0.0,
16,4,interface_layer_3,gxz,27,0.0,0.0,
16,4,interface_layer_3,gyy,27,0.0,0.0,
16,4,interface_layer_3,gyz,27,0.0,0.0,
16,4,interface_layer_3,gzz,27,0.0,0.0,
16,4,interface_layer_4,Axx,27,0.0,0.0,
16,4,interface_layer_4,Axy,27,0.0,0.0,
16,4,interface_layer_4,Axz,27,0.0,0.0,
16,4,interface_layer_4,Ayy,27,0.0,0.0,
16,4,interface_layer_4,Ayz,27,0.0,0.0,
16,4,interface_layer_4,Azz,27,0.0,0.0,
16,4,interface_layer_4,Bx,27,0.0,0.0,
16,4,interface_layer_4,By,27,0.0,0.0,
16,4,interface_layer_4,Bz,27,0.0,0.0,
16,4,interface_layer_4,Gamx,27,0.0,0.0,
16,4,interface_layer_4,Gamy,27,0.0,0.0,
16,4,interface_layer_4,Gamz,27,0.0,0.0,
16,4,interface_layer_4,Khat,27,0.0,0.0,
16,4,interface_layer_4,Theta,27,0.0,0.0,
16,4,interface_layer_4,alpha,27,0.0,0.0,
16,4,interface_layer_4,betax,27,0.0,0.0,
16,4,interface_layer_4,betay,27,0.0,0.0,
16,4,interface_layer_4,betaz,27,0.0,0.0,
16,4,interface_layer_4,chi,27,0.0,0.0,
16,4,interface_layer_4,gxx,27,0.0,0.0,
16,4,interface_layer_4,gxy,27,0.0,0.0,
16,4,interface_layer_4,gxz,27,0.0,0.0,
16,4,interface_layer_4,gyy,27,0.0,0.0,
16,4,interface_layer_4,gyz,27,0.0,0.0,
16,4,interface_layer_4,gzz,27,0.0,0.0,
16,6,all,Axx,405,1.737233493711414e-07,1.4121706110250425e-06,
16,6,all,Axy,405,1.7373775637775886e-07,1.5125300012153414e-06,
16,6,all,Axz,405,1.7375240843260136e-07,1.688716865893159e-06,
16,6,all,Ayy,405,1.7376730547368612e-07,1.7916385032140973e-06,
16,6,all,Ayz,405,1.737824474380082e-07,1.8403640096070935e-06,
16,6,all,Azz,405,1.7379783426155667e-07,1.858060464014473e-06,
16,6,all,Bx,405,1.739473232758209e-07,1.8050105982208556e-06,
16,6,all,By,405,1.7396515494869102e-07,1.7072375884499065e-06,
16,6,all,Bz,405,1.739832307100862e-07,1.5582504424907484e-06,
16,6,all,Gamx,405,1.738134658792949e-07,1.7968556079239284e-06,
16,6,all,Gamy,405,1.7382934222519238e-07,1.6576690857735357e-06,
16,6,all,Gamz,405,1.7384546323219128e-07,1.4517726509684847e-06,
16,6,all,Khat,405,1.737091874737284e-07,1.6087451397956527e-06,
16,6,all,Theta,405,1.7386182883224464e-07,1.4656393943364952e-06,
16,6,all,alpha,405,1.7387843894355105e-07,1.6261752044943734e-06,
16,6,all,betax,405,1.738952935342223e-07,1.787462264577638e-06,
16,6,all,betay,405,1.7391239249501907e-07,1.8752623818260963e-06,
16,6,all,betaz,405,1.7392973576657185e-07,1.881213019998306e-06,
16,6,all,chi,405,1.7361692215098084e-07,1.3292580518520225e-06,
16,6,all,gxx,405,1.736293666678152e-07,1.5205485276448272e-06,
16,6,all,gxy,405,1.7364205668732875e-07,1.7005432986252867e-06,
16,6,all,gxz,405,1.7365499215983758e-07,1.813641159697767e-06,
16,6,all,gyy,405,1.7366817304597807e-07,1.8506312748911569e-06,
16,6,all,gyz,405,1.7368159924529006e-07,1.8099051536004648e-06,
16,6,all,gzz,405,1.7369527074957635e-07,1.736018113818183e-06,
16,6,coarse_all,Axx,81,0.0,0.0,
16,6,coarse_all,Axy,81,0.0,0.0,
16,6,coarse_all,Axz,81,0.0,0.0,
16,6,coarse_all,Ayy,81,0.0,0.0,
16,6,coarse_all,Ayz,81,0.0,0.0,
16,6,coarse_all,Azz,81,2.1295741898380194e-21,1.3552527156068805e-20,
16,6,coarse_all,Bx,81,0.0,0.0,
16,6,coarse_all,By,81,0.0,0.0,
16,6,coarse_all,Bz,81,0.0,0.0,
16,6,coarse_all,Gamx,81,0.0,0.0,
16,6,coarse_all,Gamy,81,0.0,0.0,
16,6,coarse_all,Gamz,81,0.0,0.0,
16,6,coarse_all,Khat,81,0.0,0.0,
16,6,coarse_all,Theta,81,0.0,0.0,
16,6,coarse_all,alpha,81,0.0,0.0,
16,6,coarse_all,betax,81,0.0,0.0,
16,6,coarse_all,betay,81,0.0,0.0,
16,6,coarse_all,betaz,81,0.0,0.0,
16,6,coarse_all,chi,81,0.0,0.0,
16,6,coarse_all,gxx,81,0.0,0.0,
16,6,coarse_all,gxy,81,0.0,0.0,
16,6,coarse_all,gxz,81,0.0,0.0,
16,6,coarse_all,gyy,81,0.0,0.0,
16,6,coarse_all,gyz,81,0.0,0.0,
16,6,coarse_all,gzz,81,0.0,0.0,
16,6,coarse_interior,Axx,36,0.0,0.0,
16,6,coarse_interior,Axy,36,0.0,0.0,
16,6,coarse_interior,Axz,36,0.0,0.0,
16,6,coarse_interior,Ayy,36,0.0,0.0,
16,6,coarse_interior,Ayz,36,0.0,0.0,
16,6,coarse_interior,Azz,36,0.0,0.0,
16,6,coarse_interior,Bx,36,0.0,0.0,
16,6,coarse_interior,By,36,0.0,0.0,
16,6,coarse_interior,Bz,36,0.0,0.0,
16,6,coarse_interior,Gamx,36,0.0,0.0,
16,6,coarse_interior,Gamy,36,0.0,0.0,
16,6,coarse_interior,Gamz,36,0.0,0.0,
16,6,coarse_interior,Khat,36,0.0,0.0,
16,6,coarse_interior,Theta,36,0.0,0.0,
16,6,coarse_interior,alpha,36,0.0,0.0,
16,6,coarse_interior,betax,36,0.0,0.0,
16,6,coarse_interior,betay,36,0.0,0.0,
16,6,coarse_interior,betaz,36,0.0,0.0,
16,6,coarse_interior,chi,36,0.0,0.0,
16,6,coarse_interior,gxx,36,0.0,0.0,
16,6,coarse_interior,gxy,36,0.0,0.0,
16,6,coarse_interior,gxz,36,0.0,0.0,
16,6,coarse_interior,gyy,36,0.0,0.0,
16,6,coarse_interior,gyz,36,0.0,0.0,
16,6,coarse_interior,gzz,36,0.0,0.0,
16,6,coincident_interface,Axx,19,0.0,0.0,
16,6,coincident_interface,Axy,19,0.0,0.0,
16,6,coincident_interface,Axz,19,0.0,0.0,
16,6,coincident_interface,Ayy,19,0.0,0.0,
16,6,coincident_interface,Ayz,19,0.0,0.0,
16,6,coincident_interface,Azz,19,6.218325926620485e-21,1.3552527156068805e-20,
16,6,coincident_interface,Bx,19,0.0,0.0,
16,6,coincident_interface,By,19,0.0,0.0,
16,6,coincident_interface,Bz,19,0.0,0.0,
16,6,coincident_interface,Gamx,19,0.0,0.0,
16,6,coincident_interface,Gamy,19,0.0,0.0,
16,6,coincident_interface,Gamz,19,0.0,0.0,
16,6,coincident_interface,Khat,19,0.0,0.0,
16,6,coincident_interface,Theta,19,0.0,0.0,
16,6,coincident_interface,alpha,19,0.0,0.0,
16,6,coincident_interface,betax,19,0.0,0.0,
16,6,coincident_interface,betay,19,0.0,0.0,
16,6,coincident_interface,betaz,19,0.0,0.0,
16,6,coincident_interface,chi,19,0.0,0.0,
16,6,coincident_interface,gxx,19,0.0,0.0,
16,6,coincident_interface,gxy,19,0.0,0.0,
16,6,coincident_interface,gxz,19,0.0,0.0,
16,6,coincident_interface,gyy,19,0.0,0.0,
16,6,coincident_interface,gyz,19,0.0,0.0,
16,6,coincident_interface,gzz,19,0.0,0.0,
16,6,fine_all,Axx,324,1.9422860923640877e-07,1.4121706110250425e-06,
16,6,fine_all,Axy,324,1.9424471675948323e-07,1.5125300012153414e-06,
16,6,fine_all,Axz,324,1.9426109825480218e-07,1.688716865893159e-06,
16,6,fine_all,Ayy,324,1.942777536530667e-07,1.7916385032140973e-06,
16,6,fine_all,Ayz,324,1.9429468288383525e-07,1.8403640096070935e-06,
16,6,fine_all,Azz,324,1.9431188587554136e-07,1.858060464014473e-06,
