kernel	calls	total_seconds	average_seconds	percent
Kokkos::View::initialization [bin_mirror] via memset	2	9.73e-07	4.865e-07	8.01362167173e-06
Kokkos::View::initialization [iin_mirror] via memset	2	9.16e-07	4.58e-07	7.54417004245e-06
Kokkos::View::initialization [_mirror] via memset	1	6.67e-07	6.67e-07	5.49340766191e-06
Kokkos::View::initialization [recv_agg_offset_mirror] via memset	1	6.03e-07	6.03e-07	4.96630407816e-06
Kokkos::View::initialization [mbbcs_mirror] via memset	1	6.01e-07	6.01e-07	4.94983209117e-06
Kokkos::View::initialization [mbsize_mirror] via memset	1	5.41e-07	5.41e-07	4.4556724814e-06
Kokkos::View::initialization [mb_gid_mirror] via memset	1	4.19e-07	4.19e-07	3.45088127488e-06
Kokkos::View::initialization [rank_sendhdr_vars] via memset	1	3.68e-07	3.68e-07	3.03084560657e-06
Kokkos::View::initialization [send_agg_offset_mirror] via memset	1	3.2e-07	3.2e-07	2.63551791876e-06
Kokkos::View::initialization [mb_lev_mirror] via memset	1	3.08e-07	3.08e-07	2.53668599681e-06
Kokkos::View::initialization [rank_recvhdr_vars] via memset	1	2.95e-07	2.95e-07	2.42961808136e-06
