diss,time,cycle,leaf_count,max_abs_kretschmann,signed_kretschmann,rho,z,logical_level,logical_lx1,logical_lx2,logical_lx3,source_file
0.50,2.752633427636801,493,44,5.005422115325928,5.005422115325928,5.1875,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00011.bin
0.50,3.0029304915441686,529,44,3.6950130462646484,3.6950130462646484,5.125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00012.bin
0.50,3.2513353019671487,565,44,2.658447265625,2.658447265625,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00013.bin
0.50,3.50496645796325,602,44,1.8262773752212524,1.8262773752212524,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00014.bin
0.50,3.7503350327867264,638,44,1.19950532913208,1.19950532913208,4.9375,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00015.bin
0.50,4.001284306503983,675,44,0.7138056755065918,0.7138056755065918,4.875,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00016.bin
0.50,4.251168533262594,712,44,0.4066762924194336,0.4066762924194336,4.5,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00017.bin
0.50,4.500082943707143,749,44,0.29886752367019653,0.29886752367019653,4.3125,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00018.bin
0.50,4.754832404152687,787,44,0.24487212300300598,0.24487212300300598,4.1875,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00019.bin
0.50,5.002068936425009,824,44,0.21029344201087952,0.21029344201087952,4.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00020.bin
0.50,5.25519869182288,862,44,0.1870660036802292,0.1870660036802292,4.0,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00021.bin
0.50,5.50095147621029,899,44,0.16712816059589386,0.16712816059589386,3.875,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00022.bin
0.50,5.752610182880717,937,44,0.15353386104106903,0.15353386104106903,3.8125,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00023.bin
0.50,6.003567892102165,975,44,0.14006872475147247,0.14006872475147247,3.75,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00024.bin
0.50,6.253806062009507,1013,44,0.1308969259262085,0.1308969259262085,3.625,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00025.bin
0.50,6.5,1051,44,0.1225089579820633,0.1225089579820633,3.5625,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t6p5_v1/bin/rank_00000000/n256_ko_record.curvature.00026.bin
0.50,6.755336637228014,1090,44,0.11531294882297516,0.11531294882297516,3.4375,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00027.bin
0.50,7.003348306752767,1128,44,0.11016541719436646,0.11016541719436646,3.375,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00028.bin
0.50,7.2505391283346246,1166,44,0.10466399788856506,0.10466399788856506,3.25,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00029.bin
0.50,7.503358083054075,1205,44,0.10206595808267593,0.10206595808267593,3.1875,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00030.bin
0.50,7.755214693101359,1244,44,0.09821609407663345,0.09821609407663345,3.125,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00031.bin
0.50,8.006061711719797,1283,44,0.0971871018409729,0.0971871018409729,3.0,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00032.bin
0.50,8.25579821867836,1322,44,0.09527070075273514,0.09527070075273514,2.9375,0.0,1,1,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00033.bin
0.50,8.504353531352134,1361,44,0.10738188773393631,0.10738188773393631,0.0,0.0,1,0,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00034.bin
0.50,8.751599868807089,1400,44,0.15266333520412445,0.15266333520412445,0.0,0.0,1,0,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00035.bin
0.50,9.003722761281129,1440,44,0.2046843022108078,0.2046843022108078,0.0,0.0,1,0,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00036.bin
0.50,9.254201428593452,1480,44,0.2543434202671051,0.2543434202671051,0.0,0.0,1,0,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00037.bin
0.50,9.5,1520,44,0.2906720042228699,0.2906720042228699,0.0,0.0,1,0,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t9p5_v1/bin/rank_00000000/n256_ko_record.curvature.00038.bin
0.50,9.752889587014325,1561,44,0.3041817545890808,0.3041817545890808,0.0,0.0,1,0,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00039.bin
0.50,10.003500774814485,1602,44,0.28652122616767883,0.28652122616767883,0.0,0.0,1,0,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00040.bin
0.50,10.251608359329174,1643,44,0.3248732388019562,0.3248732388019562,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00041.bin
0.50,10.502866815751153,1685,44,0.5568439364433289,0.5568439364433289,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00042.bin
0.50,10.750835863859189,1727,44,0.692852795124054,0.692852795124054,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00043.bin
0.50,11.000846614957467,1770,44,0.5895873308181763,0.5895873308181763,5.0625,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00044.bin
0.50,11.252005493762763,1814,44,0.37241318821907043,0.37241318821907043,5.0,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00045.bin
0.50,11.3,1823,44,0.4833953380584717,0.4833953380584717,5.0,0.0,1,2,7,0,/pscratch/sd/h/hzhu/z4c-vc-boundary-convergence-ko-scan-20260824/runs/ko_n256_diss0p50_t11p3_v1/bin/rank_00000000/n256_ko_record.curvature.00046.bin
