prescription,time,dt,C-norm2,H-norm2,M-norm2,Z-norm2,max_abs_K,maxAbsKret,cycle,axisLapse,axisTau,axisKret,muMin,muMax
max_domain_abs_K,9.8698242187498959e+00,1.4648437499999999e-04,9.5644691593010361e+02,5.4061078108073991e+02,4.1203480744718826e+02,6.4575770736282700e-01,1.9815509310355739e+02,4.6032526786357793e+05,1.4120000000000000e+03,6.2322062134267875e-01,6.0184825469440115e+00,1.6167056891836140e-01,1.9815729990138911e+02,1.9815729990138911e+02
max_domain_abs_K,9.8704101562498945e+00,1.4648437499999999e-04,1.0143155848590852e+03,5.7871734247350753e+02,4.3176307072133682e+02,6.4259919819381806e-01,2.0051451435445676e+02,5.4584719654995587e+05,1.4160000000000000e+03,6.2322066377498386e-01,6.0188477152893212e+00,1.6215238199583845e-01,2.0051659194361460e+02,2.0051659194361460e+02
max_domain_abs_K,9.8709960937498931e+00,1.4648437499999999e-04,1.0855966458402354e+03,6.2435105188483726e+02,4.5737495608584902e+02,6.3939289051029424e-01,2.0270215209778962e+02,6.7016217008444923e+05,1.4200000000000000e+03,6.2322070490130244e-01,6.0192128836591072e+00,1.6271468234591518e-01,2.0270419881856765e+02,2.0270419881856765e+02
max_domain_abs_K,9.8715820312498916e+00,1.4648437499999999e-04,1.1323609954047497e+03,6.5823114148567333e+02,4.7022230508477327e+02,6.3620749762685880e-01,2.0471676216430484e+02,7.8928976571700827e+05,1.4240000000000000e+03,6.2322074481737755e-01,6.0195780520526316e+00,1.6335886736583891e-01,2.0471894724220280e+02,2.0471894724220280e+02
max_domain_abs_K,9.8721679687498902e+00,1.4648437499999999e-04,1.1403798385449923e+03,6.7616280805574547e+02,4.6027151731182357e+02,6.3301599739786119e-01,2.0654463183692013e+02,9.1183399780479365e+05,1.4280000000000000e+03,6.2322078361493849e-01,6.0199432204692132e+00,1.6408626914466723e-01,2.0654705540397222e+02,2.0654705540397222e+02
max_domain_abs_K,9.8727539062498888e+00,1.4648437499999999e-04,1.1411369700428681e+03,6.9325385094432772e+02,4.4389857638339709e+02,6.2980137834134642e-01,2.0816714569913455e+02,9.1046965294886485e+05,1.4320000000000000e+03,6.2322082138178914e-01,6.0203083889082212e+00,1.6489815317826872e-01,2.0816972493249474e+02,2.0816972493249474e+02
max_domain_abs_K,9.8733398437498874e+00,1.4648437499999999e-04,1.1703318955635530e+03,7.1834350217210635e+02,4.4796346847018458e+02,6.2663449844017083e-01,2.0957514599361437e+02,9.7263729861313081e+05,1.4360000000000000e+03,6.2322085820201112e-01,6.0206735573690775e+00,1.6579571716352234e-01,2.0957765239180122e+02,2.0957765239180122e+02
max_domain_abs_K,9.8739257812498860e+00,1.4648437499999999e-04,1.2332884080497804e+03,7.5388754442590812e+02,4.7533494120890998e+02,6.2347061009976079e-01,2.1077653133839308e+02,1.0457871419038547e+06,1.4400000000000000e+03,6.2322089415599780e-01,6.0210387258512501e+00,1.6678008957274765e-01,2.1077882328265014e+02,2.1077882328265014e+02
max_domain_abs_K,9.8745117187498845e+00,1.4648437499999999e-04,1.3061554725503820e+03,8.0188375361594626e+02,5.0016539253676262e+02,6.2026249371611464e-01,2.1178651633214471e+02,1.1033908814946678e+06,1.4440000000000000e+03,6.2322092932023287e-01,6.0214038943542558e+00,1.6785232798231436e-01,2.1178867597142775e+02,2.1178867597142775e+02
max_domain_abs_K,9.8750976562498831e+00,1.4648437499999999e-04,1.3582245931704597e+03,8.5092228078705921e+02,5.0315664496748997e+02,6.1706517471401623e-01,2.1261223114744911e+02,1.2449029196539612e+06,1.4480000000000000e+03,6.2322096376704483e-01,6.0217690628776515e+00,1.6901341746408732e-01,2.1261441178627047e+02,2.1261441178627047e+02
max_domain_abs_K,9.8756835937498817e+00,1.4648437499999999e-04,1.3826363702552494e+03,8.8463274001727996e+02,4.9381928838006513e+02,6.1391947254571999e-01,2.1325163397535258e+02,1.2415592572027824e+06,1.4520000000000000e+03,6.2322099756460025e-01,6.0221342314210382e+00,1.7026426932791738e-01,2.1325380813257826e+02,2.1325380813257826e+02
max_domain_abs_K,9.8762695312498803e+00,1.4648437499999999e-04,1.3938170536847397e+03,8.9909516279268655e+02,4.9049888359155148e+02,6.1082203871813401e-01,2.1370905945304486e+02,1.3276100365822625e+06,1.4560000000000000e+03,6.2322103077709856e-01,6.0224993999840528e+00,1.7160572009131728e-01,2.1371098182364244e+02,2.1371098182364244e+02
max_domain_abs_K,9.8768554687498789e+00,1.4648437499999999e-04,1.4101315722188979e+03,9.0771426038216771e+02,4.9815586415609789e+02,6.0772435494466837e-01,2.1400803226382354e+02,1.3132744744681248e+06,1.4600000000000000e+03,6.2322106346487960e-01,6.0228645685663720e+00,1.7303853026187971e-01,2.1400951133501678e+02,2.1400951133501678e+02
max_domain_abs_K,9.8774414062498774e+00,1.4648437499999999e-04,1.4426597349087074e+03,9.2954920882721990e+02,5.0881213199858951e+02,6.0456666812106541e-01,2.1418190765736136e+02,1.2703060283975655e+06,1.4640000000000000e+03,6.2322109568425865e-01,6.0232297371677053e+00,1.7456338275955055e-01,2.1418306688607771e+02,2.1418306688607771e+02
max_domain_abs_K,9.8780273437498760e+00,1.4648437499999999e-04,1.4894268741208134e+03,9.6989687695874295e+02,5.1519717416569847e+02,6.0136422617770535e-01,2.1425019712129441e+02,1.4300363651406313e+06,1.4680000000000000e+03,6.2322112748729175e-01,6.0235949057877916e+00,1.7618088138556515e-01,2.1425136208147296e+02,2.1425136208147296e+02
max_domain_abs_K,9.8786132812498746e+00,1.4648437499999999e-04,1.5399872941151784e+03,1.0151689097082281e+03,5.2045346763241469e+02,5.9818349953783334e-01,2.1420887655238235e+02,1.4787937610843286e+06,1.4720000000000000e+03,6.2322115892184826e-01,6.0239600744264026e+00,1.7789154988599337e-01,2.1421021458430349e+02,2.1421021458430349e+02
max_domain_abs_K,9.8791992187498732e+00,1.4648437499999999e-04,1.5775194742212884e+03,1.0448891383601763e+03,5.2823478409213226e+02,5.9505591414158843e-01,2.1404640455936985e+02,1.5852271344170803e+06,1.4760000000000000e+03,6.2322119003207754e-01,6.0243252430833358e+00,1.7969583164347380e-01,2.1404776216011280e+02,2.1404776216011280e+02
max_domain_abs_K,9.8797851562498717e+00,1.4648437499999999e-04,1.5883601181799622e+03,1.0518787078766306e+03,5.3205631084228503e+02,5.9195922160879744e-01,2.1376591028008363e+02,1.5881870007568090e+06,1.4800000000000000e+03,6.2322122085895038e-01,6.0246904117584137e+00,1.8159408942259841e-01,2.1376702487497141e+02,2.1376702487497141e+02
max_domain_abs_K,9.8803710937498703e+00,1.4648437499999999e-04,1.5833576300746583e+03,1.0506649010549108e+03,5.2823972512632122e+02,5.8886046356379729e-01,2.1338832287792306e+02,1.4536059139047756e+06,1.4840000000000000e+03,6.2322125144052365e-01,6.0250555804514798e+00,1.8358660465598603e-01,2.1338912517973151e+02,2.1338912517973151e+02
max_domain_abs_K,9.8809570312498689e+00,1.4648437499999999e-04,1.5910004748406279e+03,1.0607637517142280e+03,5.2575816274564954e+02,5.8576882180213874e-01,2.1293592824409990e+02,1.5457142094063712e+06,1.4880000000000000e+03,6.2322128181192271e-01,6.0254207491624019e+00,1.8567357639399534e-01,2.1293657495173110e+02,2.1293657495173110e+02
max_domain_abs_K,9.8815429687498675e+00,1.4648437499999999e-04,1.6234346091967509e+03,1.0861757357404676e+03,5.3275717619815521e+02,5.8271746508809852e-01,2.1241829174020646e+02,1.5479627906073157e+06,1.4920000000000000e+03,6.2322131200532049e-01,6.0257859178910662e+00,1.8785512043607464e-01,2.1241893574722837e+02,2.1241893574722837e+02
max_domain_abs_K,9.8821289062498661e+00,1.4648437499999999e-04,1.6644174405460349e+03,1.1149374317832769e+03,5.4495724988532334e+02,5.7969951068639936e-01,2.1183821057209082e+02,1.5798163842091060e+06,1.4960000000000000e+03,6.2322134205012369e-01,6.0261510866373769e+00,1.9013126894810073e-01,2.1183873438883603e+02,2.1183873438883603e+02
max_domain_abs_K,9.8827148437498646e+00,1.4648437499999999e-04,1.6908155323813342e+03,1.1339457050041674e+03,5.5232792139715411e+02,5.7667200344109182e-01,2.1120936677216108e+02,1.6548936891292045e+06,1.5000000000000000e+03,6.2322137197321670e-01,6.0265162554012548e+00,1.9250197015588183e-01,2.1120975931996503e+02,2.1120975931996503e+02
max_domain_abs_K,9.8833007812498632e+00,1.4648437499999999e-04,1.6952983982306046e+03,1.1405759510805883e+03,5.5016351508266257e+02,5.7360770723998811e-01,2.1055887435120957e+02,1.6568452807146956e+06,1.5040000000000000e+03,6.2322140179906771e-01,6.0268814241826361e+00,1.9496708785250172e-01,2.1055907042593091e+02,2.1055907042593091e+02
max_domain_abs_K,9.8838867187498618e+00,1.4648437499999999e-04,1.6901078676470406e+03,1.1416448919817124e+03,5.4388940915752300e+02,5.7051613440718074e-01,2.0991219395612393e+02,1.6939860711647077e+06,1.5080000000000000e+03,6.2322143154958598e-01,6.0272465929814700e+00,1.9752640040574057e-01,2.0991252375850536e+02,2.0991252375850536e+02
max_domain_abs_K,9.8844726562498604e+00,1.4648437499999999e-04,1.6933908188657761e+03,1.1461603326796194e+03,5.4264464177374498e+02,5.6742372103655270e-01,2.0929414018026853e+02,1.7962318008242422e+06,1.5120000000000000e+03,6.2322146124395383e-01,6.0276117617977194e+00,2.0017959998624951e-01,2.0929424317839943e+02,2.0929424317839943e+02
max_domain_abs_K,9.8850585937498590e+00,1.4648437499999999e-04,1.7102778688831763e+03,1.1577339429694512e+03,5.4794779421623741e+02,5.6435109535160044e-01,2.0867083274105664e+02,1.9574381865937286e+06,1.5160000000000000e+03,6.2322149089879053e-01,6.0279769306313558e+00,2.0292629291114367e-01,2.0867126828134371e+02,2.0867126828134371e+02
max_domain_abs_K,9.8856445312498575e+00,1.4648437499999999e-04,1.7300256157392701e+03,1.1709643278748244e+03,5.5445648526327477e+02,5.6130265809907398e-01,2.0810507017762319e+02,1.8717405669561352e+06,1.5200000000000000e+03,6.2322152052861668e-01,6.0283420994823596e+00,2.0576599978844742e-01,2.0810524148702874e+02,2.0810524148702874e+02
max_domain_abs_K,9.8862304687498561e+00,1.4648437499999999e-04,1.7414347993503800e+03,1.1783433107500064e+03,5.5847958345606276e+02,5.5826486207691772e-01,2.0751785658022973e+02,2.0537040539530129e+06,1.5240000000000000e+03,6.2322155014563274e-01,6.0287072683507210e+00,2.0869815537392400e-01,2.0751779079950364e+02,2.0751779079950364e+02
max_domain_abs_K,9.8868164062498547e+00,1.4648437499999999e-04,1.7435575787190353e+03,1.1781980627912903e+03,5.6074224086631853e+02,5.5524598879577947e-01,2.0697823349239525e+02,1.9841068572997118e+06,1.5280000000000000e+03,6.2322157976077242e-01,6.0290724372364339e+00,2.1172211051929340e-01,2.0697839554440205e+02,2.0697839554440205e+02
max_domain_abs_K,9.8874023437498533e+00,1.4648437499999999e-04,1.7419628771042953e+03,1.1755355754516559e+03,5.6180650499000797e+02,5.5224678757450929e-01,2.0648407078421812e+02,1.9830520503124734e+06,1.5320000000000000e+03,6.2322160938298743e-01,6.0294376061395027e+00,2.1483712988521494e-01,2.0648408419451212e+02,2.0648408419451212e+02
max_domain_abs_K,9.8879882812498519e+00,1.4648437499999999e-04,1.7423952166453741e+03,1.1759232591497428e+03,5.6184919684440365e+02,5.4928275889787426e-01,2.0597667413523132e+02,1.9796678985053839e+06,1.5360000000000000e+03,6.2322163901951344e-01,6.0298027750599310e+00,2.1804239374155249e-01,2.0597673439644745e+02,2.0597673439644745e+02
max_domain_abs_K,9.8885742187498504e+00,1.4648437499999999e-04,1.7475642434307556e+03,1.1797404734281395e+03,5.6320013689553355e+02,5.4637374359552326e-01,2.0545170633491546e+02,1.9081089924330921e+06,1.5400000000000000e+03,6.2322166867695572e-01,6.0301679439977312e+00,2.2133700011314586e-01,2.0545183820067976e+02,2.0545183820067976e+02
max_domain_abs_K,9.8891601562498490e+00,1.4648437499999999e-04,1.7548316733530746e+03,1.1826795149444015e+03,5.6752873985779888e+02,5.4347642605815982e-01,2.0498040310915883e+02,1.9709344285198471e+06,1.5440000000000000e+03,6.2322169836138841e-01,6.0305331129529156e+00,2.2471996491749530e-01,2.0498059535998090e+02,2.0498059535998090e+02
max_domain_abs_K,9.8897460937498476e+00,1.4648437499999999e-04,1.7594493374416170e+03,1.1815353662712268e+03,5.7329213380434680e+02,5.4054538607665858e-01,2.0453351610729794e+02,1.8332321170525753e+06,1.5480000000000000e+03,6.2322172807745158e-01,6.0308982819255030e+00,2.2819021982017584e-01,2.0453359199470847e+02,2.0453359199470847e+02
max_domain_abs_K,9.8903320312498462e+00,1.4648437499999999e-04,1.7591777308821941e+03,1.1782074047309702e+03,5.7635149562955235e+02,5.3759680429874113e-01,2.0407115460027234e+02,1.9675108718343605e+06,1.5520000000000000e+03,6.2322175782883726e-01,6.0312634509155112e+00,2.3174661493731641e-01,2.0407115082116957e+02,2.0407115082116957e+02
max_domain_abs_K,9.8909179687498447e+00,1.4648437499999999e-04,1.7565210888834526e+03,1.1768216513966688e+03,5.7508482943864760e+02,5.3466033517228850e-01,2.0359983185265992e+02,1.8818989263352307e+06,1.5560000000000000e+03,6.2322178761907576e-01,6.0316286199229641e+00,2.3538792061311511e-01,2.0359974587918543e+02,2.0359974587918543e+02
max_domain_abs_K,9.8915039062498433e+00,1.4648437499999999e-04,1.7552330562829984e+03,1.1778345897746008e+03,5.7278894471336866e+02,5.3175152373376378e-01,2.0312626203926132e+02,1.9543645030799205e+06,1.5600000000000000e+03,6.2322181745146510e-01,6.0319937889478847e+00,2.3911282773987816e-01,2.0312609733773346e+02,2.0312609733773346e+02
max_domain_abs_K,9.8920898437498419e+00,1.4648437499999999e-04,1.7559426933434459e+03,1.1780170317645980e+03,5.7332179803554652e+02,5.2888287286684665e-01,2.0271508504978729e+02,1.9307018731505228e+06,1.5640000000000000e+03,6.2322184732894137e-01,6.0323589579902981e+00,2.4291994798758851e-01,2.0271518167108334e+02,2.0271518167108334e+02
max_domain_abs_K,9.8926757812498405e+00,1.4648437499999999e-04,1.7567431127108816e+03,1.1752824578407062e+03,5.7686302708555820e+02,5.2603386893403736e-01,2.0234598880301101e+02,1.8796727446751762e+06,1.5680000000000000e+03,6.2322187725318778e-01,6.0327241270502316e+00,2.4680781210393177e-01,2.0234595976052026e+02,2.0234595976052026e+02
max_domain_abs_K,9.8932617187498391e+00,1.4648437499999999e-04,1.7546422130897583e+03,1.1700202330386810e+03,5.8003121614275324e+02,5.2320173205323783e-01,2.0197062820818263e+02,1.9148239685599862e+06,1.5720000000000000e+03,6.2322190722501980e-01,6.0330892961277121e+00,2.5077487293384015e-01,2.0197052895586165e+02,2.0197052895586165e+02
max_domain_abs_K,9.8938476562498376e+00,1.4648437499999999e-04,1.7494525407926344e+03,1.1638011062484111e+03,5.8106807043849085e+02,5.2041493290304652e-01,2.0159238297931248e+02,1.7600668647528489e+06,1.5760000000000000e+03,6.2322193724525909e-01,6.0334544652227677e+00,2.5481950797296204e-01,2.0159234509123272e+02,2.0159234509123272e+02
max_domain_abs_K,9.8944335937498362e+00,1.4648437499999999e-04,1.7445327353847360e+03,1.1585615953398378e+03,5.8139561237358430e+02,5.1767164288746381e-01,2.0120475421707886e+02,1.8780204032662825e+06,1.5800000000000000e+03,6.2322196731471957e-01,6.0338196343354289e+00,2.5894002025225649e-01,2.0120485997932937e+02,2.0120485997932937e+02
max_domain_abs_K,9.8950195312498348e+00,1.4648437499999999e-04,1.7425032195407944e+03,1.1552310384009438e+03,5.8270477626339130e+02,5.1496371531545249e-01,2.0079746798903872e+02,1.7419952422869063e+06,1.5840000000000000e+03,6.2322199743430673e-01,6.0341848034657231e+00,2.6313463971586842e-01,2.0079763474898888e+02,2.0079763474898888e+02
max_domain_abs_K,9.8956054687498334e+00,1.4648437499999999e-04,1.7424121557395972e+03,1.1528966792707824e+03,5.8495642814086773e+02,5.1227168968052550e-01,2.0045600760715394e+02,1.8368498362519694e+06,1.5880000000000000e+03,6.2322202760506906e-01,6.0345499726136813e+00,2.6740152424230923e-01,2.0045627822170349e+02,2.0045627822170349e+02
max_domain_abs_K,9.8961914062498320e+00,1.4648437499999999e-04,1.7423220010266491e+03,1.1506699026345912e+03,5.8710179051805767e+02,5.0955488272724137e-01,2.0014139475043709e+02,1.7770834224866400e+06,1.5920000000000000e+03,6.2322205782701612e-01,6.0349151417793321e+00,2.7173875749849052e-01,2.0014166575136824e+02,2.0014166575136824e+02
max_domain_abs_K,9.8967773437498305e+00,1.4648437499999999e-04,1.7415371846301302e+03,1.1479162275929718e+03,5.8907976911072637e+02,5.0683188767646381e-01,1.9979817404578864e+02,1.7624415953833119e+06,1.5960000000000000e+03,6.2322208809968771e-01,6.0352803109627056e+00,2.7614435323983688e-01,1.9979828900367335e+02,1.9979828900367335e+02
max_domain_abs_K,9.8973632812498291e+00,1.4648437499999999e-04,1.7396312419603141e+03,1.1443348766071524e+03,5.9076455282045777e+02,5.0413877988510414e-01,1.9944153383344687e+02,1.7674751193114775e+06,1.6000000000000000e+03,6.2322211842312725e-01,6.0356454801638311e+00,2.8061625835479365e-01,1.9944134906265737e+02,1.9944134906265737e+02
max_domain_abs_K,9.8979492187498277e+00,1.4648437499999999e-04,1.7375485658190164e+03,1.1411127291525754e+03,5.9191355313668305e+02,5.0146734365216439e-01,1.9909575561859461e+02,1.6236619141456645e+06,1.6040000000000000e+03,6.2322214879760252e-01,6.0360106493827406e+00,2.8515235333415573e-01,1.9909527378219053e+02,1.9909527378219053e+02
max_domain_abs_K,9.8985351562498263e+00,1.4648437499999999e-04,1.7368863245755472e+03,1.1394753701349396e+03,5.9289817780766123e+02,4.9881890880207180e-01,1.9878177979096631e+02,1.7228161718038043e+06,1.6080000000000000e+03,6.2322217922318923e-01,6.0363758186194625e+00,2.8975045271075744e-01,1.9878117938698398e+02,1.9878117938698398e+02
max_domain_abs_K,9.8991210937498249e+00,1.4648437499999999e-04,1.7374643853641678e+03,1.1387302916724507e+03,5.9423079561716895e+02,4.9618511405485144e-01,1.9850471324409440e+02,1.5993247457178326e+06,1.6120000000000000e+03,6.2322220969945874e-01,6.0367409878740261e+00,2.9440830599886125e-01,1.9850425052553004e+02,1.9850425052553004e+02
max_domain_abs_K,9.8997070312498234e+00,1.4648437499999999e-04,1.7378092350163029e+03,1.1371081159995292e+03,5.9620738894576925e+02,4.9355113309260129e-01,1.9825032773490031e+02,1.6399942457522708e+06,1.6160000000000000e+03,6.2322224022545425e-01,6.0371061571464626e+00,2.9912359952685297e-01,1.9825017728828996e+02,1.9825017728828996e+02
max_domain_abs_K,9.9002929687498220e+00,1.4648437499999999e-04,1.7366356123104583e+03,1.1340614553530058e+03,5.9809003486032475e+02,4.9093435813363301e-01,1.9799394215882589e+02,1.7279462545988921e+06,1.6200000000000000e+03,6.2322227079997361e-01,6.0374713264367985e+00,3.0389395904765948e-01,1.9799407123854675e+02,1.9799407123854675e+02
max_domain_abs_K,9.9008789062498206e+00,1.4648437499999999e-04,1.7348076330694457e+03,1.1311481926893666e+03,5.9918484796225050e+02,4.8835253530750267e-01,1.9778639682758003e+02,1.8403472318579007e+06,1.6240000000000000e+03,6.2322230142191359e-01,6.0378364957450641e+00,3.0871695220633821e-01,1.9778627702287889e+02,1.9778627702287889e+02
max_domain_abs_K,9.9014648437498192e+00,1.4648437499999999e-04,1.7349231487340585e+03,1.1306681809753716e+03,5.9978977749639841e+02,4.8580290073173682e-01,1.9760800546332365e+02,1.9420734051718167e+06,1.6280000000000000e+03,6.2322233208954991e-01,6.0382016650712851e+00,3.1359008812722255e-01,1.9760820119953058e+02,1.9760820119953058e+02
max_domain_abs_K,9.9020507812498177e+00,1.4648437499999999e-04,1.7371782564672621e+03,1.1321271674876791e+03,6.0059511947189264e+02,4.8329501478774672e-01,1.9740268662530065e+02,2.0155945201436635e+06,1.6320000000000000e+03,6.2322236280088472e-01,6.0385668344154890e+00,3.1851082130485431e-01,1.9740301690323915e+02,1.9740301690323915e+02
max_domain_abs_K,9.9026367187498163e+00,1.4648437499999999e-04,1.7384671829385786e+03,1.1322258466361886e+03,6.0179442864913767e+02,4.8082690526742200e-01,1.9716414103480818e+02,2.0570664579239569e+06,1.6360000000000000e+03,6.2322239355457099e-01,6.0389320037776999e+00,3.2347655530362235e-01,1.9716435312800490e+02,1.9716435312800490e+02
max_domain_abs_K,9.9032226562498149e+00,1.4648437499999999e-04,1.7366693086855312e+03,1.1293248689769866e+03,6.0290654946320092e+02,4.7836763156260964e-01,1.9690448031197423e+02,2.0613140566287253e+06,1.6400000000000000e+03,6.2322242434995812e-01,6.0392971731579426e+00,3.2848464448376369e-01,1.9690443550749632e+02,1.9690443550749632e+02
max_domain_abs_K,9.9038085937498135e+00,1.4648437499999999e-04,1.7338359895220492e+03,1.1252009705439959e+03,6.0420612507372311e+02,4.7590590975020353e-01,1.9664366611406157e+02,2.0231803361639937e+06,1.6440000000000000e+03,6.2322245518682262e-01,6.0396623425562419e+00,3.3353239516274513e-01,1.9664341064581419e+02,1.9664341064581419e+02
max_domain_abs_K,9.9043945312498121e+00,1.4648437499999999e-04,1.7331664820969081e+03,1.1225154999890469e+03,6.0623106331798635e+02,4.7344030194530262e-01,1.9642351168641696e+02,1.9602490275841621e+06,1.6480000000000000e+03,6.2322248606498787e-01,6.0400275119726210e+00,3.3861706670470965e-01,1.9642367880097882e+02,1.9642367880097882e+02
max_domain_abs_K,9.9049804687498106e+00,1.4648437499999999e-04,1.7356280670441131e+03,1.1224780615777443e+03,6.0873905851242193e+02,4.7096483926617311e-01,1.9623842616059855e+02,1.9227697424679392e+06,1.6520000000000000e+03,6.2322251698365094e-01,6.0403926814071047e+00,3.4373587199258449e-01,1.9623832032991220e+02,1.9623832032991220e+02
max_domain_abs_K,9.9055664062498092e+00,1.4648437499999999e-04,1.7394931495876540e+03,1.1239796105900414e+03,6.1111149014942998e+02,4.6849434631298870e-01,1.9605574908355695e+02,1.9548931761210647e+06,1.6560000000000000e+03,6.2322254794152121e-01,6.0407578508597162e+00,3.4888598082109101e-01,1.9605553567183571e+02,1.9605553567183571e+02
max_domain_abs_K,9.9061523437498078e+00,1.4648437499999999e-04,1.7420598731812470e+03,1.1247648166986901e+03,6.1290178746373692e+02,4.6604315371628302e-01,1.9588126665677422e+02,2.0387742922198593e+06,1.6600000000000000e+03,6.2322257893738942e-01,6.0411230203304793e+00,3.5406452305781411e-01,1.9588110311538227e+02,1.9588110311538227e+02
max_domain_abs_K,9.9067382812498064e+00,1.4648437499999999e-04,1.7430019618869701e+03,1.1241156034304445e+03,6.1450175691737616e+02,4.6361092466758513e-01,1.9571007296052477e+02,2.1020057078403956e+06,1.6640000000000000e+03,6.2322260997006018e-01,6.0414881898194146e+00,3.5926859071100115e-01,1.9571000418758553e+02,1.9571000418758553e+02
max_domain_abs_K,9.9073242187498050e+00,1.4648437499999999e-04,1.7438180107664025e+03,1.1231537519176838e+03,6.1628813569273871e+02,4.6121249856531632e-01,1.9553577056812941e+02,2.0987454775152439e+06,1.6680000000000000e+03,6.2322264103842129e-01,6.0418533593265433e+00,3.6449524039467590e-01,1.9553572503903163e+02,1.9553572503903163e+02
max_domain_abs_K,9.9079101562498035e+00,1.4648437499999999e-04,1.7456261933407286e+03,1.1231007711603243e+03,6.1815754569316755e+02,4.5885735766923647e-01,1.9535830154177427e+02,2.2073152050997047e+06,1.6720000000000000e+03,6.2322267214153304e-01,6.0422185288518859e+00,3.6974149578003102e-01,1.9535818131795796e+02,1.9535818131795796e+02
max_domain_abs_K,9.9084960937498021e+00,1.4648437499999999e-04,1.7486118928624319e+03,1.1241849606888086e+03,6.2006710850279649e+02,4.5654372729446735e-01,1.9518414735700432e+02,2.4357548864309499e+06,1.6760000000000000e+03,6.2322270327860740e-01,6.0425836983954637e+00,3.7500434980733088e-01,1.9518393285543712e+02,1.9518393285543712e+02
max_domain_abs_K,9.9090820312498007e+00,1.4648437499999999e-04,1.7521858747617480e+03,1.1257632627755142e+03,6.2207068449031090e+02,4.5427200303474191e-01,1.9501960365931748e+02,2.5725684599998482e+06,1.6800000000000000e+03,6.2322273444888998e-01,6.0429488679572945e+00,3.8028076675641581e-01,1.9501937110990508e+02,1.9501937110990508e+02
max_domain_abs_K,9.9096679687497993e+00,1.4648437499999999e-04,1.7557857156279288e+03,1.1271229197559144e+03,6.2431865648645180e+02,4.5203024574058298e-01,1.9486444538954331e+02,2.6195797676571864e+06,1.6840000000000000e+03,6.2322276565155876e-01,6.0433140375374004e+00,3.8556768449233070e-01,1.9486428703089038e+02,1.9486428703089038e+02
max_domain_abs_K,9.9102539062497979e+00,1.4648437499999999e-04,1.7591521645601470e+03,1.1281706680097427e+03,6.2664509207049946e+02,4.4979644302318772e-01,1.9472688436250212e+02,2.5775574494225942e+06,1.6880000000000000e+03,6.2322279688573090e-01,6.0436792071357974e+00,3.9086201696798151e-01,1.9472683149881576e+02,1.9472683149881576e+02
max_domain_abs_K,9.9108398437497964e+00,1.4648437499999999e-04,1.7625233786445588e+03,1.1293106930908662e+03,6.2888403391041948e+02,4.4754674101669789e-01,1.9462874846715408e+02,2.4570654255190678e+06,1.6920000000000000e+03,6.2322282815025087e-01,6.0440443767525052e+00,3.9616065603552753e-01,1.9462872409021708e+02,1.9462872409021708e+02
max_domain_abs_K,9.9114257812497950e+00,1.4648437499999999e-04,1.7683517527309386e+03,1.1327418563279625e+03,6.3128908515471187e+02,4.4526678892840899e-01,1.9452390653386576e+02,2.3246521132374150e+06,1.6960000000000000e+03,6.2322285944354383e-01,6.0444095463875405e+00,4.0146047422078568e-01,1.9452393831282674e+02,1.9452393831282674e+02
max_domain_abs_K,9.9120117187497936e+00,1.4648437499999999e-04,1.7696586581869713e+03,1.1317519090820583e+03,6.3359387869096179e+02,4.4296562114569910e-01,1.9440879044426509e+02,2.2630416965005351e+06,1.7000000000000000e+03,6.2322289076425941e-01,6.0447747160409193e+00,4.0675832832801750e-01,1.9440882119436674e+02,1.9440882119436674e+02
max_domain_abs_K,9.9125976562497922e+00,1.4648437499999999e-04,1.7710883357725711e+03,1.1314478028770814e+03,6.3533567542359071e+02,4.4065594098208727e-01,1.9428491347413024e+02,2.2892704850705671e+06,1.7040000000000000e+03,6.2322292211136765e-01,6.0451398857126586e+00,4.1205106186803803e-01,1.9428486453534933e+02,1.9428486453534933e+02
max_domain_abs_K,9.9131835937497907e+00,1.4648437499999999e-04,1.7727244427781543e+03,1.1312153380645445e+03,6.3721225568451678e+02,4.3835411493835119e-01,1.9415908289873443e+02,2.3567664254408698e+06,1.7080000000000000e+03,6.2322295348409573e-01,6.0455050554027725e+00,4.1733550735427960e-01,1.9415893636260512e+02,1.9415893636260512e+02
max_domain_abs_K,9.9137695312497893e+00,1.4648437499999999e-04,1.7750233992282040e+03,1.1305153543238816e+03,6.4021912654601965e+02,4.3607768453209222e-01,1.9403810985300674e+02,2.4181070505951480e+06,1.7120000000000000e+03,6.2322298488179062e-01,6.0458702251112761e+00,4.2260848853487082e-01,1.9403792673186979e+02,1.9403792673186979e+02
max_domain_abs_K,9.9143554687497879e+00,1.4648437499999999e-04,1.7788256958061420e+03,1.1305774579425604e+03,6.4396716034676729e+02,4.3383298972461359e-01,1.9392345430275333e+02,2.4550068178476822e+06,1.7160000000000000e+03,6.2322301630379517e-01,6.0462353948381837e+00,4.2786682275312626e-01,1.9392331577929821e+02,1.9392331577929821e+02
max_domain_abs_K,9.9149414062497865e+00,1.4648437499999999e-04,1.7819205158490008e+03,1.1307673840860616e+03,6.4687978068644372e+02,4.3162905823545483e-01,1.9381106194092126e+02,2.4653160719098528e+06,1.7200000000000000e+03,6.2322304774942572e-01,6.0466005645835095e+00,4.3310732352259818e-01,1.9381098932640452e+02,1.9381098932640452e+02
