case	requested_time	actual_time	time_offset	regular_error_L1	regular_error_Linf	lapse_min	dt	GH-L2sq	Reduction-L2sq	Curl-L2sq	PsiError-L2sq	Pi-L2sq	Phi-L2sq	GHnear-L2sq	ReductionNear-L2sq	CurlNear-L2sq	Volume	alpha-max	minus-alpha-min	regular-max	G-condition-max	coordinate-g-max	char-speed-max	effective-CFL	minus-detg-margin	NearVolume	bad-state	Q-Linf	Delta-Linf	frame-Ricci-Linf	coordinate-Ricci-Linf	source-curvature-Linf	source-QQ-Linf	source-DeltaDelta-Linf	source-damping-Linf	source-frame-correction-Linf	GH-sqrt_integrated_L2	GH-RMS_L2	Reduction-sqrt_integrated_L2	Reduction-RMS_L2	Curl-sqrt_integrated_L2	Curl-RMS_L2	PsiError-sqrt_integrated_L2	PsiError-RMS_L2	Pi-sqrt_integrated_L2	Pi-RMS_L2	Phi-sqrt_integrated_L2	Phi-RMS_L2	GHnear-sqrt_integrated_L2	GHnear-RMS_L2	ReductionNear-sqrt_integrated_L2	ReductionNear-RMS_L2	CurlNear-sqrt_integrated_L2	CurlNear-RMS_L2
n128	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	not-recorded	not-recorded	1.3345189133027541e-02	2.5505721935848470e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	4.3528923096669212e+02	7.5089789932419782e-01	-1.3345189133027541e-02	1.0000000000000000e+00	1.0000000000000000e+00	2.4102317895522010e+03	6.1260763523180073e-01	5.0000000000000003e-02	-5.0561038102562383e+00	3.3957976805758210e+02	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	6.7621842468235368e-16	9.3926943130200104e-08	1.1102230246251569e-15	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00
n128	1.0000000000000001e-01	1.0202288774339389e-01	2.0228877433938891e-03	not-recorded	not-recorded	1.3345189133029759e-02	2.5505721935848479e-03	4.0295850728012873e-33	1.8822350226102080e-23	7.1067166942865639e-35	5.3653540120830339e-24	4.0765326997177633e-33	1.0522962829018229e-33	3.9787380310335738e-33	2.6992662604993962e-25	6.8138132568222388e-35	4.3528923096665579e+02	7.5089789932417694e-01	-1.3345189133029759e-02	9.9999999999994449e-01	1.0000000000000000e+00	2.4102317895520682e+03	6.1260763523180062e-01	5.0000000000000003e-02	-5.0561038102553963e+00	3.3957976805755379e+02	0.0000000000000000e+00	2.0604068534552851e-17	1.6314504044300310e-17	6.7621842468235368e-16	9.3926943130200104e-08	1.1282955788701780e-15	4.2368716460426632e-34	2.8090836056922779e-34	0.0000000000000000e+00	3.4697712033162027e-18	6.3479012853078355e-17	3.0425743738523725e-18	4.3384732598118060e-12	2.0794475163781694e-13	8.4301344557999575e-18	4.0405970273532735e-19	2.3163233824496600e-12	1.1102230246251565e-13	6.3847730576096152e-17	3.0602471612007780e-18	3.2439116555507841e-17	1.5548197791077042e-18	6.3077238612938448e-17	3.4229595650460994e-18	5.1954463335688453e-13	2.8193692547798596e-14	8.2545825193175203e-18	4.4794450123827279e-19
n128	5.0000000000000000e-01	5.0246272213621435e-01	2.4627221362143459e-03	not-recorded	not-recorded	1.3345189133029759e-02	2.5505721935848479e-03	2.5106910782109381e-32	4.7946857121665714e-22	3.1445277805340389e-33	1.3676666609327741e-22	2.5371955424342468e-32	1.6356935721588969e-32	2.5083970148478952e-32	6.7968023084710532e-24	3.1041645284022428e-33	4.3528923096650908e+02	7.5089789932410067e-01	-1.3345189133029759e-02	9.9999999999974121e-01	1.0000000000000000e+00	2.4102317895515262e+03	6.1260763523180073e-01	5.0000000000000010e-02	-5.0561038102523126e+00	3.3957976805743931e+02	0.0000000000000000e+00	5.1367015798333669e-17	4.0998053845431751e-17	6.7621842468235368e-16	9.3926943130200104e-08	1.1476409644319780e-15	2.6062923838559749e-33	1.7526672241338651e-33	0.0000000000000000e+00	4.0491355507842922e-17	1.5845160391144477e-16	7.5946484970184985e-18	2.1896770794266837e-11	1.0495209470721279e-12	5.6076089205061715e-17	2.6877492943391815e-18	1.1694728132508143e-11	5.6053297815925574e-13	1.5928576654661416e-16	7.6346302444232068e-18	1.2789423646743809e-16	6.1300217024474079e-18	1.5837919733500024e-16	8.5946309690077805e-18	2.6070677606213178e-12	1.4147555796954441e-13	5.5715029645529608e-17	3.0234407503518398e-18
n128	1.0000000000000000e+00	1.0023748720788550e+00	2.3748720788550060e-03	not-recorded	not-recorded	1.3345189133027541e-02	2.5505721935848479e-03	4.6290935668701269e-32	1.9761985414403719e-21	7.0047007878430588e-33	5.4340503146737555e-22	4.6782538811220652e-32	3.1098699667920822e-32	4.6276808946789927e-32	2.7911775358895261e-23	6.8866684234732809e-33	4.3528923096632741e+02	7.5089789932402162e-01	-1.3345189133027541e-02	9.9999999999953104e-01	1.0000000000000000e+00	2.4102317895508550e+03	6.1260763523180062e-01	5.0000000000000003e-02	-5.0561038102491249e+00	3.3957976805729749e+02	0.0000000000000000e+00	7.4223872767667451e-17	5.8396724824128276e-17	6.7621842468235368e-16	9.3926943130200104e-08	1.1240349283822281e-15	5.2613016621437338e-33	3.4871552898281380e-33	0.0000000000000000e+00	6.7965851450625995e-17	2.1515328412250944e-16	1.0312382617490995e-17	4.4454454686120848e-11	2.1307197221965733e-12	8.3694090519241906e-17	4.0114910993684983e-18	2.3311049557396072e-11	1.1173078915880346e-12	2.1629271557595426e-16	1.0366996020964010e-17	1.7634823409357073e-16	8.4524411110372259e-18	2.1512045218153927e-16	1.1673761021001312e-17	5.2831595999832585e-12	2.8669678768602960e-13	8.2985953169637578e-17	4.5033290678694941e-18
n128	2.0000000000000000e+00	2.0021991719640910e+00	2.1991719640910290e-03	not-recorded	not-recorded	1.3345189133025310e-02	2.5505721935848470e-03	6.7513061846950470e-32	8.0891664944626665e-21	1.0208094406059030e-32	2.1626874580702788e-21	6.8277731069517418e-32	4.6712837905972082e-32	6.7504878874177955e-32	1.1291369310463169e-22	9.9017961235569309e-33	4.3528923096596452e+02	7.5089789932388540e-01	-1.3345189133025310e-02	9.9999999999916811e-01	1.0000000000000000e+00	2.4102317895495121e+03	6.1260763523180062e-01	4.9999999999999989e-02	-5.0561038102436209e+00	3.3957976805701378e+02	0.0000000000000000e+00	1.0050544067592020e-16	7.8458610852582058e-17	6.7621842468235368e-16	9.3926943130200104e-08	1.1266476744370439e-15	5.8646811730073470e-33	3.9672214821244937e-33	0.0000000000000000e+00	8.1100704133892107e-17	2.5983275745554189e-16	1.2453887573078747e-17	8.9939793720369771e-11	4.3108501418687795e-12	1.0103511471789909e-16	4.8426532972661239e-18	4.6504703612325911e-11	2.2289889699775540e-12	2.6130007858689483e-16	1.2524216859433639e-17	2.1613152918066369e-16	1.0359270292831062e-17	2.5981701036340549e-16	1.4099271628599554e-17	1.0626085502414880e-11	5.7663686314347994e-13	9.9507769161794251e-17	5.3999045890250387e-18
n128	4.0000000000000000e+00	4.0018477717345657e+00	1.8477717345657396e-03	not-recorded	not-recorded	1.3345189133014180e-02	2.5505721935848470e-03	9.2655616314344988e-32	3.2847070862882882e-20	1.1868130073373090e-32	8.6384524557172568e-21	9.3580568368986029e-32	5.6478720352685806e-32	9.2648072427714090e-32	4.6575379976715588e-22	1.1181812901625880e-32	4.3528923096523829e+02	7.5089789932367956e-01	-1.3345189133014180e-02	9.9999999999861966e-01	1.0000000000000000e+00	2.4102317895468200e+03	6.1260763523180073e-01	5.0000000000000003e-02	-5.0561038102352924e+00	3.3957976805644489e+02	0.0000000000000000e+00	1.1900938389818641e-16	9.3937035771350740e-17	6.7621842468235368e-16	9.3926943130200104e-08	1.1272135595292829e-15	5.3761813092090248e-33	4.1489845503632843e-33	0.0000000000000000e+00	8.0815550803475071e-17	3.0439385065133129e-16	1.4589718521537825e-17	1.8123760885335824e-10	8.6867907910396016e-12	1.0894094764308363e-16	5.2215830187804361e-18	9.2943275473362017e-11	4.4548082187749391e-12	3.0590941203072852e-16	1.4662359982198760e-17	2.3765252019005776e-16	1.1390779965126943e-17	3.0438145874496708e-16	1.6517613144557640e-17	2.1581329888752357e-11	1.1711359151681077e-12	1.0574409156839865e-16	5.7383258627226380e-18
n128	8.0000000000000000e+00	8.0011449712762097e+00	1.1449712762097164e-03	not-recorded	not-recorded	1.3345189132998600e-02	2.5505721935848470e-03	1.1229821270761829e-31	1.3481804157847649e-19	1.3381044412478291e-32	3.4527313195605420e-20	1.1210741031844950e-31	6.0939310287912703e-32	1.1228946427878640e-31	2.0203351193682491e-21	1.2036118168633030e-32	4.3528923096378651e+02	7.5089789932347040e-01	-1.3345189132998600e-02	9.9999999999806299e-01	1.0000000000000000e+00	2.4102317895414340e+03	6.1260763523180084e-01	5.0000000000000003e-02	-5.0561038102268334e+00	3.3957976805530677e+02	0.0000000000000000e+00	1.1551218908712861e-16	9.1307904129429431e-17	6.7621842468235368e-16	9.3926943130200104e-08	1.1344184844549019e-15	6.4443134790000115e-33	4.3442245335543852e-33	0.0000000000000000e+00	7.9030069975075322e-17	3.3510925488207321e-16	1.6061920082282360e-17	3.6717576387675219e-10	1.7598880632570869e-11	1.1567646438441267e-16	5.5444190193948945e-18	1.8581526631470681e-10	8.9061997367548512e-12	3.3482444701432647e-16	1.6048269127723787e-17	2.4685888739908209e-16	1.1832044812968572e-17	3.3509620152843630e-16	1.8184384311346400e-17	4.4948138107915542e-11	2.4391628842872749e-12	1.0970924377021761e-16	5.9534994491888538e-18
n128	1.2000000000000000e+01	1.2000442170816459e+01	4.4217081645925305e-04	not-recorded	not-recorded	1.3345189132987470e-02	2.5505721935848470e-03	3.1421640811581420e-31	3.0772175308474310e-19	1.5190330925330911e-32	7.8556562379693638e-20	1.1045525933767589e-31	6.1363012432350385e-32	1.1235485707474651e-31	4.8867921347763837e-21	1.2107269865419911e-32	4.3528923096231108e+02	7.5089789932335571e-01	-1.3345189132987470e-02	9.9999999999775713e-01	1.0000000000000260e+00	2.4102317895359429e+03	6.1260763523180084e-01	5.0000000000000010e-02	-5.0561038102221998e+00	3.3957976805414609e+02	0.0000000000000000e+00	3.7971631707912407e-15	2.7494216290003019e-15	6.7621842468235368e-16	9.3926943130200104e-08	1.7404923128642510e-15	1.1157642907367430e-29	7.8097622487159581e-30	0.0000000000000000e+00	4.7655254942174154e-16	5.6055009420730118e-16	2.6867389318916795e-17	5.5472673730832829e-10	2.6588273502927222e-11	1.2324906054542935e-16	5.9073765700593962e-18	2.8027943624121558e-10	1.3433905032570367e-11	3.3234809964504973e-16	1.5929576811851330e-17	2.4771558778637728e-16	1.1873106803831165e-17	3.3519376049495090e-16	1.8189678461928963e-17	6.9905594445483286e-11	3.7935082197704033e-12	1.1003303988084629e-16	5.9710706209620772e-18
n128	1.6000000000000000e+01	1.6002289942550298e+01	2.2899425502984627e-03	not-recorded	not-recorded	1.3345189132967439e-02	2.5505721935848470e-03	6.4748093447936713e-29	5.4777505170869263e-19	2.5571576619567399e-30	1.3929007260968231e-19	1.2494265595576770e-31	2.8689606207501561e-31	1.4086404527869510e-31	9.1555668893837782e-21	1.2125008504840950e-32	4.3528923096085998e+02	7.5089789932325068e-01	-1.3345189132967439e-02	9.9999999999747724e-01	1.0000000000001110e+00	2.4102317895305432e+03	6.1260763523180073e-01	5.0000000000000003e-02	-5.0561038102179729e+00	3.3957976805300501e+02	0.0000000000000000e+00	2.5006495465331550e-14	1.8140392512354579e-14	6.7621842468235368e-16	9.3926943130200104e-08	1.3880388492547910e-14	4.4832670148027506e-28	3.9384699834956532e-28	0.0000000000000000e+00	5.2705562112935419e-15	8.0466200014625219e-15	3.8567770216284238e-16	7.4011826873054057e-10	3.5474163457557864e-11	1.5991115226764956e-15	7.6646052312138304e-17	3.7321585257017460e-10	1.7888384489866424e-11	3.5347228456523675e-16	1.6942067410240912e-17	5.3562679364928679e-16	2.5672805594642324e-17	3.7531859170402831e-16	2.0367098999131217e-17	9.5684726520922756e-11	5.1924427428664291e-12	1.1011361634621283e-16	5.9754431963877571e-18
n128	2.0000000000000000e+01	2.0000000000000000e+01	0.0000000000000000e+00	not-recorded	not-recorded	1.3345189132956310e-02	1.9268602060691360e-03	4.8082823616768938e-29	8.3880567282229071e-19	1.0523024398995430e-29	2.1754610644167999e-19	1.3099372009471889e-31	3.6820117748547000e-31	3.0417833260907240e-31	1.4566128313165311e-20	1.3204008126384630e-32	4.3528923095940502e+02	7.5089789932321405e-01	-1.3345189132956310e-02	9.9999999999737965e-01	1.0000000000000999e+00	2.4102317895251158e+03	6.1260763523180073e-01	3.7773096776392769e-02	-5.0561038102164906e+00	3.3957976805185848e+02	0.0000000000000000e+00	1.8755964741156159e-14	1.3616852782018409e-14	6.7621842468235368e-16	9.3926943130200104e-08	1.0707654435113061e-14	2.6499455234752451e-28	2.5194070124764301e-28	0.0000000000000000e+00	3.8605626891659209e-15	6.9341779337401589e-15	3.3235791069934701e-16	9.1586334833439575e-10	4.3897695133753760e-11	3.2439211456192072e-15	1.5548243277482540e-16	4.6641838132912389e-10	2.2355618821956791e-11	3.6193054595421882e-16	1.7347475248120127e-17	6.0679582850038615e-16	2.9083965786365242e-17	5.5152364646411349e-16	2.9929070811321718e-17	1.2069021631087298e-10	6.5493946694031519e-12	1.1490869473797284e-16	6.2356536908216083e-18
