resolution,cycle,time,branch,accepted,center_z,axis_extremum_z,center_lapse,area,irreducible_mass,horizon_mass,spin_z,mean_radius,minimum_radius,direct_residual,flow_residual,failure
h32,128,0.43437499999999896,plus,1,0.00975440335703243,0.015384615384615385,0.03463574393566869,47.06853297131949,0.9676769661455569,1.0031951275408997,0.5120529323008876,0.4781507486035625,0.4651594469217812,0.014017479575248246,0.0034354954175040554,none
h32,128,0.43437499999999896,minus,1,-0.010569898242253661,-0.015384615384615385,0.03463574393566869,47.07337544294795,0.9677267427950544,1.003298652869052,0.5124865138021306,0.47422816538738577,0.4645347010907841,0.018316602304564264,0.004448410419254061,none
h32,160,0.5343749999999992,origin,1,0.0,0.0,0.034804435691453264,47.01664676947821,0.967143457621984,1.002657397574159,0.5116011155987521,0.47034784537720364,0.46633205087966567,0.02945032013041506,0.007026273015296831,none
h32,160,0.5343749999999992,plus,1,0.0012721967850665608,0.015384615384615385,0.034804435691453264,47.17540086306056,0.9687748861124648,1.0039549736840276,0.5104287578297816,0.5016702376470351,0.4845734978720038,0.006366016899217274,0.0016544732529799944,none
h32,160,0.5343749999999992,minus,1,-0.008143770344989929,-0.015384615384615385,0.034804435691453264,47.03272704051263,0.9673088309576624,1.002752809778502,0.5112181801056712,0.48076773218305113,0.467726267864345,0.018506019614655537,0.004537718471907785,none
h32,192,0.6343750000000006,origin,1,0.0,0.0,0.03500651515677261,46.96527580045364,0.9666149567767643,1.0020243383169107,0.5104177303493399,0.4760414082693153,0.4679824239368304,0.027533129979535442,0.006651205373293245,none
h32,192,0.6343750000000006,plus,1,0.009177089941378874,0.015384615384615385,0.03500651515677271,47.14707640187872,0.9684840126255473,1.0035640684677933,0.5094614640632069,0.5045468257944484,0.4844938540133579,0.009191412819403846,0.0023986194213448607,none
h32,192,0.6343750000000006,minus,1,-0.007645087217852036,-0.015384615384615385,0.035006515156772514,47.132450160572795,0.9683337765904608,1.0034521784959802,0.5096268878446101,0.5028787049434432,0.47772569129596804,0.006679511295036945,0.0017327178045553136,none
h32,224,0.734375000000002,origin,1,0.0,0.0,0.03524578082159192,46.894031407944425,0.9658815209486713,1.0011872715176107,0.5090803704635637,0.4776326067852048,0.468870348532284,0.02947720276412961,0.007152406869704669,none
h32,224,0.734375000000002,plus,1,0.00024351055500325565,0.015384615384615385,0.035245780821592014,47.09736097447133,0.9679732567115709,1.003013474494141,0.5087666122629831,0.5060904587987476,0.4861313456737807,0.005641888764015374,0.0014773322621405177,none
h32,224,0.734375000000002,minus,1,-0.004956443392095833,-0.015384615384615385,0.03524578082159181,47.09881278790755,0.9679881758675606,1.0030242755864647,0.5087478757091751,0.5062505960742056,0.4858365494348699,0.006727691567603028,0.001763497210912475,none
h32,256,0.8343750000000034,origin,1,0.0,0.0,0.03552329964476235,47.055929938187624,0.9675474052629454,1.002551405714655,0.5081654019244706,0.5082378080097808,0.4876639416950228,0.004811835259279334,0.001266283550973683,none
h32,256,0.8343750000000034,plus,1,0.009146217201465114,0.015384615384615385,0.035523299644762404,47.06213741102032,0.9676112210899774,1.0025999312069573,0.5081023977829169,0.5086577033282166,0.486414984652839,0.008466547565029259,0.0022326776540220585,none
h32,256,0.8343750000000034,minus,1,0.000234710382628304,-0.015384615384615385,0.03552329964476229,47.0752939997613,0.9677464632824971,1.002733583678831,0.5081965460118778,0.5099585875182671,0.4888273349202609,0.0043332430701872775,0.0011447102218814385,none
h32,288,0.9343750000000048,origin,1,0.0,0.0,0.03584017452493723,47.041871812991104,0.9674028653650992,1.0023873584046503,0.5079081087192375,0.5123888494414032,0.49103663017516785,0.003697861983846328,0.0009819883107074787,none
h32,288,0.9343750000000048,plus,1,-0.000332367740473279,0.015384615384615385,0.03584017452493727,47.04511556348867,0.9674362181985616,1.0024190263199468,0.5079217710137643,0.5126504902738084,0.4908948042326129,0.0038167271787843318,0.0010135775065634363,none
h32,288,0.9343750000000048,minus,1,-0.009258438526489077,-0.015384615384615385,0.035840174524937186,47.03775711889968,0.9673605556764289,1.0023354279001206,0.5078039076875545,0.5119719156984057,0.48907604774336233,0.008034122854690047,0.002137390047658143,none
h32,320,1.0343750000000063,origin,1,0.0,0.0,0.03619655337243209,47.01298863988266,0.9671058325979922,1.0020982713960032,0.5077342613808659,0.5156979284588143,0.4938732898443575,0.003590212158678381,0.0009587805576126072,none
h32,320,1.0343750000000063,plus,1,-0.00046797845586368564,0.015384615384615385,0.03619655337243216,47.02240536212943,0.9672026836096548,1.0021916005845162,0.5077840732106789,0.5163435948185774,0.49400736939062395,0.0035941384026870324,0.0009611206457562046,none
h32,320,1.0343750000000063,minus,1,0.0004679784558688969,-0.015384615384615385,0.03619655337243203,47.0224053621294,0.9672026836096544,1.0021916005845157,0.5077840732106788,0.5163435948185764,0.49400736939062245,0.0035941384026872357,0.000961120645756257,none
h32,352,1.1343750000000077,origin,1,0.0,0.0,0.036596192536998084,47.000551094098455,0.9669778975414174,1.0019934219004651,0.5078045118946047,0.5200365431644448,0.4977148140160965,0.0037840801519501087,0.0010193465335325044,none
h32,352,1.1343750000000077,plus,1,-0.00040135386034219393,0.015384615384615385,0.036596192536998175,47.013094571281826,0.967106922156636,1.0021164980766644,0.5078616374996429,0.5209657047935042,0.4982528119148145,0.003636112389626307,0.0009815921460383796,none
h32,352,1.1343750000000077,minus,1,0.00040135386034727917,-0.015384615384615385,0.03659619253699798,47.01309457128183,0.9671069221566361,1.0021164980766644,0.5078616374996426,0.5209657047935036,0.49825281191481346,0.003636112389626226,0.0009815921460383545,none
h32,384,1.234375000000009,origin,1,0.0,0.0,0.03703872574806734,46.97715382268915,0.9667371826968605,1.001781744419735,0.5078302094693766,0.5244467630020935,0.5017880085998508,0.004061312989457729,0.001103715263905021,none
h32,384,1.234375000000009,plus,1,-0.0005718827992578729,0.015384615384615385,0.03703872574806745,46.99857696417721,0.9669575896939384,1.0019882524024897,0.5079003173441502,0.5261970408598284,0.5030113711706596,0.0037893517237632987,0.0010331526462409738,none
h32,384,1.234375000000009,minus,1,-0.009557019413154929,-0.015384615384615385,0.03703872574806723,46.96690316384954,0.96663170340654,1.0016716995374526,0.507713927497435,0.5234707800174165,0.49924279105515623,0.008248305469707121,0.0022384623287237952,none
h32,416,1.3343750000000105,origin,1,0.0,0.0,0.03752506006990206,46.97316641427993,0.966696153627838,1.0017661913688487,0.5079859008897558,0.5303508467510683,0.5074044693071146,0.003822271453507131,0.0010501336504451142,none
h32,416,1.3343750000000105,plus,1,0.009598827498442989,0.015384615384615385,0.037525060069902194,46.95055028848957,0.9664634084703962,1.0015395804480598,0.507848745067738,0.52868347315328,0.5041865367142983,0.008276429412631698,0.0022697581454938355,none
h32,416,1.3343750000000105,minus,1,0.0005690848231536044,-0.015384615384615385,0.03752506006990193,46.98334094468407,0.966800842619507,1.0018642466033585,0.508019021437762,0.5311109001926232,0.5076852456766995,0.0038610747012716223,0.0010614156051476941,none
h32,448,1.434375000000012,origin,1,0.0,0.0,0.03806366302223384,46.94399520680005,0.9663959388912801,1.0014892973159364,0.5079224883152321,0.5350599038402408,0.5119172820864549,0.003733302397474305,0.001033553622113289,none
h32,448,1.434375000000012,plus,1,-0.0005795338617525839,0.015384615384615385,0.03806366302223393,46.95644645646655,0.9665240920158538,1.001606888311607,0.5079451048170467,0.53599773207201,0.5123792467133376,0.00368759778876228,0.0010218574943632855,none
h32,448,1.434375000000012,minus,1,0.0005795338617469702,-0.015384615384615385,0.03806366302223374,46.95644645646657,0.966524092015854,1.0016068883116072,0.5079451048170467,0.535997732072011,0.5123792467133378,0.0036875977887629204,0.0010218574943634605,none
h32,480,1.5343750000000134,origin,1,0.0,0.0,0.038643195608595804,46.95160808649112,0.9664742956410214,1.0015866793869517,0.5081240321341063,0.5416828211355981,0.5182822180436121,0.002917309682899432,0.0008191913474744907,none
h32,480,1.5343750000000134,plus,1,0.002004112075607584,0.015384615384615385,0.038643195608595894,46.96040645801327,0.9665648463371053,1.001674180079078,0.5081725535187772,0.542148259748556,0.5187073578961006,0.0032544345723372657,0.0009182039719407502,none
h32,480,1.5343750000000134,minus,1,0.0006240915861241475,-0.015384615384615385,0.03864319560859571,46.96506853490435,0.9666128238583731,1.0017193949465426,0.5081898135260965,0.5424102657109693,0.5184992713843767,0.003008625898242022,0.0008447656283745612,none
h32,512,1.6343750000000148,origin,1,0.0,0.0,0.039282375327560265,46.96478592610344,0.9666099155936717,1.0017541590450119,0.5084649907287316,0.5477981260936026,0.5241235974748619,0.0023425218401595103,0.0006640273408496609,none
h32,512,1.6343750000000148,plus,1,-0.000651906982287906,0.015384615384615385,0.03928237532756032,46.9743159486803,0.9667079821223757,1.0018479435642953,0.5085103763005032,0.5483091175724579,0.5241316458079467,0.002566536273321313,0.0007271531154593122,none
h32,512,1.6343750000000148,minus,1,0.0006519069822872592,-0.015384615384615385,0.03928237532756021,46.974315948680285,0.9667079821223756,1.0018479435642953,0.5085103763005034,0.5483091175724577,0.5241316458079469,0.002566536273321879,0.000727153115459472,none
h32,544,1.7343750000000162,origin,1,0.0,0.0,0.03997611156792818,46.97778664249251,0.9667436940361375,1.0019122031078627,0.5087486013396715,0.5540347767347363,0.5301280852519697,0.0021867546975974225,0.0006249967162160851,none
h32,544,1.7343750000000162,plus,1,-0.0006169523681958551,0.015384615384615385,0.03997611156792826,46.985991249484066,0.966828110590756,1.0019909646419307,0.5087732017757919,0.5544903195644949,0.5301181956237571,0.00243494292310353,0.0006961332069230357,none
h32,544,1.7343750000000162,minus,1,0.0006169523681989233,-0.015384615384615385,0.039976111567928095,46.985991249484066,0.966828110590756,1.0019909646419307,0.5087732017757917,0.5544903195644942,0.5301181956237582,0.0024349429231047574,0.0006961332069233819,none
h32,576,1.8343750000000176,origin,1,0.0,0.0,0.04070785432914319,46.981360393227554,0.9667804649818358,1.0019550768497152,0.5088223856538318,0.5603936860981834,0.5363370820629225,0.00211689315877767,0.0006116835707118894,none
h32,576,1.8343750000000176,plus,1,-0.0005918356032504244,0.015384615384615385,0.040707854329143256,46.99308141461135,0.9669010548044248,1.0020665072399895,0.5088495737395036,0.5610176553621937,0.5364848156539647,0.002333784474810555,0.0006750207273968886,none
h32,576,1.8343750000000176,minus,1,0.0005918356032526069,-0.015384615384615385,0.04070785432914312,46.99308141461135,0.9669010548044248,1.0020665072399895,0.5088495737395035,0.5610176553621937,0.5364848156539654,0.0023337844748118806,0.0006750207273972635,none
h32,608,1.934375000000019,origin,1,0.0,0.0,0.04154603709740108,46.995520655706514,0.9669261486492235,1.0020809620541422,0.5087909075108399,0.5673719017367527,0.543283841766405,0.0018682132434727824,0.0005487906668385172,none
h32,608,1.934375000000019,plus,1,-0.0004618703368402743,0.015384615384615385,0.0415460370974011,47.00201249203857,0.9669929306473077,1.0021428472380878,0.5088072321612915,0.5677219502862446,0.5432985640342886,0.0020070234073422764,0.0005893294141891826,none
h32,608,1.934375000000019,minus,1,0.0004618703368406672,-0.015384615384615385,0.04154603709740105,47.00201249203861,0.9669929306473082,1.0021428472380882,0.5088072321612914,0.5677219502862461,0.5432985640342888,0.0020070234073421714,0.0005893294141891521,none
h32,640,2.034375000000018,origin,1,0.0,0.0,0.04238548764623844,46.994729981796176,0.9669180146134262,1.0020756271167657,0.5088051420962096,0.5735388281731951,0.5494192211141745,0.0021222669408526317,0.0006346612643608702,none
h32,640,2.034375000000018,plus,1,-0.000678488824072678,0.015384615384615385,0.04238548764623842,47.011451468934915,0.9670900218701034,1.002236089356228,0.5088550477381336,0.5743886648141163,0.5498020749454158,0.0022769876655627593,0.0006802908367937381,none
h32,640,2.034375000000018,minus,1,0.0006784888240666251,-0.015384615384615385,0.042385487646238444,47.01145146893494,0.9670900218701036,1.0022360893562283,0.5088550477381335,0.5743886648141182,0.5498020749454179,0.0022769876655618602,0.0006802908367934756,none
h32,672,2.1343750000000123,origin,1,0.0,0.0,0.04334075221329882,47.0012813593062,0.9669854096615509,1.002139721006758,0.5088337057139625,0.5800209321245877,0.5557329377525119,0.0025607393892120092,0.0007825397982706462,none
h32,672,2.1343750000000123,plus,1,-0.0005752238860412983,0.015384615384615385,0.0433407522132988,47.01551069631452,0.9671317729056066,1.0022751731802482,0.5088681498271965,0.5806793961914242,0.5558529365318756,0.002788386041218056,0.0008506583635395415,none
h32,672,2.1343750000000123,minus,1,0.0005752238860371602,-0.015384615384615385,0.04334075221329885,47.01551069631457,0.9671317729056071,1.0022751731802488,0.5088681498271966,0.5806793961914264,0.5558529365318773,0.002788386041217005,0.0008506583635392325,none
h32,704,2.2343750000000067,origin,1,0.0,0.0,0.044395465068310845,46.99351408793545,0.9669055060057283,1.002057887165697,0.5087567967510116,0.5854063199138053,0.5613994802612893,0.003292357823834603,0.0010200544763917636,none
h32,704,2.2343750000000067,plus,1,-0.0007029002519941917,0.015384615384615385,0.04439546506831075,47.00429401399078,0.9670163997362855,1.0021589152706785,0.5087711180349564,0.5859194917973235,0.5615867797300702,0.0034622885719636726,0.0010702905943854074,none
h32,704,2.2343750000000067,minus,1,0.0007029002519969121,-0.015384615384615385,0.04439546506831095,47.004294013990766,0.9670163997362853,1.0021589152706782,0.5087711180349566,0.5859194917973235,0.5615867797300695,0.0034622885719631383,0.0010702905943852543,none
h32,736,2.334375000000001,origin,1,0.0,0.0,0.045391331337338456,46.96589627900188,0.9666213419395676,1.0017872613929195,0.5086335357108567,0.5902971960770249,0.5663325872979408,0.004805294712261948,0.0015011658390281805,none
h32,736,2.334375000000001,plus,1,-0.0006496601388335754,0.015384615384615385,0.045391331337338366,46.98655969213018,0.9668339589793148,1.0019832015804697,0.5086775495009711,0.5912375450933331,0.5667528353451545,0.0047789636339035605,0.0014938152672436713,none
h32,736,2.334375000000001,minus,1,0.0006496601388315255,-0.015384615384615385,0.04539133133733855,46.98655969213021,0.966833958979315,1.00198320158047,0.5086775495009712,0.5912375450933337,0.5667528353451524,0.0047789636339034035,0.0014938152672436165,none
h32,768,2.4343749999999953,origin,1,0.0,0.0,0.046751188264851376,46.93684223581108,0.9663223100338845,1.0015177054031819,0.5086157680845779,0.5955152066433396,0.5710869077451236,0.0054127113366433536,0.0017136520411228273,none
h32,768,2.4343749999999953,plus,1,-0.0004914564622011173,0.015384615384615385,0.046751188264851286,46.943964919188424,0.9663956271386324,1.0015851593040839,0.5086301794434552,0.5958291601582043,0.5709243500198118,0.005594599361743849,0.0017696045337816262,none
h32,768,2.4343749999999953,minus,1,-0.0027909538923462096,-0.015384615384615385,0.04675118826485146,46.93988196589567,0.9663536000749422,1.0015482786616388,0.5086350527921651,0.5956381068689272,0.5710635986757931,0.005833709833955738,0.001845602442261687,none
h32,800,2.5343749999999896,origin,1,0.0,0.0,0.04787706148998407,46.97241615865957,0.966688433559405,1.0018721563362847,0.5088172263113881,0.6025046740698022,0.5796775624554782,0.008009388193053576,0.0025548155521995784,none
h32,800,2.5343749999999896,plus,1,-0.0008286735633950482,0.015384615384615385,0.04787706148998401,46.98691293582301,0.9668375932883423,1.0020121509941449,0.5088668193949673,0.6031149674175086,0.5800499426865734,0.008133708701427792,0.002596265436354208,none
h32,800,2.5343749999999896,minus,1,0.0008286735634013208,-0.015384615384615385,0.047877061489984135,46.986912935822915,0.9668375932883413,1.002012150994144,0.5088668193949671,0.6031149674175057,0.580049942686585,0.008133708701427616,0.002596265436354172,none
h32,832,2.634374999999984,origin,1,0.0,0.0,0.04935896968861003,46.952526234640516,0.9664837453945445,1.0017102919634038,0.508971588991876,0.6080069168142775,0.58348199993229,0.015043080326002529,0.004801780464225194,none
h32,832,2.634374999999984,plus,1,-0.0004120144727340837,0.015384615384615385,0.04935896968860997,46.95946780264712,0.9665551863290058,1.001776778730441,0.5089912509367771,0.6082944013892193,0.5831766328548501,0.015056247086394808,0.004807587670884972,none
h32,832,2.634374999999984,minus,1,0.00041201447274560735,-0.015384615384615385,0.0493589696886101,46.95946780264699,0.9665551863290045,1.00177677873044,0.5089912509367769,0.6082944013892142,0.5831766328548559,0.015056247086395481,0.004807587670885163,none
h32,864,2.7343749999999782,origin,1,0.0,0.0,0.050899043347569714,46.9466962027678,0.9664237400400515,1.0016664158614088,0.5090430560262629,0.613947060871752,0.5899359814460782,0.016061190740913302,0.0051817221061062685,none
h32,864,2.7343749999999782,plus,1,-0.0003740886925728698,0.015384615384615385,0.050899043347569596,46.96021743829573,0.9665629010813903,1.0017954157502573,0.5090776352290401,0.6145014287621775,0.5901816403527906,0.016179866099376605,0.00522398333332511,none
h32,864,2.7343749999999782,minus,1,0.0003740886925883835,-0.015384615384615385,0.050899043347569825,46.9602174382957,0.96656290108139,1.001795415750257,0.5090776352290398,0.6145014287621752,0.5901816403527932,0.01617986609937673,0.0052239833333251415,none
h32,896,2.8343749999999726,origin,1,0.0,0.0,0.05233140987342618,47.01293058395179,0.9671052354625164,1.0022786994483526,0.5090688179661913,0.6221637658668677,0.601751970822712,0.022916089832399282,0.007419547816920478,none
h32,896,2.8343749999999726,plus,1,-0.0008395772547688442,0.015384615384615385,0.05233140987342601,47.02401880296374,0.9672192768794668,1.0023822452771742,0.5090810016782933,0.6226329693871465,0.6017722015565728,0.022945259241903368,0.007434389935912772,none
h32,896,2.8343749999999726,minus,1,0.00083957725477713,-0.015384615384615385,0.052331409873426354,47.024018802963774,0.9672192768794673,1.0023822452771747,0.5090810016782934,0.6226329693871482,0.6017722015565738,0.02294525924190292,0.00743438993591262,none
h32,928,2.934374999999967,origin,0,0.0,0.0,0.054371115132893055,46.9243755570444,0.9661939712995087,1.0014527356049054,0.5089808285801323,0.6257561968633596,0.6011668932826868,0.035578482097817804,0.011449532501910496,iteration_limit
h32,928,2.934374999999967,plus,0,0.015384615384615385,0.015384615384615385,0.054371115132892986,46.94008936944347,0.966355734985974,1.0016015489040448,0.5090127135546266,0.6260427601503156,0.5865497460157861,0.03521816915744106,0.011341292292607432,iteration_limit
h32,928,2.934374999999967,minus,0,-0.015384615384615385,-0.015384615384615385,0.054371115132893125,46.940089369443584,0.9663557349859753,1.001601548904046,0.5090127135546272,0.62604276015032,0.5865497460157757,0.03521816915743453,0.01134129229260621,iteration_limit
h32,960,3.034374999999961,origin,0,0.0,0.0,0.05585189079440134,46.93693242058793,0.96632323838266,1.0015967021372092,0.5091903760272354,0.6318388896903854,0.6101361998518009,0.03439814591707943,0.011196059017110701,iteration_limit
h32,960,3.034374999999961,plus,0,0.015384615384615385,0.015384615384615385,0.05585189079440124,46.95045493179663,0.966462427025017,1.0017304953824686,0.5092600873417777,0.6322018145538406,0.5950356592919307,0.0349100245284489,0.011359022237232721,iteration_limit
h32,960,3.034374999999961,minus,0,-0.015384615384615385,-0.015384615384615385,0.055851890794401435,46.950454931796614,0.9664624270250167,1.0017304953824684,0.5092600873417775,0.6322018145538404,0.5950356592920053,0.034910024528438596,0.011359022237232133,iteration_limit
h32,992,3.1343749999999555,origin,0,0.0,0.0,0.058215344192302385,47.03817217400037,0.9673648235993882,1.0025867267070154,0.5096293932113773,0.6414240947711853,0.6221567753922304,0.0462693578055387,0.015155445975296162,iteration_limit
h32,992,3.1343749999999555,plus,0,0.015384615384615385,0.015384615384615385,0.058215344192302364,47.02461024116298,0.9672253593947776,1.002463650638907,0.5096404863906087,0.6408673657019555,0.6076267197037011,0.04602892099999732,0.015051722596600066,iteration_limit
h32,992,3.1343749999999555,minus,0,-0.015384615384615385,-0.015384615384615385,0.058215344192302405,47.02461024116302,0.9672253593947779,1.002463650638907,0.5096404863906078,0.6408673657019541,0.607626719703781,0.04602892099996217,0.015051722596591287,iteration_limit
h32,1024,3.23437499999995,origin,0,0.0,0.0,0.059952887022591855,46.8233917822795,0.9651537607085084,1.0005436717780651,0.5091251766268882,0.6400390884208271,0.6164175994651161,0.06059438317422598,0.019478253857313537,iteration_limit
h32,1024,3.23437499999995,plus,0,0.015384615384615385,0.015384615384615385,0.05995288702259186,46.83455545524833,0.9652688102424024,1.0006574046692922,0.50920602409887,0.6400977460037345,0.6009987425274468,0.06081174601501592,0.01957285979073395,iteration_limit
h32,1024,3.23437499999995,minus,0,-0.015384615384615385,-0.015384615384615385,0.05995288702259185,46.83455545524845,0.9652688102424036,1.000657404669293,0.5092060240988694,0.6400977460037406,0.6009987425275551,0.06081174601501989,0.019572859790739163,iteration_limit
h32,1056,3.334374999999944,origin,0,0.0,0.0,0.06244830624776036,46.9787923911962,0.966754042501685,1.0019741687015464,0.509136612430532,0.6510163727254804,0.6316264761739941,0.058186721114172564,0.01907208501094145,iteration_limit
h32,1056,3.334374999999944,plus,0,0.015384615384615385,0.015384615384615385,0.062448306247760405,46.99615089339206,0.9669326321528261,1.0021334258224472,0.509134566655656,0.6515056725843559,0.6154920408994276,0.05840116555002767,0.019138491429985714,iteration_limit
h32,1056,3.334374999999944,minus,0,-0.015384615384615385,-0.015384615384615385,0.06244830624776032,46.99615089339225,0.966932632152828,1.0021334258224492,0.5091345666556574,0.65150567258436,0.6154920408993821,0.058401165550077766,0.0191384914299972,iteration_limit
h32,1088,3.4343749999999384,origin,0,0.0,0.0,0.06457057796356792,46.895932082692376,0.9659010949537156,1.0011189238115359,0.5084500955717426,0.6545512223599796,0.634107450990425,0.06921486390713871,0.022620243697112668,iteration_limit
h32,1088,3.4343749999999384,plus,0,0.015384615384615385,0.015384615384615385,0.06457057796356805,46.889799980565506,0.9658379423780976,1.0010607985573305,0.5084374641215975,0.6541617171453598,0.6217561402795373,0.06946352001954544,0.022656929238216137,iteration_limit
h32,1088,3.4343749999999384,minus,0,-0.015384615384615385,-0.015384615384615385,0.0645705779635678,46.88979998056546,0.9658379423780971,1.00106079855733,0.5084374641215984,0.6541617171453573,0.6217561402794707,0.06946352001957201,0.022656929238219034,iteration_limit
h32,1120,3.5343749999999328,origin,0,0.0,0.0,0.06724074714073805,46.766800911688414,0.9645703407275289,0.9998841082985482,0.5081090240750461,0.6554666935145788,0.6328982121432913,0.09174746725072526,0.029319800283506815,iteration_limit
h32,1120,3.5343749999999328,plus,0,0.015384615384615385,0.015384615384615385,0.06724074714073812,46.7801220347934,0.9647077057507797,1.0000097711795952,0.5081311919363631,0.6556169829831585,0.6161721351461127,0.09159612792707561,0.02931561423272435,iteration_limit
h32,1120,3.5343749999999328,minus,0,-0.015384615384615385,-0.015384615384615385,0.06724074714073797,46.78012203479327,0.9647077057507784,1.000009771179594,0.5081311919363629,0.6556169829831531,0.6161721351460486,0.09159612792705842,0.02931561423271507,iteration_limit
h32,1152,3.634374999999927,origin,0,0.0,0.0,0.06990755510083364,47.02034042446938,0.9671814465508767,1.002365056541507,0.5092033722898315,0.6706175507643662,0.6532632733622769,0.07770997733682929,0.02572415124572002,iteration_limit
h32,1152,3.634374999999927,plus,0,0.015384615384615385,0.015384615384615385,0.06990755510083375,46.978016357334724,0.9667460576543444,1.0019615687401273,0.5090963871984339,0.6690799309527214,0.6368426093635869,0.07823069911058293,0.025802821625643044,iteration_limit
h32,1152,3.634374999999927,minus,0,-0.015384615384615385,-0.015384615384615385,0.06990755510083353,46.97801635733486,0.9667460576543458,1.0019615687401289,0.5090963871984349,0.669079930952727,0.6368426093635624,0.07823069911058073,0.02580282162564742,iteration_limit
h32,1184,3.7343749999999214,origin,0,0.0,0.0,0.07262121044213517,46.735240149881136,0.9642448137299207,0.9997509538608489,0.5092597030517273,0.6663403926723259,0.6440657497847829,0.09213990143333253,0.029676166629719745,iteration_limit
h32,1184,3.7343749999999214,plus,0,0.015384615384615385,0.015384615384615385,0.07262121044213518,46.74419359635858,0.9643371733803087,0.9998326333041675,0.5092544389776679,0.6665638200896541,0.631649302376373,0.09200795846748001,0.0296199623185775,iteration_limit
h32,1184,3.7343749999999214,minus,0,-0.015384615384615385,-0.015384615384615385,0.07262121044213515,46.7441935963582,0.9643371733803048,0.9998326333041639,0.5092544389776666,0.6665638200896417,0.6316493023763331,0.09200795846744765,0.029619962318572734,iteration_limit
h32,1216,3.8343749999999157,origin,0,0.0,0.0,0.0757252594156045,46.90322283811214,0.9659761747596459,1.0014228351935044,0.5101880679292478,0.6770945784503634,0.6575352255262242,0.10365603328071908,0.03317854594038338,iteration_limit
h32,1216,3.8343749999999157,plus,0,0.015384615384615385,0.015384615384615385,0.07572525941560455,46.87586015879268,0.9656943652080283,1.001161226805865,0.5101140794901882,0.6762387982033812,0.6406676926010079,0.10414944674174356,0.03327836796916406,iteration_limit
h32,1216,3.8343749999999157,minus,0,-0.015384615384615385,-0.015384615384615385,0.07572525941560444,46.875860158793444,0.9656943652080361,1.0011612268058718,0.5101140794901871,0.6762387982034062,0.6406676926011121,0.10414944674169299,0.033278367969152386,iteration_limit
h32,1248,3.93437499999991,origin,0,0.0,0.0,0.07886196024695874,46.826104110695596,0.9651817144295242,1.0007016631114425,0.5100985878867788,0.6813633624786783,0.6614677347782729,0.09286990887941955,0.030533084024961063,iteration_limit
h32,1248,3.93437499999991,plus,0,0.015384615384615385,0.015384615384615385,0.07886196024695862,46.834907945014976,0.96527244267506,1.000776127145746,0.5100511573593044,0.6815235408727591,0.6489865295029147,0.09311034882969249,0.03057575700929644,iteration_limit
h32,1248,3.93437499999991,minus,0,-0.015384615384615385,-0.015384615384615385,0.07886196024695888,46.83490794501465,0.9652724426750566,1.0007761271457432,0.5100511573593047,0.6815235408727524,0.6489865295029478,0.09311034882963616,0.03057575700928391,iteration_limit
