family,gid,i,j,rho,z,region,difference,absolute_difference
M,30,28,25,5.4453125,-0.1015625,MESHBLOCK_EDGE_OR_CORNER,0.0013452969467903596,0.0013452969467903596
M,30,29,25,5.4609375,-0.1015625,MESHBLOCK_EDGE_OR_CORNER,0.000966608214874,0.000966608214874
M,30,30,25,5.4765625,-0.1015625,MESHBLOCK_EDGE_OR_CORNER,0.00108258444379658,0.00108258444379658
M,30,31,25,5.4921875,-0.1015625,MESHBLOCK_EDGE_OR_CORNER,0.0009771985648456098,0.0009771985648456098
M,30,0,26,5.0078125,-0.0859375,COARSE_FINE_INTERFACE,0.06346143608431026,0.06346143608431026
M,30,1,26,5.0234375,-0.0859375,COARSE_FINE_INTERFACE,0.027738047086587947,0.027738047086587947
M,30,2,26,5.0390625,-0.0859375,COARSE_FINE_INTERFACE,-0.0062926221347453515,0.0062926221347453515
M,30,3,26,5.0546875,-0.0859375,COARSE_FINE_INTERFACE,-0.9366433696739027,0.9366433696739027
M,30,4,26,5.0703125,-0.0859375,INTERIOR,-1.4373071784738056,1.4373071784738056
M,30,5,26,5.0859375,-0.0859375,INTERIOR,-1.3676641723901217,1.3676641723901217
M,30,6,26,5.1015625,-0.0859375,INTERIOR,-1.002514456877892,1.002514456877892
M,30,7,26,5.1171875,-0.0859375,INTERIOR,-1.1270072448436665,1.1270072448436665
M,30,8,26,5.1328125,-0.0859375,INTERIOR,-1.4125566826650142,1.4125566826650142
M,30,9,26,5.1484375,-0.0859375,INTERIOR,-1.665600932482623,1.665600932482623
M,30,10,26,5.1640625,-0.0859375,INTERIOR,-1.4529202870448112,1.4529202870448112
M,30,11,26,5.1796875,-0.0859375,INTERIOR,-0.846804920611874,0.846804920611874
M,30,12,26,5.1953125,-0.0859375,INTERIOR,-0.3049397862628751,0.3049397862628751
M,30,13,26,5.2109375,-0.0859375,INTERIOR,-0.497461030973656,0.497461030973656
M,30,14,26,5.2265625,-0.0859375,INTERIOR,-0.45411628247387814,0.45411628247387814
M,30,15,26,5.2421875,-0.0859375,INTERIOR,0.0029811336202751892,0.0029811336202751892
M,30,16,26,5.2578125,-0.0859375,INTERIOR,0.017370584722141896,0.017370584722141896
M,30,17,26,5.2734375,-0.0859375,INTERIOR,-0.016327675067127317,0.016327675067127317
M,30,18,26,5.2890625,-0.0859375,INTERIOR,-0.012991974291873348,0.012991974291873348
M,30,19,26,5.3046875,-0.0859375,INTERIOR,-0.02337940713817762,0.02337940713817762
M,30,20,26,5.3203125,-0.0859375,INTERIOR,-0.00848821121207094,0.00848821121207094
M,30,21,26,5.3359375,-0.0859375,INTERIOR,0.009603313041193842,0.009603313041193842
M,30,22,26,5.3515625,-0.0859375,INTERIOR,-0.004031280897293009,0.004031280897293009
M,30,23,26,5.3671875,-0.0859375,INTERIOR,0.00041124239288046257,0.00041124239288046257
M,30,24,26,5.3828125,-0.0859375,INTERIOR,0.00441044310616094,0.00441044310616094
M,30,25,26,5.3984375,-0.0859375,INTERIOR,0.0030697265412282402,0.0030697265412282402
M,30,26,26,5.4140625,-0.0859375,INTERIOR,0.0033366020685629684,0.0033366020685629684
M,30,27,26,5.4296875,-0.0859375,INTERIOR,0.0024456518843109804,0.0024456518843109804
M,30,28,26,5.4453125,-0.0859375,MESHBLOCK_EDGE_OR_CORNER,0.0018522662924050316,0.0018522662924050316
M,30,29,26,5.4609375,-0.0859375,MESHBLOCK_EDGE_OR_CORNER,0.0017576792179307382,0.0017576792179307382
M,30,30,26,5.4765625,-0.0859375,MESHBLOCK_EDGE_OR_CORNER,0.0016686138713195003,0.0016686138713195003
M,30,31,26,5.4921875,-0.0859375,MESHBLOCK_EDGE_OR_CORNER,0.0012966637151475696,0.0012966637151475696
M,30,0,27,5.0078125,-0.0703125,COARSE_FINE_INTERFACE,-0.11662041662414213,0.11662041662414213
M,30,1,27,5.0234375,-0.0703125,COARSE_FINE_INTERFACE,-0.5580633095585914,0.5580633095585914
M,30,2,27,5.0390625,-0.0703125,COARSE_FINE_INTERFACE,-1.0641687627362728,1.0641687627362728
M,30,3,27,5.0546875,-0.0703125,COARSE_FINE_INTERFACE,-1.3093320494983807,1.3093320494983807
M,30,4,27,5.0703125,-0.0703125,INTERIOR,-1.8560419736042095,1.8560419736042095
M,30,5,27,5.0859375,-0.0703125,INTERIOR,-0.8485026348765905,0.8485026348765905
M,30,6,27,5.1015625,-0.0703125,INTERIOR,-1.6812839707251115,1.6812839707251115
M,30,7,27,5.1171875,-0.0703125,INTERIOR,-1.8668522597727604,1.8668522597727604
M,30,8,27,5.1328125,-0.0703125,INTERIOR,-1.5395881961193543,1.5395881961193543
M,30,9,27,5.1484375,-0.0703125,INTERIOR,-1.454408266225816,1.454408266225816
M,30,10,27,5.1640625,-0.0703125,INTERIOR,-1.2632354515133781,1.2632354515133781
M,30,11,27,5.1796875,-0.0703125,INTERIOR,-2.0357839871577443,2.0357839871577443
M,30,12,27,5.1953125,-0.0703125,INTERIOR,-1.0072826097579388,1.0072826097579388
M,30,13,27,5.2109375,-0.0703125,INTERIOR,0.0033067683757292965,0.0033067683757292965
M,30,14,27,5.2265625,-0.0703125,INTERIOR,0.03633915443476171,0.03633915443476171
M,30,15,27,5.2421875,-0.0703125,INTERIOR,-0.3637816700814299,0.3637816700814299
M,30,16,27,5.2578125,-0.0703125,INTERIOR,-0.08651065320909813,0.08651065320909813
M,30,17,27,5.2734375,-0.0703125,INTERIOR,-0.09796260951915187,0.09796260951915187
M,30,18,27,5.2890625,-0.0703125,INTERIOR,0.0036056132194731555,0.0036056132194731555
M,30,19,27,5.3046875,-0.0703125,INTERIOR,0.007489332741752987,0.007489332741752987
M,30,20,27,5.3203125,-0.0703125,INTERIOR,-0.003188770077289259,0.003188770077289259
M,30,21,27,5.3359375,-0.0703125,INTERIOR,-0.03032994186248609,0.03032994186248609
M,30,22,27,5.3515625,-0.0703125,INTERIOR,-0.002581208622894105,0.002581208622894105
M,30,23,27,5.3671875,-0.0703125,INTERIOR,0.0026631523467698023,0.0026631523467698023
M,30,24,27,5.3828125,-0.0703125,INTERIOR,0.006605614878056944,0.006605614878056944
M,30,25,27,5.3984375,-0.0703125,INTERIOR,-0.0015881020909562066,0.0015881020909562066
M,30,26,27,5.4140625,-0.0703125,INTERIOR,0.0030662375548322234,0.0030662375548322234
M,30,27,27,5.4296875,-0.0703125,INTERIOR,0.003122090644587393,0.003122090644587393
M,30,28,27,5.4453125,-0.0703125,MESHBLOCK_EDGE_OR_CORNER,0.0031072507637467765,0.0031072507637467765
M,30,29,27,5.4609375,-0.0703125,MESHBLOCK_EDGE_OR_CORNER,0.0029526176344109403,0.0029526176344109403
M,30,30,27,5.4765625,-0.0703125,MESHBLOCK_EDGE_OR_CORNER,0.0021530225933679642,0.0021530225933679642
M,30,31,27,5.4921875,-0.0703125,MESHBLOCK_EDGE_OR_CORNER,0.0012548896690543832,0.0012548896690543832
M,30,0,28,5.0078125,-0.0546875,COARSE_FINE_INTERFACE,0.021048817297921824,0.021048817297921824
M,30,1,28,5.0234375,-0.0546875,COARSE_FINE_INTERFACE,-0.4458145857159798,0.4458145857159798
M,30,2,28,5.0390625,-0.0546875,COARSE_FINE_INTERFACE,-0.6999180339415965,0.6999180339415965
M,30,3,28,5.0546875,-0.0546875,COARSE_FINE_INTERFACE,-1.830373923513132,1.830373923513132
M,30,4,28,5.0703125,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,-2.1414166430788146,2.1414166430788146
M,30,5,28,5.0859375,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,-0.5046397626129027,0.5046397626129027
M,30,6,28,5.1015625,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,-1.9264622333376682,1.9264622333376682
M,30,7,28,5.1171875,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,-3.0636122861398336,3.0636122861398336
M,30,8,28,5.1328125,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,-2.295503176858806,2.295503176858806
M,30,9,28,5.1484375,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,0.33944455546851726,0.33944455546851726
M,30,10,28,5.1640625,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,-1.1613859870365237,1.1613859870365237
M,30,11,28,5.1796875,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,-2.504038336992963,2.504038336992963
M,30,12,28,5.1953125,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,-1.7035077205235014,1.7035077205235014
M,30,13,28,5.2109375,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,0.06566402705475372,0.06566402705475372
M,30,14,28,5.2265625,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,-0.2662312842886835,0.2662312842886835
M,30,15,28,5.2421875,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,-0.31219038691482826,0.31219038691482826
M,30,16,28,5.2578125,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,0.038812836571203754,0.038812836571203754
M,30,17,28,5.2734375,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,-0.10847389205554686,0.10847389205554686
M,30,18,28,5.2890625,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,-0.033682623379274745,0.033682623379274745
M,30,19,28,5.3046875,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,-0.023326502970614352,0.023326502970614352
M,30,20,28,5.3203125,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,-0.034732989223026686,0.034732989223026686
M,30,21,28,5.3359375,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,-0.010614384851171024,0.010614384851171024
M,30,22,28,5.3515625,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,0.012134140154052278,0.012134140154052278
M,30,23,28,5.3671875,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,0.00461597437488415,0.00461597437488415
M,30,24,28,5.3828125,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,0.006979030340709159,0.006979030340709159
M,30,25,28,5.3984375,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,0.0006614989654436399,0.0006614989654436399
M,30,26,28,5.4140625,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,0.003461671505786044,0.003461671505786044
M,30,27,28,5.4296875,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,0.004186840614266706,0.004186840614266706
M,30,28,28,5.4453125,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,0.0037406749570023253,0.0037406749570023253
M,30,29,28,5.4609375,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,0.003126635476176632,0.003126635476176632
M,30,30,28,5.4765625,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,0.0024094626714935854,0.0024094626714935854
M,30,31,28,5.4921875,-0.0546875,MESHBLOCK_EDGE_OR_CORNER,0.0017549773838620606,0.0017549773838620606
M,30,0,29,5.0078125,-0.0390625,COARSE_FINE_INTERFACE,0.045812868294803966,0.045812868294803966
M,30,1,29,5.0234375,-0.0390625,COARSE_FINE_INTERFACE,-0.5421304884575349,0.5421304884575349
M,30,2,29,5.0390625,-0.0390625,COARSE_FINE_INTERFACE,-1.4019762273375016,1.4019762273375016
M,30,3,29,5.0546875,-0.0390625,COARSE_FINE_INTERFACE,-0.46529678760357207,0.46529678760357207
M,30,4,29,5.0703125,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-1.1564971814566618,1.1564971814566618
M,30,5,29,5.0859375,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,0.10511579034283858,0.10511579034283858
M,30,6,29,5.1015625,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-2.515545580004697,2.515545580004697
M,30,7,29,5.1171875,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-1.8522487974555784,1.8522487974555784
M,30,8,29,5.1328125,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-0.9159268045867217,0.9159268045867217
M,30,9,29,5.1484375,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-1.7917102887621175,1.7917102887621175
M,30,10,29,5.1640625,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-0.4291904166666938,0.4291904166666938
M,30,11,29,5.1796875,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-1.650316530260159,1.650316530260159
M,30,12,29,5.1953125,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-0.5903267478391551,0.5903267478391551
M,30,13,29,5.2109375,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-0.9656656584063406,0.9656656584063406
M,30,14,29,5.2265625,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-0.3470194631847982,0.3470194631847982
M,30,15,29,5.2421875,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-0.29658761189382554,0.29658761189382554
M,30,16,29,5.2578125,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,0.033491912470369645,0.033491912470369645
M,30,17,29,5.2734375,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-0.14938352270245947,0.14938352270245947
M,30,18,29,5.2890625,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-0.026177897766317314,0.026177897766317314
M,30,19,29,5.3046875,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-0.06646835657311347,0.06646835657311347
M,30,20,29,5.3203125,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-0.02108839321791966,0.02108839321791966
M,30,21,29,5.3359375,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-0.0004364976833285822,0.0004364976833285822
M,30,22,29,5.3515625,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,0.011732418087703471,0.011732418087703471
M,30,23,29,5.3671875,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,-0.01238695252560982,0.01238695252560982
M,30,24,29,5.3828125,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,0.00559615429571288,0.00559615429571288
M,30,25,29,5.3984375,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,0.005703751398779057,0.005703751398779057
M,30,26,29,5.4140625,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,0.006457999662102477,0.006457999662102477
M,30,27,29,5.4296875,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,0.005502711446291506,0.005502711446291506
M,30,28,29,5.4453125,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,0.004651532465319078,0.004651532465319078
M,30,29,29,5.4609375,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,0.0029413669869147244,0.0029413669869147244
M,30,30,29,5.4765625,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,0.0029545553692553934,0.0029545553692553934
M,30,31,29,5.4921875,-0.0390625,MESHBLOCK_EDGE_OR_CORNER,0.0026410351431518492,0.0026410351431518492
M,30,0,30,5.0078125,-0.0234375,COARSE_FINE_INTERFACE,0.1316912106262632,0.1316912106262632
M,30,1,30,5.0234375,-0.0234375,COARSE_FINE_INTERFACE,-0.6038674003550684,0.6038674003550684
M,30,2,30,5.0390625,-0.0234375,COARSE_FINE_INTERFACE,-1.4498084662525366,1.4498084662525366
M,30,3,30,5.0546875,-0.0234375,COARSE_FINE_INTERFACE,-0.5896369147766352,0.5896369147766352
M,30,4,30,5.0703125,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-1.3021123587602457,1.3021123587602457
M,30,5,30,5.0859375,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-2.5927236721373985,2.5927236721373985
M,30,6,30,5.1015625,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-3.1190807610188838,3.1190807610188838
M,30,7,30,5.1171875,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-0.843845872047601,0.843845872047601
M,30,8,30,5.1328125,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-1.7154245356307904,1.7154245356307904
M,30,9,30,5.1484375,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-3.2867598662215327,3.2867598662215327
M,30,10,30,5.1640625,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-2.1479599281291133,2.1479599281291133
M,30,11,30,5.1796875,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-1.113092837080285,1.113092837080285
M,30,12,30,5.1953125,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-0.07885995682113292,0.07885995682113292
M,30,13,30,5.2109375,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-1.102224350361605,1.102224350361605
M,30,14,30,5.2265625,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-0.6382305778523559,0.6382305778523559
M,30,15,30,5.2421875,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-0.3553437633302219,0.3553437633302219
M,30,16,30,5.2578125,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-0.009500962695484672,0.009500962695484672
M,30,17,30,5.2734375,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-0.13985475618815268,0.13985475618815268
M,30,18,30,5.2890625,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-0.0343290939212799,0.0343290939212799
M,30,19,30,5.3046875,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-0.04455045539104883,0.04455045539104883
M,30,20,30,5.3203125,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-0.015868509574627786,0.015868509574627786
M,30,21,30,5.3359375,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-0.005585333401545531,0.005585333401545531
M,30,22,30,5.3515625,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,0.008302087117656173,0.008302087117656173
M,30,23,30,5.3671875,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,-0.010242909847388775,0.010242909847388775
M,30,24,30,5.3828125,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,0.0032780914353689287,0.0032780914353689287
M,30,25,30,5.3984375,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,0.009108167898451822,0.009108167898451822
M,30,26,30,5.4140625,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,0.006876347724250342,0.006876347724250342
M,30,27,30,5.4296875,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,0.006084088510255259,0.006084088510255259
M,30,28,30,5.4453125,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,0.005012602087083316,0.005012602087083316
M,30,29,30,5.4609375,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,0.0033434081891717763,0.0033434081891717763
M,30,30,30,5.4765625,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,0.0031909572540192227,0.0031909572540192227
M,30,31,30,5.4921875,-0.0234375,MESHBLOCK_EDGE_OR_CORNER,0.0029090334682817546,0.0029090334682817546
M,30,0,31,5.0078125,-0.0078125,COARSE_FINE_INTERFACE,0.07076468298342176,0.07076468298342176
M,30,1,31,5.0234375,-0.0078125,COARSE_FINE_INTERFACE,-0.801563328731103,0.801563328731103
M,30,2,31,5.0390625,-0.0078125,COARSE_FINE_INTERFACE,-0.4854355299211669,0.4854355299211669
M,30,3,31,5.0546875,-0.0078125,COARSE_FINE_INTERFACE,-2.18406665023293,2.18406665023293
M,30,4,31,5.0703125,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,-3.8732976815381432,3.8732976815381432
M,30,5,31,5.0859375,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,-1.564729679145882,1.564729679145882
M,30,6,31,5.1015625,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,-0.5567342262691708,0.5567342262691708
M,30,7,31,5.1171875,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,-1.9661066478108618,1.9661066478108618
M,30,8,31,5.1328125,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,-2.7656122834978882,2.7656122834978882
M,30,9,31,5.1484375,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,-2.949977188594189,2.949977188594189
M,30,10,31,5.1640625,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,-1.839034885629029,1.839034885629029
M,30,11,31,5.1796875,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,-2.9699190290173094,2.9699190290173094
M,30,12,31,5.1953125,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,-1.4213585763136436,1.4213585763136436
M,30,13,31,5.2109375,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,-0.1846981143446813,0.1846981143446813
M,30,14,31,5.2265625,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,-0.27376343966420946,0.27376343966420946
M,30,15,31,5.2421875,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,-0.20397704410165335,0.20397704410165335
M,30,16,31,5.2578125,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,-0.04533034163861763,0.04533034163861763
M,30,17,31,5.2734375,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,-0.17984951037962155,0.17984951037962155
M,30,18,31,5.2890625,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,-0.055724008260013384,0.055724008260013384
M,30,19,31,5.3046875,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,0.018005332389353798,0.018005332389353798
M,30,20,31,5.3203125,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,0.007772611533189283,0.007772611533189283
M,30,21,31,5.3359375,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,-0.023854860380933755,0.023854860380933755
M,30,22,31,5.3515625,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,0.0007886145508908676,0.0007886145508908676
M,30,23,31,5.3671875,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,0.008580453946891591,0.008580453946891591
M,30,24,31,5.3828125,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,0.009900783046497347,0.009900783046497347
M,30,25,31,5.3984375,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,0.009747083987559836,0.009747083987559836
M,30,26,31,5.4140625,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,0.007891393920627572,0.007891393920627572
M,30,27,31,5.4296875,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,0.0058719056627340605,0.0058719056627340605
M,30,28,31,5.4453125,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,0.0054267385691114875,0.0054267385691114875
M,30,29,31,5.4609375,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,0.004456027558077134,0.004456027558077134
M,30,30,31,5.4765625,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,0.0037080400570974515,0.0037080400570974515
M,30,31,31,5.4921875,-0.0078125,MESHBLOCK_EDGE_OR_CORNER,0.003191656061162067,0.003191656061162067
M,31,0,0,5.5078125,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,0.00016282733403764384,0.00016282733403764384
M,31,1,0,5.5234375,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,0.00010548249205973904,0.00010548249205973904
M,31,2,0,5.5390625,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,4.66209248184069e-05,4.66209248184069e-05
M,31,3,0,5.5546875,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-9.558669793878786e-07,9.558669793878786e-07
M,31,4,0,5.5703125,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-3.93082953218432e-05,3.93082953218432e-05
M,31,5,0,5.5859375,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-5.339100448643517e-05,5.339100448643517e-05
M,31,6,0,5.6015625,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-7.347805608243999e-05,7.347805608243999e-05
M,31,7,0,5.6171875,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-9.376369073986501e-05,9.376369073986501e-05
M,31,8,0,5.6328125,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-0.00010018887842222469,0.00010018887842222469
M,31,9,0,5.6484375,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-9.666905633133973e-05,9.666905633133973e-05
M,31,10,0,5.6640625,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-9.738898589408589e-05,9.738898589408589e-05
M,31,11,0,5.6796875,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-9.941140088926101e-05,9.941140088926101e-05
M,31,12,0,5.6953125,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-9.555868637622553e-05,9.555868637622553e-05
M,31,13,0,5.7109375,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-9.238988574145025e-05,9.238988574145025e-05
M,31,14,0,5.7265625,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-8.700277939631819e-05,8.700277939631819e-05
M,31,15,0,5.7421875,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-8.752041974424175e-05,8.752041974424175e-05
M,31,16,0,5.7578125,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-8.132233046552169e-05,8.132233046552169e-05
M,31,17,0,5.7734375,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-7.010092208231092e-05,7.010092208231092e-05
M,31,18,0,5.7890625,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-6.342764519647677e-05,6.342764519647677e-05
M,31,19,0,5.8046875,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-5.00652149095993e-05,5.00652149095993e-05
M,31,20,0,5.8203125,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-4.359189123126755e-05,4.359189123126755e-05
M,31,21,0,5.8359375,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-2.8302748588062538e-05,2.8302748588062538e-05
M,31,22,0,5.8515625,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-3.203590307138517e-05,3.203590307138517e-05
M,31,23,0,5.8671875,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-4.852440290552165e-05,4.852440290552165e-05
M,31,24,0,5.8828125,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-5.7633128170635315e-05,5.7633128170635315e-05
M,31,25,0,5.8984375,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-6.461986980548981e-05,6.461986980548981e-05
M,31,26,0,5.9140625,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-6.374452267997918e-05,6.374452267997918e-05
M,31,27,0,5.9296875,-0.4921875,MESHBLOCK_EDGE_OR_CORNER,-6.784613166157421e-05,6.784613166157421e-05
M,31,28,0,5.9453125,-0.4921875,COARSE_FINE_INTERFACE,-6.932053589340733e-05,6.932053589340733e-05
M,31,29,0,5.9609375,-0.4921875,COARSE_FINE_INTERFACE,-7.473354159743563e-05,7.473354159743563e-05
M,31,30,0,5.9765625,-0.4921875,COARSE_FINE_INTERFACE,-5.779641858748622e-05,5.779641858748622e-05
M,31,31,0,5.9921875,-0.4921875,COARSE_FINE_INTERFACE,-0.00010369280798527142,0.00010369280798527142
M,31,0,1,5.5078125,-0.4765625,MESHBLOCK_EDGE_OR_CORNER,0.0001964307783571957,0.0001964307783571957
M,31,1,1,5.5234375,-0.4765625,MESHBLOCK_EDGE_OR_CORNER,0.0001335184688219511,0.0001335184688219511
M,31,2,1,5.5390625,-0.4765625,MESHBLOCK_EDGE_OR_CORNER,6.383785392988055e-05,6.383785392988055e-05
M,31,3,1,5.5546875,-0.4765625,MESHBLOCK_EDGE_OR_CORNER,3.2638379230303174e-06,3.2638379230303174e-06
M,31,4,1,5.5703125,-0.4765625,MESHBLOCK_EDGE_OR_CORNER,-4.5279290058153126e-05,4.5279290058153126e-05
M,31,5,1,5.5859375,-0.4765625,MESHBLOCK_EDGE_OR_CORNER,-6.806979781359907e-05,6.806979781359907e-05
M,31,6,1,5.6015625,-0.4765625,MESHBLOCK_EDGE_OR_CORNER,-9.377940054796719e-05,9.377940054796719e-05
M,31,7,1,5.6171875,-0.4765625,MESHBLOCK_EDGE_OR_CORNER,-0.00011749336586591914,0.00011749336586591914
M,31,8,1,5.6328125,-0.4765625,MESHBLOCK_EDGE_OR_CORNER,-0.00012511105944494833,0.00012511105944494833
