# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    1    281     45     52     96     63      0      0      0      0   1215   1410   9033   9033      0 
    2    263     49     54     92     62      0      0      0      0   1215   1410   9033   9033      0 
    3    252     44     54     93     61      0      0      0      0   1215   1410   9033   9033      0 
    0    286     49     55     92     59      0      0      0      0   1215   1410   9033   9033      0 
    1    275     47     50     96     62      0      0      0      0   1215   1410   9033   9033      0 
    2    321     53     58     95     64      0      0      0      0   1215   1410   9033   9033      0 
    3    262     49     54     95     63      0      0      0      0   1215   1410   9033   9033      0 
    0    295     53     56     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    275     45     53     96     65      0      0      0      0   1215   1410   9033   9033      0 
    2    296     50     55     94     61      0      0      0      0   1215   1410   9033   9033      0 
    3    275     45     53     95     63      0      0      0      0   1215   1410   9033   9033      0 
    0    297     50     55     95     62      0      0      0      0   1215   1410   9033   9033      0 
    1    270     47     52     93     60      0      0      0      0   1215   1410   9033   9033      0 
    2    293     54     59     95     63      0      0      0      0   1215   1410   9033   9033      0 
    3    279     49     54     93     62      0      0      0      0   1215   1410   9033   9033      0 
    0    287     54     56     93     60      0      0      0      0   1215   1410   9033   9033      0 
    1    276     46     54     96     65      0      0      0      0   1215   1410   9033   9033      0 
    2    276     51     58     92     59      0      0      0      0   1215   1410   9033   9033      0 
    3    275     45     55     95     62      0      0      0      0   1215   1410   9033   9033      0 
    0    324     50     55     94     61      0      0      0      0   1215   1410   9033   9033      0 
    1    289     47     51     95     61      0      0      0      0   1215   1410   9033   9033      0 
    2    247     54     60     95     63      0      0      0      0   1215   1410   9033   9033      0 
    3    282     50     55     95     63      0      0      0      0   1215   1410   9033   9033      0 
    0    283     54     57     94     64      0      0      0      0   1215   1410   9033   9033      0 
    1    314     46     54     95     65      0      0      0      0   1215   1410   9033   9033      0 
    2    258     51     59     92     61      0      0      0      0   1215   1410   9033   9033      0 
    3    268     45     55     93     60      0      0      0      0   1215   1410   9033   9033      0 
    0    295     51     56     93     59      0      0      0      0   1215   1410   9033   9033      0 
    1    284     47     52     95     62      0      0      0      0   1215   1410   9033   9033      0 
    2    285     55     61     92     60      0      0      0      0   1215   1410   9033   9033      0 
    3    309     50     54     95     62      0      0      0      0   1215   1410   9033   9033      0 
    0    301     55     57     95     61      0      0      0      0   1215   1410   9033   9033      0 
    1    277     46     55     95     65      0      0      0      0   1215   1410   9033   9033      0 
    2    304     51     59     94     61      0      0      0      0   1215   1410   9033   9033      0 
    3    296     45     55     94     62      0      0      0      0   1215   1410   9033   9033      0 
    0    270     51     58     96     63      0      0      0      0   1215   1410   9033   9033      0 
    1    282     48     55     95     63      0      0      0      0   1215   1410   9033   9033      0 
    2    296     55     60     94     61      0      0      0      0   1215   1410   9033   9033      0 
    3    246     50     56     93     62      0      0      0      0   1215   1410   9033   9033      0 
    0    300     55     58     94     61      0      0      0      0   1215   1410   9033   9033      0 
    1    276     46     55     95     65      0      0      0      0   1215   1410   9033   9033      0 
    2    300     51     60     94     61      0      0      0      0   1215   1410   9033   9033      0 
    3    288     45     56     95     60      0      0      0      0   1215   1410   9033   9033      0 
    0    326     51     58     95     62      0      0      0      0   1215   1410   9033   9033      0 
    1    280     48     55     95     63      0      0      0      0   1215   1410   9033   9033      0 
    2    295     55     61     95     61      0      0      0      0   1215   1410   9033   9033      0 
    3    253     51     57     95     65      0      0      0      0   1215   1410   9033   9033      0 
    0    292     55     58     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    256     47     55     95     65      0      0      0      0   1215   1410   9033   9033      0 
    2    330     52     59     92     60      0      0      0      0   1215   1410   9033   9033      0 
    3    273     46     55     95     64      0      0      0      0   1215   1410   9033   9033      0 
    0    299     51     59     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    322     48     55     95     64      0      0      0      0   1215   1410   9033   9033      0 
    2    317     55     62     95     64      0      0      0      0   1215   1410   9033   9033      0 
    3    289     51     57     96     63      0      0      0      0   1215   1410   9033   9033      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    321     55     58     95     62      0      0      0      0   1215   1410   9033   9033      0 
    1    307     46     55     95     65      0      0      0      0   1215   1410   9033   9033      0 
    2    308     52     60     95     62      0      0      0      0   1215   1410   9033   9033      0 
    3    289     46     56     95     61      0      0      0      0   1215   1410   9033   9033      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    305     52     59     95     61      0      0      0      0   1215   1410   9033   9033      0 
    1    288     48     54     94     62      0      0      0      0   1215   1410   9033   9033      0 
    2    295     56     61     95     61      0      0      0      0   1215   1410   9033   9033      0 
    3    261     51     57     95     65      0      0      0      0   1215   1410   9033   9033      0 
    0    297     55     58     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    281     47     55     94     64      0      0      0      0   1215   1410   9033   9033      0 
    2    301     52     60     95     65      0      0      0      0   1215   1410   9033   9033      0 
    3    285     46     56     95     61      0      0      0      0   1215   1410   9033   9033      0 
    0    301     52     59     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    261     48     54     94     62      0      0      0      0   1215   1410   9033   9033      0 
    2    290     56     63     95     60      0      0      0      0   1215   1410   9033   9033      0 
    3    306     51     57     96     65      0      0      0      0   1215   1410   9033   9033      0 
    0    292     55     59     93     59      0      0      0      0   1215   1410   9033   9033      0 
    1    249     47     54     95     65      0      0      0      0   1215   1410   9033   9033      0 
    2    297     53     61     94     63      0      0      0      0   1215   1410   9033   9033      0 
    3    283     46     55     93     60      0      0      0      0   1215   1410   9033   9033      0 
    0    324     52     58     93     60      0      0      0      0   1215   1410   9033   9033      0 
    1    289     48     54     95     61      0      0      0      0   1215   1410   9033   9033      0 
    2    289     56     63     95     64      0      0      0      0   1215   1410   9033   9033      0 
    3    283     52     57     96     65      0      0      0      0   1215   1410   9033   9033      0 
    0    298     56     59     94     61      0      0      0      0   1215   1410   9033   9033      0 
    1    290     47     56     95     62      0      0      0      0   1215   1410   9033   9033      0 
    2    294     52     61     95     64      0      0      0      0   1215   1410   9033   9033      0 
    3    249     46     56     95     64      0      0      0      0   1215   1410   9033   9033      0 
    0    298     52     57     95     62      0      0      0      0   1215   1410   9033   9033      0 
    1    278     49     55     95     65      0      0      0      0   1215   1410   9033   9033      0 
    2    290     56     63     95     62      0      0      0      0   1215   1410   9033   9033      0 
    3    294     51     57     94     65      0      0      0      0   1215   1410   9033   9033      0 
    0    266     56     60     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    288     47     55     95     61      0      0      0      0   1215   1410   9033   9033      0 
    2    257     52     60     95     64      0      0      0      0   1215   1410   9033   9033      0 
    3    244     46     56     95     64      0      0      0      0   1215   1410   9033   9033      0 
    0    287     52     59     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    280     49     53     95     65      0      0      0      0   1215   1410   9033   9033      0 
    2    287     57     61     95     62      0      0      0      0   1215   1410   9033   9033      0 
    3    280     52     58     95     64      0      0      0      0   1215   1410   9033   9033      0 
    0    292     56     59     92     59      0      0      0      0   1215   1410   9033   9033      0 
    1    280     47     56     94     61      0      0      0      0   1215   1410   9033   9033      0 
    2    334     52     60     94     62      0      0      0      0   1215   1410   9033   9033      0 
    3    294     46     57     96     64      0      0      0      0   1215   1410   9033   9033      0 
    0    300     52     59     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    291     49     55     96     65      0      0      0      0   1215   1410   9033   9033      0 
    2    294     57     62     95     62      0      0      0      0   1215   1410   9033   9033      0 
    3    252     51     58     95     63      0      0      0      0   1215   1410   9033   9033      0 
    0    288     56     60     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    316     47     56     95     62      0      0      0      0   1215   1410   9033   9033      0 
    2    265     53     62     94     65      0      0      0      0   1215   1410   9033   9033      0 
    3    271     46     56     95     62      0      0      0      0   1215   1410   9033   9033      0 
    0    298     52     58     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    289     49     54     95     63      0      0      0      0   1215   1410   9033   9033      0 
    2    319     57     64     95     62      0      0      0      0   1215   1410   9033   9033      0 
    3    284     52     58     95     64      0      0      0      0   1215   1410   9033   9033      0 
    0    264     56     61     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    312     47     56     95     65      0      0      0      0   1215   1410   9033   9033      0 
    2    334     53     62     95     62      0      0      0      0   1215   1410   9033   9033      0 
    3    249     46     56     94     60      0      0      0      0   1215   1410   9033   9033      0 
    0    287     52     60     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    284     49     54     95     61      0      0      0      0   1215   1410   9033   9033      0 
    2    291     57     64     95     63      0      0      0      0   1215   1410   9033   9033      0 
    3    280     52     58     96     65      0      0      0      0   1215   1410   9033   9033      0 
    0    155     52     54     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    124     43     48     56     27      0      0      0      0   1215   1410   9033   9033      0 
    2    122     50     55     95     65      0      0      0      0   1215   1410   9033   9033      0 
    3    112     43     49     88     58      0      0      0      0   1215   1410   9033   9033      0 
    0    111     46     48     71     45      0      0      0      0   1215   1410   9033   9033      0 
    1    104     43     45     52     20      0      0      0      0   1215   1410   9033   9033      0 
    2    108     50     52     17      0      0      0      0      0   1215   1410   9033   9033      0 
    3    103     45     51     24      0      0      0      0      0   1215   1410   9033   9033      0 
    0    281     51     53     96     63      0      0      0      0   1215   1410   9033   9033      0 
    1    245     44     51     94     63      0      0      0      0   1215   1410   9033   9033      0 
    2    266     48     55     94     61      0      0      0      0   1215   1410   9033   9033      0 
    3    233     43     50     94     60      0      0      0      0   1215   1410   9033   9033      0 
    0    289     48     54     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    287     45     50     95     62      0      0      0      0   1215   1410   9033   9033      0 
    2    288     52     57     96     62      0      0      0      0   1215   1410   9033   9033      0 
    3    285     48     53     95     65      0      0      0      0   1215   1410   9033   9033      0 
    0    298     55     58     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    284     47     55     95     64      0      0      0      0   1215   1410   9033   9033      0 
    2    307     52     59     94     62      0      0      0      0   1215   1410   9033   9033      0 
    3    280     46     56     95     64      0      0      0      0   1215   1410   9033   9033      0 
    0    262     51     58     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    280     48     54     96     65      0      0      0      0   1215   1410   9033   9033      0 
    2    263     56     61     94     62      0      0      0      0   1215   1410   9033   9033      0 
    3    271     51     57     94     61      0      0      0      0   1215   1410   9033   9033      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    302     56     58     94     64      0      0      0      0   1215   1410   9033   9033      0 
    1    278     47     56     95     64      0      0      0      0   1215   1410   9033   9033      0 
    2    304     52     61     95     65      0      0      0      0   1215   1410   9033   9033      0 
    3    307     46     56     95     62      0      0      0      0   1215   1410   9033   9033      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    306     52     58     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    283     48     54     93     62      0      0      0      0   1215   1410   9033   9033      0 
    2    293     56     62     95     64      0      0      0      0   1215   1410   9033   9033      0 
    3    295     51     58     95     64      0      0      0      0   1215   1410   9033   9033      0 
    0    301     56     60     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    270     47     56     95     63      0      0      0      0   1215   1410   9033   9033      0 
    2    297     53     62     93     62      0      0      0      0   1215   1410   9033   9033      0 
    3    277     46     56     95     61      0      0      0      0   1215   1410   9033   9033      0 
    0    297     52     59     95     62      0      0      0      0   1215   1410   9033   9033      0 
    1    317     48     53     96     65      0      0      0      0   1215   1410   9033   9033      0 
    2    296     57     64     95     63      0      0      0      0   1215   1410   9033   9033      0 
    3    242     52     58     94     62      0      0      0      0   1215   1410   9033   9033      0 
    0    302     56     61     95     62      0      0      0      0   1215   1410   9033   9033      0 
    1    289     47     56     95     63      0      0      0      0   1215   1410   9033   9033      0 
    2    303     53     60     95     65      0      0      0      0   1215   1410   9033   9033      0 
    3    285     46     57     95     62      0      0      0      0   1215   1410   9033   9033      0 
    0    261     52     58     95     62      0      0      0      0   1215   1410   9033   9033      0 
    1    285     48     53     93     60      0      0      0      0   1215   1410   9033   9033      0 
    2    259     57     63     95     63      0      0      0      0   1215   1410   9033   9033      0 
    3    288     52     58     96     65      0      0      0      0   1215   1410   9033   9033      0 
    0    296     56     60     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    273     47     56     96     64      0      0      0      0   1215   1410   9033   9033      0 
    2    331     53     62     95     65      0      0      0      0   1215   1410   9033   9033      0 
    3    283     46     56     95     62      0      0      0      0   1215   1410   9033   9033      0 
    0    299     52     60     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    304     49     55     96     64      0      0      0      0   1215   1410   9033   9033      0 
    2    297     57     64     95     64      0      0      0      0   1215   1410   9033   9033      0 
    3    281     52     58     94     65      0      0      0      0   1215   1410   9033   9033      0 
    0    329     56     61     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    257     47     56     94     63      0      0      0      0   1215   1410   9033   9033      0 
    2    298     53     60     95     65      0      0      0      0   1215   1410   9033   9033      0 
    3    274     46     57     95     64      0      0      0      0   1215   1410   9033   9033      0 
    0    295     52     60     93     60      0      0      0      0   1215   1410   9033   9033      0 
    1    240     49     53     95     64      0      0      0      0   1215   1410   9033   9033      0 
    2    291     57     64     95     64      0      0      0      0   1215   1410   9033   9033      0 
    3    277     52     58     95     65      0      0      0      0   1215   1410   9033   9033      0 
    0    258     55     58     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    145     46     55     95     65      0      0      0      0   1215   1410   9033   9033      0 
    2    168     50     55     95     65      0      0      0      0   1215   1410   9033   9033      0 
    3    142     44     55     95     63      0      0      0      0   1215   1410   9033   9033      0 
    0    278     52     59     86     55      0      0      0      0   1215   1410   9033   9033      0 
    1    308     48     54     68     45      0      0      0      0   1215   1410   9033   9033      0 
    2    271     57     64     68     44      0      0      0      0   1215   1410   9033   9033      0 
    3    281     51     58     68     45      0      0      0      0   1215   1410   9033   9033      0 
    0    304     57     60     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    284     47     55     95     63      0      0      0      0   1215   1410   9033   9033      0 
    2    291     53     63     94     65      0      0      0      0   1215   1410   9033   9033      0 
    3    276     46     54     94     61      0      0      0      0   1215   1410   9033   9033      0 
    0    302     52     59     93     58      0      0      0      0   1215   1410   9033   9033      0 
    1    250     49     55     96     64      0      0      0      0   1215   1410   9033   9033      0 
    2    295     57     64     94     63      0      0      0      0   1215   1410   9033   9033      0 
    3    287     52     59     95     65      0      0      0      0   1215   1410   9033   9033      0 
    0    312     57     60     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    248     47     56     94     62      0      0      0      0   1215   1410   9033   9033      0 
    2    278     53     62     94     61      0      0      0      0   1215   1410   9033   9033      0 
    3    258     46     54     94     60      0      0      0      0   1215   1410   9033   9033      0 
    0    304     52     60     96     64      0      0      0      0   1215   1410   9033   9033      0 
    1    308     49     56     95     65      0      0      0      0   1215   1410   9033   9033      0 
    2    309     57     63     92     61      0      0      0      0   1215   1410   9033   9033      0 
    3    269     52     59     93     61      0      0      0      0   1215   1410   9033   9033      0 
    0    258     57     62     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    286     47     57     96     65      0      0      0      0   1215   1410   9033   9033      0 
    2    304     53     62     95     63      0      0      0      0   1215   1410   9033   9033      0 
    3    286     47     58     93     61      0      0      0      0   1215   1410   9033   9033      0 
    0    278     53     61     95     61      0      0      0      0   1215   1410   9033   9033      0 
    1    276     49     54     94     61      0      0      0      0   1215   1410   9033   9033      0 
    2    262     58     65     95     64      0      0      0      0   1215   1410   9033   9033      0 
    3    292     52     58     95     65      0      0      0      0   1215   1410   9033   9033      0 
    0    330     57     62     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    249     47     57     95     62      0      0      0      0   1215   1410   9033   9033      0 
    2    273     53     62     94     61      0      0      0      0   1215   1410   9033   9033      0 
    3    250     47     57     95     61      0      0      0      0   1215   1410   9033   9033      0 
    0    287     52     60     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    310     49     55     96     62      0      0      0      0   1215   1410   9033   9033      0 
    2    302     57     65     94     61      0      0      0      0   1215   1410   9033   9033      0 
    3    279     52     59     93     60      0      0      0      0   1215   1410   9033   9033      0 
    0    320     57     61     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    286     47     56     93     61      0      0      0      0   1215   1410   9033   9033      0 
    2    305     53     60     92     60      0      0      0      0   1215   1410   9033   9033      0 
    3    283     47     56     95     62      0      0      0      0   1215   1410   9033   9033      0 
    0    290     53     60     95     60      0      0      0      0   1215   1410   9033   9033      0 
    1    278     49     54     92     61      0      0      0      0   1215   1410   9033   9033      0 
    2    274     57     64     95     61      0      0      0      0   1215   1410   9033   9033      0 
    3    242     53     59     93     60      0      0      0      0   1215   1410   9033   9033      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    245     55     56     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    237     45     50     93     60      0      0      0      0   1215   1410   9033   9033      0 
    2    253     51     55     92     60      0      0      0      0   1215   1410   9033   9033      0 
    3    237     44     51     95     63      0      0      0      0   1215   1410   9033   9033      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    230     50     54     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    231     47     49     93     60      0      0      0      0   1215   1410   9033   9033      0 
    2    233     55     58     95     60      0      0      0      0   1215   1410   9033   9033      0 
    3    217     50     52     93     60      0      0      0      0   1215   1410   9033   9033      0 
    0    240     53     54     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    215     44     49     95     65      0      0      0      0   1215   1410   9033   9033      0 
    2    219     50     55     94     62      0      0      0      0   1215   1410   9033   9033      0 
    3    222     43     50     96     63      0      0      0      0   1215   1410   9033   9033      0 
    0    251     49     53     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    209     45     48     95     64      0      0      0      0   1215   1410   9033   9033      0 
    2    253     54     57     95     64      0      0      0      0   1215   1410   9033   9033      0 
    3    224     49     51     95     63      0      0      0      0   1215   1410   9033   9033      0 
    0    245     53     54     93     59      0      0      0      0   1215   1410   9033   9033      0 
    1    238     44     50     95     64      0      0      0      0   1215   1410   9033   9033      0 
    2    247     49     55     95     65      0      0      0      0   1215   1410   9033   9033      0 
    3    234     43     49     92     59      0      0      0      0   1215   1410   9033   9033      0 
    0    227     49     53     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    250     45     48     93     62      0      0      0      0   1215   1410   9033   9033      0 
    2    250     53     54     95     60      0      0      0      0   1215   1410   9033   9033      0 
    3    213     48     52     93     61      0      0      0      0   1215   1410   9033   9033      0 
    0    241     52     53     94     62      0      0      0      0   1215   1410   9033   9033      0 
    1    250     44     49     95     65      0      0      0      0   1215   1410   9033   9033      0 
    2    264     49     54     95     64      0      0      0      0   1215   1410   9033   9033      0 
    3    222     43     49     95     60      0      0      0      0   1215   1410   9033   9033      0 
    0    254     49     53     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    247     45     48     95     65      0      0      0      0   1215   1410   9033   9033      0 
    2    252     53     56     94     61      0      0      0      0   1215   1410   9033   9033      0 
    3    236     49     52     95     65      0      0      0      0   1215   1410   9033   9033      0 
    0    245     52     53     94     61      0      0      0      0   1215   1410   9033   9033      0 
    1    227     44     48     95     65      0      0      0      0   1215   1410   9033   9033      0 
    2    241     49     53     95     65      0      0      0      0   1215   1410   9033   9033      0 
    3    234     43     50     95     64      0      0      0      0   1215   1410   9033   9033      0 
    0    247     49     52     95     63      0      0      0      0   1215   1410   9033   9033      0 
    1    245     45     47     95     64      0      0      0      0   1215   1410   9033   9033      0 
    2    245     53     56     95     63      0      0      0      0   1215   1410   9033   9033      0 
    3    215     48     52     93     61      0      0      0      0   1215   1410   9033   9033      0 
    0    240     52     53     94     62      0      0      0      0   1215   1410   9033   9033      0 
    1    231     44     49     95     65      0      0      0      0   1215   1410   9033   9033      0 
    2    264     49     53     94     64      0      0      0      0   1215   1410   9033   9033      0 
    3    212     43     49     96     61      0      0      0      0   1215   1410   9033   9033      0 
    0    241     49     52     95     62      0      0      0      0   1215   1410   9033   9033      0 
    1    216     45     48     96     62      0      0      0      0   1215   1410   9033   9033      0 
    2    249     53     55     94     62      0      0      0      0   1215   1410   9033   9033      0 
    3    224     48     52     95     65      0      0      0      0   1215   1410   9033   9033      0 
    0    244     53     52     93     59      0      0      0      0   1215   1410   9033   9033      0 
    1    248     44     48     96     65      0      0      0      0   1215   1410   9033   9033      0 
    2    252     49     54     95     65      0      0      0      0   1215   1410   9033   9033      0 
    3    240     43     49     93     59      0      0      0      0   1215   1410   9033   9033      0 
    0    235     48     52     95     64      0      0      0      0   1215   1410   9033   9033      0 
    1    235     45     48     92     60      0      0      0      0   1215   1410   9033   9033      0 
    2    254     53     55     96     64      0      0      0      0   1215   1410   9033   9033      0 
    3    206     48     52     94     63      0      0      0      0   1215   1410   9033   9033      0 
    0    255     52     52     95     61      0      0      0      0   1215   1410   9033   9033      0 
    1    217     44     48     96     62      0      0      0      0   1215   1410   9033   9033      0 
    2    265     49     53     95     63      0      0      0      0   1215   1410   9033   9033      0 
    3    217     43     50     96     63      0      0      0      0   1215   1410   9033   9033      0 
    0    244     48     52     95     62      0      0      0      0   1215   1410   9033   9033      0 
    1    221     45     47     96     65      0      0      0      0   1215   1410   9033   9033      0 
    2    231     53     55     95     63      0      0      0      0   1215   1410   9033   9033      0 
    3    236     48     52     95     65      0      0      0      0   1215   1410   9033   9033      0 
srun: Job step aborted: Waiting up to 32 seconds for job step to finish.
[2026-08-18T02:39:28.647] error: *** STEP 57196231.17 ON nid001133 CANCELLED AT 2026-08-18T02:39:28 DUE to SIGNAL Killed ***
srun: error: nid001136: task 1: Killed
srun: Terminating StepId=57196231.17
srun: error: nid001133: task 0: Killed
