cycle,time_hex,rk_stage,tree_checksum,gamma0,gamma1,beta_stage,dt,dt_hex,candidate_min,min_gid,min_i,min_j,min_rho,min_z,nonpositive,nonfinite
20,0x1.299999999999ap-4,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.3317252050272963,7,56,67,3.640625,-0.015625,0,0
20,0x1.299999999999ap-4,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33172432731888862,7,56,67,3.640625,-0.015625,0,0
20,0x1.299999999999ap-4,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33172499200470157,7,56,67,3.640625,-0.015625,0,0
20,0x1.299999999999ap-4,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33172499941014072,7,56,67,3.640625,-0.015625,0,0
21,0x1.3333333333334p-4,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33172642501045935,7,56,67,3.640625,-0.015625,0,0
21,0x1.3333333333334p-4,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33172551899666702,7,56,67,3.640625,-0.015625,0,0
21,0x1.3333333333334p-4,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33172620477809445,7,56,67,3.640625,-0.015625,0,0
21,0x1.3333333333334p-4,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33172621217173698,7,56,67,3.640625,-0.015625,0,0
22,0x1.3cccccccccccep-4,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33172768201290143,7,56,67,3.640625,-0.015625,0,0
22,0x1.3cccccccccccep-4,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33172674773906818,7,56,67,3.640625,-0.015625,0,0
22,0x1.3cccccccccccep-4,3,780255f2b66ca8c4,-3.8438336996600251,2.121209265338722,1.131678018054042,0.0023437499999999999,0x1.3333333333333p-9,0.33172745458185621,7,56,67,3.640625,-0.015625,0,0
22,0x1.3cccccccccccep-4,4,780255f2b66ca8c4,0.54637089112186299,0.19865303568270501,0.31066576650933603,0.0023437499999999999,0x1.3333333333333p-9,0.33172746196337272,7,56,67,3.640625,-0.015625,0,0
23,0x1.4666666666668p-4,1,780255f2b66ca8c4,0,1,1.1937439059747379,0.0023437499999999999,0x1.3333333333333p-9,0.33172897597215645,7,56,67,3.640625,-0.015625,0,0
23,0x1.4666666666668p-4,2,780255f2b66ca8c4,0.121098479554482,0.72178167811141103,0.099279895495783005,0.0023437499999999999,0x1.3333333333333p-9,0.33172801348486519,7,56,67,3.640625,-0.015625,0,0
