region,family,variable,coarse_resolution,fine_resolution,rms,ring_rms,linf,linf_rho,linf_z
core_r12_mb_interior,state,state_z4c_Gamx,128,256,0.00010764187049133081,0.00010339257078562886,0.00040444369349892234,9.375,-0.625
core_r12_mb_interior,state,state_z4c_Gamy,128,256,0.00010374783568189862,0.00010373970562451611,0.0003417224522949281,5.25,-2.125
core_r12_mb_interior,state,state_z4c_Gamz,128,256,0.0,0.0,0.0,0.625,-11.375
core_r12_mb_interior,state,state_z4c_Theta,128,256,3.2719237424165346e-05,3.4993037519044534e-05,0.00030225974256363816,4.75,-0.625
core_r12_mb_interior,state,state_z4c_alpha,128,256,0.0002803673053702792,0.0002806508984901702,0.0010707602987676257,4.625,0.625
core_r12_mb_interior,state,state_z4c_betax,128,256,3.682937455794036e-05,3.6213297365510966e-05,0.00016502542628113633,3.375,0.625
core_r12_mb_interior,state,state_z4c_betay,128,256,3.902930083530317e-05,3.9561249229060115e-05,0.00015166347493000484,5.375,-2.0
core_r12_mb_interior,state,state_z4c_betaz,128,256,0.0,0.0,0.0,0.625,-11.375
core_r12_mb_interior,state,state_z4c_Bx,128,256,0.0006719842471356129,0.0008037724409673478,0.0017126314964605732,9.125,0.625
core_r12_mb_interior,state,state_z4c_By,128,256,0.0008431179769030437,0.0007120222375494555,0.001959499800503778,3.375,-3.25
core_r12_mb_interior,state,state_z4c_Bz,128,256,0.0,0.0,0.0,0.625,-11.375
core_r12_mb_interior,rhs,rhs_z4c_chi,128,256,3.117172702703191e-05,3.200898785751209e-05,0.0001495552672753156,4.625,0.625
core_r12_mb_interior,rhs,rhs_z4c_gxx,128,256,7.867777368346242e-05,8.288490767940073e-05,0.0005280009817218122,4.75,0.625
core_r12_mb_interior,rhs,rhs_z4c_gxy,128,256,6.671877753158265e-05,6.145230378314998e-05,0.0004101755809496621,4.625,-0.75
core_r12_mb_interior,rhs,rhs_z4c_gxz,128,256,0.0,0.0,0.0,0.625,-11.375
core_r12_mb_interior,rhs,rhs_z4c_gyy,128,256,8.017808900202351e-05,7.81378081308136e-05,0.0005939552740208236,4.75,-0.625
core_r12_mb_interior,rhs,rhs_z4c_gyz,128,256,0.0,0.0,0.0,0.625,-11.375
core_r12_mb_interior,rhs,rhs_z4c_gzz,128,256,9.422137510977903e-05,9.232867957027138e-05,0.0008178914212447416,3.375,0.625
core_r12_mb_interior,rhs,rhs_z4c_Khat,128,256,0.00024569388436460456,0.000232409900005225,0.0012843532288303108,2.625,0.625
core_r12_mb_interior,rhs,rhs_z4c_Axx,128,256,0.00012567754758863726,0.0001272742634056831,0.0008803435526077222,9.25,0.75
core_r12_mb_interior,rhs,rhs_z4c_Axy,128,256,8.725594064843061e-05,8.04734304795246e-05,0.0004901342842522048,8.625,2.375
core_r12_mb_interior,rhs,rhs_z4c_Axz,128,256,0.0,0.0,0.0,0.625,-11.375
core_r12_mb_interior,rhs,rhs_z4c_Ayy,128,256,0.00011525584366602221,0.00011511911903447429,0.0006025711632347899,4.75,-1.0
core_r12_mb_interior,rhs,rhs_z4c_Ayz,128,256,0.0,0.0,0.0,0.625,-11.375
core_r12_mb_interior,rhs,rhs_z4c_Azz,128,256,0.00013775506281492046,0.00013392490853351735,0.0010629558283054008,3.125,0.625
core_r12_mb_interior,rhs,rhs_z4c_Gamx,128,256,0.0003097662169013422,0.0003128634105747804,0.0035784025178033224,0.625,-0.625
core_r12_mb_interior,rhs,rhs_z4c_Gamy,128,256,0.0002829910429521771,0.00027523403529904007,0.0015387122309134253,3.375,5.5
core_r12_mb_interior,rhs,rhs_z4c_Gamz,128,256,0.0,0.0,0.0,0.625,-11.375
core_r12_mb_interior,rhs,rhs_z4c_Theta,128,256,4.777636486956197e-05,4.895887751581064e-05,0.0003964061039373527,3.375,0.625
core_r12_mb_interior,rhs,rhs_z4c_alpha,128,256,0.00023614230353331258,0.00021683287071532707,0.0011576510703511997,2.375,-0.625
core_r12_mb_interior,rhs,rhs_z4c_betax,128,256,5.139142380264775e-05,4.800141623869821e-05,0.0002841020859199253,2.5,-0.625
core_r12_mb_interior,rhs,rhs_z4c_betay,128,256,4.5365034217752875e-05,4.480434720922488e-05,0.00022414762534060922,5.375,-3.125
core_r12_mb_interior,rhs,rhs_z4c_betaz,128,256,0.0,0.0,0.0,0.625,-11.375
core_r12_mb_interior,rhs,rhs_z4c_Bx,128,256,0.0005131345975798448,0.0005907311079257437,0.0016211727919648589,2.5,-0.625
core_r12_mb_interior,rhs,rhs_z4c_By,128,256,0.000585371921714974,0.00047991234689506566,0.0015537866315856715,2.875,3.375
core_r12_mb_interior,rhs,rhs_z4c_Bz,128,256,0.0,0.0,0.0,0.625,-11.375
core_r12_mb_interior,constraints,con_C,128,256,3.9312485958501105e-07,3.941859520006665e-07,6.680338041988383e-06,5.125,1.625
core_r12_mb_interior,constraints,con_H,128,256,0.00019643763374637297,0.00019615165042943217,0.0020432855929581814,5.125,1.625
core_r12_mb_interior,constraints,con_M,128,256,8.50494992619476e-08,8.454050912967678e-08,1.3614998267703972e-06,5.125,-1.625
core_r12_mb_interior,constraints,con_Z,128,256,8.034884130042219e-09,7.573990169732784e-09,1.8897635799825346e-07,3.375,-0.625
core_r12_mb_interior,constraints,con_Mx,128,256,8.834413524702469e-05,8.406357130211825e-05,0.0014280135555821431,3.375,0.625
core_r12_mb_interior,constraints,con_My,128,256,0.00015869946942438965,0.00015917091527417628,0.0018303130680976543,5.125,1.625
core_r12_mb_interior,constraints,con_Mz,128,256,0.0,0.0,0.0,0.625,-11.375
axis,state,state_z4c_chi,128,256,0.0006742260431272051,,0.0032941357322113785,0.0,16.0
axis,state,state_z4c_gxx,128,256,0.0009167977588313377,,0.004439540671613895,0.0,16.0
axis,state,state_z4c_gxy,128,256,0.0,,0.0,0.0,-16.0
axis,state,state_z4c_gxz,128,256,0.0,,0.0,0.0,-16.0
axis,state,state_z4c_gyy,128,256,0.001870065951730496,,0.009105454959251746,0.0,16.0
axis,state,state_z4c_gyz,128,256,0.0,,0.0,0.0,-16.0
axis,state,state_z4c_gzz,128,256,0.0009167977588313377,,0.004439540671613895,0.0,16.0
axis,state,state_z4c_Khat,128,256,0.0003656726455983051,,0.001922548431866512,0.0,15.875
axis,state,state_z4c_Axx,128,256,0.00032804701595259866,,0.0014897933299690544,0.0,-15.875
axis,state,state_z4c_Axy,128,256,0.0,,0.0,0.0,-16.0
axis,state,state_z4c_Axz,128,256,0.0,,0.0,0.0,-16.0
axis,state,state_z4c_Ayy,128,256,0.0006819554170928538,,0.0031223556669998055,0.0,-15.875
axis,state,state_z4c_Ayz,128,256,0.0,,0.0,0.0,-16.0
axis,state,state_z4c_Azz,128,256,0.00032804701595259866,,0.0014897933299690544,0.0,-15.875
axis,state,state_z4c_Gamx,128,256,0.0,,0.0,0.0,-16.0
axis,state,state_z4c_Gamy,128,256,0.00036236613938639715,,0.0010170686436261403,0.0,15.75
axis,state,state_z4c_Gamz,128,256,0.0,,0.0,0.0,-16.0
axis,state,state_z4c_Theta,128,256,0.00044798617595539293,,0.0021255477023340344,0.0,-16.0
axis,state,state_z4c_alpha,128,256,2.868066741838607e-05,,6.137712189735467e-05,0.0,0.0
axis,state,state_z4c_betax,128,256,0.0,,0.0,0.0,-16.0
axis,state,state_z4c_betay,128,256,0.0001347720202667519,,0.00042601214117989067,0.0,15.75
axis,state,state_z4c_betaz,128,256,0.0,,0.0,0.0,-16.0
axis,state,state_z4c_Bx,128,256,0.0,,0.0,0.0,-16.0
axis,state,state_z4c_By,128,256,0.0008147290449688014,,0.0012064156616951455,0.0,-3.875
axis,state,state_z4c_Bz,128,256,0.0,,0.0,0.0,-16.0
axis,rhs,rhs_z4c_chi,128,256,0.0004291772002668871,,0.0017052684384574338,0.0,16.0
axis,rhs,rhs_z4c_gxx,128,256,0.000572095462531814,,0.002281476743475063,0.0,-16.0
axis,rhs,rhs_z4c_gxy,128,256,0.0,,0.0,0.0,-16.0
axis,rhs,rhs_z4c_gxz,128,256,0.0,,0.0,0.0,-16.0
axis,rhs,rhs_z4c_gyy,128,256,0.001186332445541553,,0.0048065485291546636,0.0,-16.0
axis,rhs,rhs_z4c_gyz,128,256,0.0,,0.0,0.0,-16.0
axis,rhs,rhs_z4c_gzz,128,256,0.000572095462531814,,0.002281476743475063,0.0,-16.0
axis,rhs,rhs_z4c_Khat,128,256,0.00018998862157247086,,0.0007561881950797766,0.0,0.625
axis,rhs,rhs_z4c_Axx,128,256,0.0001923262600582682,,0.0006936777614724133,0.0,-1.5
axis,rhs,rhs_z4c_Axy,128,256,0.0,,0.0,0.0,-16.0
axis,rhs,rhs_z4c_Axz,128,256,0.0,,0.0,0.0,-16.0
axis,rhs,rhs_z4c_Ayy,128,256,0.0004178122416288835,,0.001505597745079319,0.0,-1.5
axis,rhs,rhs_z4c_Ayz,128,256,0.0,,0.0,0.0,-16.0
axis,rhs,rhs_z4c_Azz,128,256,0.0001923262600582682,,0.0006936777614724133,0.0,-1.5
axis,rhs,rhs_z4c_Gamx,128,256,0.0,,0.0,0.0,-16.0
axis,rhs,rhs_z4c_Gamy,128,256,0.0018320554486203665,,0.008585672202244685,0.0,-2.5
axis,rhs,rhs_z4c_Gamz,128,256,0.0,,0.0,0.0,-16.0
axis,rhs,rhs_z4c_Theta,128,256,0.00039821798919839895,,0.0017252991554612535,0.0,-0.75
axis,rhs,rhs_z4c_alpha,128,256,5.769112826682896e-05,,0.00023177152337144555,0.0,-0.125
axis,rhs,rhs_z4c_betax,128,256,0.0,,0.0,0.0,-16.0
axis,rhs,rhs_z4c_betay,128,256,0.00015361032348524623,,0.0006510327588137048,0.0,-2.25
axis,rhs,rhs_z4c_betaz,128,256,0.0,,0.0,0.0,-16.0
axis,rhs,rhs_z4c_Bx,128,256,0.0,,0.0,0.0,-16.0
axis,rhs,rhs_z4c_By,128,256,0.0006076292282445713,,0.0008910736791802642,0.0,3.75
axis,rhs,rhs_z4c_Bz,128,256,0.0,,0.0,0.0,-16.0
axis,constraints,con_C,128,256,1.9485806872426262e-05,,0.00010697326534066076,0.0,16.0
axis,constraints,con_H,128,256,0.0016571867743629635,,0.006873396765172378,0.0,1.25
axis,constraints,con_M,128,256,1.8615030903094488e-07,,1.949609397148248e-06,0.0,-0.625
axis,constraints,con_Z,128,256,3.971390674715061e-06,,2.189546849690987e-05,0.0,16.0
axis,constraints,con_Mx,128,256,2.334074448830612e-18,,1.161200884045455e-17,0.0,-15.375
axis,constraints,con_My,128,256,0.0002923270669828144,,0.002241617410110937,0.0,-0.625
axis,constraints,con_Mz,128,256,0.0,,0.0,0.0,-16.0
same_level,state,state_z4c_chi,128,256,0.0004945925290269108,0.0006120052909624256,0.004326502447198344,15.875,0.0
same_level,state,state_z4c_gxx,128,256,0.0011773659552748996,0.0015787428678595684,0.012216519263296588,15.875,0.0
same_level,state,state_z4c_gxy,128,256,4.4158986390084575e-05,4.1171735497215774e-05,0.0002336111011373987,4.0,2.125
same_level,state,state_z4c_gxz,128,256,0.0,0.0,0.0,0.125,-12.0
same_level,state,state_z4c_gyy,128,256,0.0009551240652197956,0.0010196166215396636,0.007497960572441453,4.0,-15.875
same_level,state,state_z4c_gyz,128,256,0.0,0.0,0.0,0.125,-12.0
same_level,state,state_z4c_gzz,128,256,0.0006615014753067877,0.0008153564550436221,0.005830363265599159,15.875,0.0
same_level,state,state_z4c_Khat,128,256,0.0005973939114928821,0.0005454652225476719,0.019646500114991583,5.25,0.0
same_level,state,state_z4c_Axx,128,256,0.0007091384766171387,0.0007465381820133796,0.012917511627773017,5.5,0.0
same_level,state,state_z4c_Axy,128,256,4.0069721705333955e-05,3.473179168515128e-05,0.0002506443172081707,8.0,-2.0
same_level,state,state_z4c_Axz,128,256,0.0,0.0,0.0,0.125,-12.0
same_level,state,state_z4c_Ayy,128,256,0.0007415059899819383,0.0006484850518746031,0.014378543171230357,5.125,0.0
same_level,state,state_z4c_Ayz,128,256,0.0,0.0,0.0,0.125,-12.0
same_level,state,state_z4c_Azz,128,256,0.0003654154053506897,0.0003750168213805201,0.009540737063328808,5.25,0.0
same_level,state,state_z4c_Gamx,128,256,0.00024332481548388103,0.00031016701335488884,0.0022314067823110684,5.375,0.0
same_level,state,state_z4c_Gamy,128,256,0.00017086087171516408,0.0001484399520535152,0.0009119699527381481,4.0,15.75
same_level,state,state_z4c_Gamz,128,256,0.0,0.0,0.0,0.125,-12.0
same_level,state,state_z4c_Theta,128,256,0.0005012862758224625,0.0005129587374561349,0.012866536882890318,5.25,0.0
same_level,state,state_z4c_alpha,128,256,0.00022732614518891563,0.00017361530463896955,0.0011250656119541347,4.25,0.0
same_level,state,state_z4c_betax,128,256,9.594216980845351e-05,0.00012374425117705353,0.0008398025318547969,5.375,0.0
same_level,state,state_z4c_betay,128,256,6.514504629346568e-05,5.662377475250911e-05,0.0003812193506247532,4.0,15.75
same_level,state,state_z4c_betaz,128,256,0.0,0.0,0.0,0.125,-12.0
same_level,state,state_z4c_Bx,128,256,0.0005577817330100864,0.000565165318012692,0.0017233733549347208,9.125,0.0
same_level,state,state_z4c_By,128,256,0.0006578509819233489,0.0005169713200354955,0.001938208862386756,4.0,3.625
same_level,state,state_z4c_Bz,128,256,0.0,0.0,0.0,0.125,-12.0
same_level,rhs,rhs_z4c_chi,128,256,0.0003220281250922418,0.0003965713368712517,0.002328416595924209,15.875,0.0
same_level,rhs,rhs_z4c_gxx,128,256,0.0007740798216347912,0.0010304487152681657,0.0067303576087968595,15.875,0.0
same_level,rhs,rhs_z4c_gxy,128,256,4.0807971579053455e-05,3.770994302877398e-05,0.00021839512255671795,8.0,2.5
same_level,rhs,rhs_z4c_gxz,128,256,0.0,0.0,0.0,0.125,-12.0
same_level,rhs,rhs_z4c_gyy,128,256,0.0006263700082533385,0.0006632076414688367,0.004094240375956455,4.0,15.875
same_level,rhs,rhs_z4c_gyz,128,256,0.0,0.0,0.0,0.125,-12.0
same_level,rhs,rhs_z4c_gzz,128,256,0.0004360618610422288,0.0005258048235715442,0.0030852535881112485,15.875,0.0
same_level,rhs,rhs_z4c_Khat,128,256,0.0008070053417261746,0.0006553398178235442,0.03138222128218618,5.25,0.0
same_level,rhs,rhs_z4c_Axx,128,256,0.0006070866766390902,0.0005308814750314074,0.01251504364325151,5.375,0.0
same_level,rhs,rhs_z4c_Axy,128,256,6.00328531887069e-05,5.05397290601629e-05,0.0004716380202711423,4.0,-0.5
same_level,rhs,rhs_z4c_Axz,128,256,0.0,0.0,0.0,0.125,-12.0
same_level,rhs,rhs_z4c_Ayy,128,256,0.0006599629240754418,0.0005436750166821154,0.014911257782433632,5.375,0.0
same_level,rhs,rhs_z4c_Ayz,128,256,0.0,0.0,0.0,0.125,-12.0
same_level,rhs,rhs_z4c_Azz,128,256,0.00037782873589437677,0.00031504012062633866,0.012516801796037605,5.25,0.0
same_level,rhs,rhs_z4c_Gamx,128,256,0.0003239479484091722,0.000209604134165191,0.006261697004734959,0.125,0.0
same_level,rhs,rhs_z4c_Gamy,128,256,0.0002017472761034736,0.00015792295870125855,0.0014807901828052705,1.0,4.0
same_level,rhs,rhs_z4c_Gamz,128,256,0.0,0.0,0.0,0.125,-12.0
same_level,rhs,rhs_z4c_Theta,128,256,0.0003426833845608899,0.00031771142733637715,0.010293640855671408,5.25,0.0
same_level,rhs,rhs_z4c_alpha,128,256,0.00015106473599291482,0.00012003887393876956,0.001213977807418061,2.375,0.0
same_level,rhs,rhs_z4c_betax,128,256,6.447681110765162e-05,7.111105952173998e-05,0.000851596482947142,5.375,0.0
same_level,rhs,rhs_z4c_betay,128,256,4.999225803753751e-05,4.274565274351618e-05,0.00017800232153256275,6.5,-4.0
same_level,rhs,rhs_z4c_betaz,128,256,0.0,0.0,0.0,0.125,-12.0
same_level,rhs,rhs_z4c_Bx,128,256,0.0004058214455597557,0.0003982932553884688,0.0017306910301876505,2.375,0.0
same_level,rhs,rhs_z4c_By,128,256,0.0004919179107799983,0.0003875680302395357,0.0015219609963194884,4.0,-4.0
same_level,rhs,rhs_z4c_Bz,128,256,0.0,0.0,0.0,0.125,-12.0
same_level,constraints,con_C,128,256,1.858538519144564e-05,2.4040836513273533e-05,0.0002518410252837877,15.875,0.0
same_level,constraints,con_H,128,256,0.0003251445550987007,0.0002467003623664299,0.00569570990717938,4.125,0.0
same_level,constraints,con_M,128,256,3.291693290001641e-07,2.7827301493034747e-07,7.949413213716153e-06,5.0,0.0
same_level,constraints,con_Z,128,256,3.850750079514897e-06,5.174992049830059e-06,5.62776430039853e-05,15.875,0.0
same_level,constraints,con_Mx,128,256,0.00033106744771298647,0.0002372185807991101,0.005045074080868419,3.875,0.0
same_level,constraints,con_My,128,256,0.00015102142017921224,0.00013765803876321077,0.0018743023926484051,4.0,-0.625
same_level,constraints,con_Mz,128,256,0.0,0.0,0.0,0.125,-12.0
physical_boundary,state,state_z4c_chi,128,256,0.0025007508087979483,0.0024349138476320647,0.004711448601865453,16.0,0.0
physical_boundary,state,state_z4c_gxx,128,256,0.005730584513426753,0.006279525486311158,0.013313144401166488,16.0,0.0
physical_boundary,state,state_z4c_gxy,128,256,2.9349282184458295e-05,3.297036498857789e-05,0.00011921670008000977,16.0,15.75
physical_boundary,state,state_z4c_gxz,128,256,0.0,0.0,0.0,0.125,-16.0
physical_boundary,state,state_z4c_gyy,128,256,0.005059907051488939,0.004026316305128152,0.009104493876796793,0.125,16.0
physical_boundary,state,state_z4c_gyz,128,256,0.0,0.0,0.0,0.125,-16.0
physical_boundary,state,state_z4c_gzz,128,256,0.00333094483111529,0.0032388151516124977,0.006350518629773871,16.0,0.0
physical_boundary,state,state_z4c_Khat,128,256,8.93555896956421e-05,8.629377019925963e-05,0.00018388493268959243,16.0,15.625
physical_boundary,state,state_z4c_Axx,128,256,0.0018683754194203201,0.002054311032107202,0.004385302466643797,16.0,0.0
physical_boundary,state,state_z4c_Axy,128,256,5.9209588827409966e-06,6.513170888050649e-06,1.1683277955207583e-05,15.875,-16.0
physical_boundary,state,state_z4c_Axz,128,256,0.0,0.0,0.0,0.125,-16.0
physical_boundary,state,state_z4c_Ayy,128,256,0.0016211208049264078,0.0012802584800444235,0.0029411625779552763,0.125,16.0
physical_boundary,state,state_z4c_Ayz,128,256,0.0,0.0,0.0,0.125,-16.0
physical_boundary,state,state_z4c_Azz,128,256,0.0010608555528269967,0.0010357999564995501,0.002038389869865036,16.0,0.0
physical_boundary,state,state_z4c_Gamx,128,256,0.0005036669072746644,0.0005799533003561635,0.0012246238699712944,16.0,0.0
physical_boundary,state,state_z4c_Gamy,128,256,0.0004155998455441909,0.0002675045199682666,0.0008555675856500944,0.125,-16.0
physical_boundary,state,state_z4c_Gamz,128,256,0.0,0.0,0.0,0.125,-16.0
physical_boundary,state,state_z4c_Theta,128,256,0.001619094006149862,0.0015871051408570252,0.0031847156082994675,16.0,0.0
physical_boundary,state,state_z4c_alpha,128,256,6.386396181491696e-06,5.9344066429570046e-06,1.4339810965324773e-05,16.0,0.0
physical_boundary,state,state_z4c_betax,128,256,0.00020573253889947114,0.00023694485072782583,0.0005027213957504296,16.0,0.0
physical_boundary,state,state_z4c_betay,128,256,0.00016888465596697787,0.00010794287374637441,0.0003497448948925954,0.125,16.0
physical_boundary,state,state_z4c_betaz,128,256,0.0,0.0,0.0,0.125,-16.0
physical_boundary,state,state_z4c_Bx,128,256,0.0002451401450583311,0.0002774905687693899,0.0004554277732199824,16.0,0.0
physical_boundary,state,state_z4c_By,128,256,0.00022878643208511877,0.00018541848106888941,0.00037221719123974387,0.125,-16.0
physical_boundary,state,state_z4c_Bz,128,256,0.0,0.0,0.0,0.125,-16.0
physical_boundary,rhs,rhs_z4c_chi,128,256,0.0013057162947605239,0.001273168500729971,0.002447795923871896,16.0,0.0
physical_boundary,rhs,rhs_z4c_gxx,128,256,0.00303803274549778,0.0033381846672375106,0.007099504130269985,16.0,0.0
physical_boundary,rhs,rhs_z4c_gxy,128,256,1.9133491384785517e-05,2.1491149237792064e-05,5.786376142777793e-05,16.0,15.75
physical_boundary,rhs,rhs_z4c_gxz,128,256,0.0,0.0,0.0,0.125,-16.0
physical_boundary,rhs,rhs_z4c_gyy,128,256,0.0026623933198388133,0.002106394190949019,0.004806049568020684,0.125,16.0
physical_boundary,rhs,rhs_z4c_gyz,128,256,0.0,0.0,0.0,0.125,-16.0
physical_boundary,rhs,rhs_z4c_gzz,128,256,0.0017180275327464837,0.001669277853942174,0.003243080300511546,16.0,0.0
physical_boundary,rhs,rhs_z4c_Khat,128,256,1.9659965687707194e-05,2.1442859857083277e-05,5.445896208291546e-05,16.0,0.0
physical_boundary,rhs,rhs_z4c_Axx,128,256,0.0005112430258549153,0.0005572592322562911,0.0011489801682979745,16.0,0.0
physical_boundary,rhs,rhs_z4c_Axy,128,256,1.3521265369634642e-06,1.5237822605170104e-06,2.8622821065278495e-06,16.0,-15.75
physical_boundary,rhs,rhs_z4c_Axz,128,256,0.0,0.0,0.0,0.125,-16.0
physical_boundary,rhs,rhs_z4c_Ayy,128,256,0.0004565751468717833,0.0003739160950410257,0.0007861125405361818,0.125,-16.0
physical_boundary,rhs,rhs_z4c_Ayz,128,256,0.0,0.0,0.0,0.125,-16.0
physical_boundary,rhs,rhs_z4c_Azz,128,256,0.0003176166809594777,0.0003115062519392021,0.0006194765856281791,16.0,0.0
physical_boundary,rhs,rhs_z4c_Gamx,128,256,0.0001967478713065561,0.0002261307002357762,0.0004594266379612324,16.0,0.0
physical_boundary,rhs,rhs_z4c_Gamy,128,256,0.00016886761126522516,0.00011424674001517032,0.00033258166412687874,0.125,-16.0
physical_boundary,rhs,rhs_z4c_Gamz,128,256,0.0,0.0,0.0,0.125,-16.0
physical_boundary,rhs,rhs_z4c_Theta,128,256,0.00046465701608385386,0.00045775740898542624,0.0009056427658247217,16.0,0.0
physical_boundary,rhs,rhs_z4c_alpha,128,256,8.262649378598998e-06,7.89284313315757e-06,1.9109415396128962e-05,16.0,0.0
physical_boundary,rhs,rhs_z4c_betax,128,256,9.238086499593446e-05,0.00010625302119324239,0.00021951168814455648,16.0,0.0
physical_boundary,rhs,rhs_z4c_betay,128,256,7.805919583761992e-05,5.18761394840197e-05,0.00015630145658092714,0.125,-16.0
physical_boundary,rhs,rhs_z4c_betaz,128,256,0.0,0.0,0.0,0.125,-16.0
physical_boundary,rhs,rhs_z4c_Bx,128,256,0.0001830596180882315,0.00020735019205050213,0.00033947893489825456,16.0,0.0
physical_boundary,rhs,rhs_z4c_By,128,256,0.00017079777426020945,0.00013781105002642856,0.00027906979447008635,0.125,-16.0
physical_boundary,rhs,rhs_z4c_Bz,128,256,0.0,0.0,0.0,0.125,-16.0
physical_boundary,constraints,con_C,128,256,0.00011136524691846464,0.00012064176453514141,0.00034585148133434396,16.0,-15.875
physical_boundary,constraints,con_H,128,256,0.0017069175499677945,0.001960927814172584,0.02330815626733127,16.0,-15.875
physical_boundary,constraints,con_M,128,256,5.754888254920916e-07,6.521686780277112e-07,1.4295225851692119e-06,16.0,15.875
physical_boundary,constraints,con_Z,128,256,2.275413872407369e-05,2.464488268900937e-05,6.36930808422452e-05,16.0,0.0
physical_boundary,constraints,con_Mx,128,256,0.0002366584383752688,0.00023351345898957806,0.0007814446616127193,16.0,15.875
physical_boundary,constraints,con_My,128,256,0.0003195111779717822,0.0003665603239022208,0.0006693870495345442,16.0,5.125
physical_boundary,constraints,con_Mz,128,256,0.0,0.0,0.0,0.125,-16.0
independent_interior,state,state_z4c_chi,128,256,0.0006729022158836154,0.0007911695018077291,0.004325465680920182,15.875,0.125
independent_interior,state,state_z4c_gxx,128,256,0.0015376363476505312,0.002026210586103913,0.012213320522513449,15.875,-0.125
independent_interior,state,state_z4c_gxy,128,256,5.077813168205126e-05,4.783318976655677e-05,0.00029529384272972137,4.625,0.5
independent_interior,state,state_z4c_gxz,128,256,0.0,0.0,0.0,0.125,-15.875
independent_interior,state,state_z4c_gyy,128,256,0.0013680017571396906,0.0013229908318507266,0.00836686878977222,0.125,15.875
independent_interior,state,state_z4c_gyz,128,256,0.0,0.0,0.0,0.125,-15.875
independent_interior,state,state_z4c_gzz,128,256,0.0009002070166947576,0.0010529758544750504,0.00582890002556713,15.875,-0.125
independent_interior,state,state_z4c_Khat,128,256,0.00040178995821278044,0.0004472771201588913,0.003577459888316814,5.25,0.125
independent_interior,state,state_z4c_Axx,128,256,0.0006080192905424794,0.0007801850395888044,0.013724809804037175,5.25,0.125
independent_interior,state,state_z4c_Axy,128,256,0.0001039884561586442,8.397009785455199e-05,0.00779636321944642,5.375,0.125
independent_interior,state,state_z4c_Axz,128,256,0.0,0.0,0.0,0.125,-15.875
independent_interior,state,state_z4c_Ayy,128,256,0.0005288459405154523,0.0005017938666055316,0.01073209695690934,5.25,0.25
independent_interior,state,state_z4c_Ayz,128,256,0.0,0.0,0.0,0.125,-15.875
independent_interior,state,state_z4c_Azz,128,256,0.0003431274473896009,0.00039855256803550756,0.0024349887651768654,5.25,0.125
independent_interior,state,state_z4c_Gamx,128,256,0.0002912122795641107,0.0003862347208085858,0.001526796581801479,5.375,0.125
independent_interior,state,state_z4c_Gamy,128,256,0.0002383939265830771,0.00018495945967791062,0.0020362142271273184,5.25,-0.125
independent_interior,state,state_z4c_Gamz,128,256,0.0,0.0,0.0,0.125,-15.875
independent_interior,state,state_z4c_Theta,128,256,0.0004558520390346295,0.0005349793794780365,0.00421171371987988,5.25,0.125
independent_interior,state,state_z4c_alpha,128,256,0.00019432489558029222,0.00015289978915046008,0.0011238395296447878,4.25,0.125
independent_interior,state,state_z4c_betax,128,256,0.00011526960369154185,0.0001546762605219127,0.0006131763401009196,15.75,0.125
independent_interior,state,state_z4c_betay,128,256,9.445409659720485e-05,7.299070152747697e-05,0.0007353359999933487,5.25,0.125
independent_interior,state,state_z4c_betaz,128,256,0.0,0.0,0.0,0.125,-15.875
independent_interior,state,state_z4c_Bx,128,256,0.000509841356193314,0.0005246588830926581,0.001722983268621088,9.125,-0.125
independent_interior,state,state_z4c_By,128,256,0.0006188067751091922,0.00045729257338942593,0.0019622169629289615,3.5,3.375
independent_interior,state,state_z4c_Bz,128,256,0.0,0.0,0.0,0.125,-15.875
independent_interior,rhs,rhs_z4c_chi,128,256,0.0004374910418256586,0.0005128727858089894,0.002327875418918934,15.875,-0.125
independent_interior,rhs,rhs_z4c_gxx,128,256,0.0010074139119135741,0.0013210596997491966,0.00672859055790258,15.875,0.125
independent_interior,rhs,rhs_z4c_gxy,128,256,4.9805220779920674e-05,4.2180451900002254e-05,0.0005026458952733931,4.5,0.625
independent_interior,rhs,rhs_z4c_gxz,128,256,0.0,0.0,0.0,0.125,-15.875
independent_interior,rhs,rhs_z4c_gyy,128,256,0.0008910449630182096,0.0008570971632054673,0.004561875273009606,0.125,15.875
independent_interior,rhs,rhs_z4c_gyz,128,256,0.0,0.0,0.0,0.125,-15.875
independent_interior,rhs,rhs_z4c_gzz,128,256,0.0005825690539203982,0.000675470248037031,0.0030845078761299084,15.875,-0.125
independent_interior,rhs,rhs_z4c_Khat,128,256,0.00018649424101884948,0.00015393977978516094,0.004333705544849242,5.375,0.125
independent_interior,rhs,rhs_z4c_Axx,128,256,0.0003107420787280255,0.00036244529270156007,0.014229004581860757,5.25,-0.125
independent_interior,rhs,rhs_z4c_Axy,128,256,0.00011209858369533051,9.039131278445793e-05,0.008766521157846124,5.375,-0.125
independent_interior,rhs,rhs_z4c_Axz,128,256,0.0,0.0,0.0,0.125,-15.875
independent_interior,rhs,rhs_z4c_Ayy,128,256,0.0002664278003253587,0.00024046577948536366,0.011123635918174805,5.25,-0.125
independent_interior,rhs,rhs_z4c_Ayz,128,256,0.0,0.0,0.0,0.125,-15.875
