gid,i,j,rho,z,axis_distance,block_edge_distance,coarse_fine_interface_distance,delta_C,delta_H,delta_M,delta_Z
30,3,26,5.0546875,-0.0859375,5.0546875,0.0546875,0.0546875,10.636149449615303,0.3587078989344764,10.603088684973969,2.945168656281861e-05
51,3,5,5.0546875,0.0859375,5.0546875,0.0546875,0.0546875,10.63614939824506,0.35870789898050315,10.603088633040368,2.945168589472091e-05
30,5,24,5.0859375,-0.1171875,5.0859375,0.0859375,0.0859375,10.311837714447124,0.021542551161799636,10.31221880663051,-9.453407827979977e-06
51,5,7,5.0859375,0.1171875,5.0859375,0.0859375,0.0859375,10.311837614174392,0.02154255089924574,10.312218706396958,-9.45340752084751e-06
30,9,25,5.1484375,-0.1015625,5.1484375,0.1015625,0.1484375,10.232428663277652,-0.25557221610746883,10.16732447774119,-2.9001651836298807e-05
51,9,6,5.1484375,0.1015625,5.1484375,0.1015625,0.1484375,10.232428550441428,-0.25557221469183383,10.167324365570796,-2.900165194995708e-05
51,4,2,5.0703125,0.0390625,5.0703125,0.0390625,0.0703125,10.146458088941586,1.089761187709646,8.671761225402209,0.0012192959060697665
30,4,29,5.0703125,-0.0390625,5.0703125,0.0390625,0.0703125,10.146457957010085,1.0897611899186297,8.671761098523344,0.0012192959191197838
30,4,25,5.0703125,-0.1015625,5.0703125,0.0703125,0.0703125,9.857712814724664,-0.23841113902167188,9.79845054814967,3.7719994044195918e-06
51,4,6,5.0703125,0.1015625,5.0703125,0.0703125,0.0703125,9.857712744412618,-0.23841113854381166,9.79845047785884,3.7719991229742468e-06
30,13,29,5.2109375,-0.0390625,5.2109375,0.0390625,0.2109375,9.42736091455557,0.35869366194416213,9.231566074667162,3.6308381164492525e-06
51,13,2,5.2109375,0.0390625,5.2109375,0.0390625,0.2109375,9.427360908805841,0.3586936613956765,9.23156606955098,3.6308377771553655e-06
51,8,2,5.1328125,0.0390625,5.1328125,0.0390625,0.1328125,8.98610883668714,-1.45799996199968,5.196551897256966,0.002404892013728732
30,8,29,5.1328125,-0.0390625,5.1328125,0.0390625,0.1328125,8.986108823931014,-1.4579999549303397,5.196551908487904,0.002404892073127899
30,10,24,5.1640625,-0.1171875,5.1640625,0.1171875,0.1640625,8.535938444306774,0.027316842551713974,8.53657127817667,-4.7053803681329764e-07
51,10,7,5.1640625,0.1171875,5.1640625,0.1171875,0.1640625,8.535938363196548,0.027316842182167157,8.536571197130499,-4.7053790407039717e-07
51,13,1,5.2109375,0.0234375,5.2109375,0.0234375,0.2109375,8.448297782841589,0.3716755198741294,8.30325953015382,-7.262386286755463e-05
30,13,30,5.2109375,-0.0234375,5.2109375,0.0234375,0.2109375,8.44829777801726,0.3716755207521256,8.303259528153658,-7.262386296587117e-05
30,10,27,5.1640625,-0.0703125,5.1640625,0.0703125,0.1640625,7.8686357862340435,-0.6656578634046895,7.447014285437763,-7.35627574674956e-06
51,10,4,5.1640625,0.0703125,5.1640625,0.0703125,0.1640625,7.868635660769808,-0.6656578621610029,7.447014163398784,-7.3562736571129635e-06
51,5,3,5.0859375,0.0546875,5.0859375,0.0546875,0.0859375,7.541120541810994,0.08922565831675727,7.664451446096418,-0.0001967749605193078
30,5,28,5.0859375,-0.0546875,5.0859375,0.0546875,0.0859375,7.541120288326702,0.08922565369111421,7.664451188688146,-0.00019677497183258612
30,6,24,5.1015625,-0.1171875,5.1015625,0.1015625,0.1015625,7.224867669521644,-0.034604296179079654,7.220151920418714,-1.7879053495636804e-05
51,6,7,5.1015625,0.1171875,5.1015625,0.1015625,0.1015625,7.224867589667641,-0.034604296487589864,7.220151840723714,-1.7879053036081165e-05
30,3,27,5.0546875,-0.0703125,5.0546875,0.0546875,0.0546875,6.839548907770581,-0.3340860759230993,6.721293879112706,-6.653898018207658e-05
51,3,4,5.0546875,0.0703125,5.0546875,0.0546875,0.0546875,6.83954883228881,-0.33408607470239093,6.721293804848397,-6.653897908661066e-05
30,8,25,5.1328125,-0.1015625,5.1328125,0.1015625,0.1328125,6.718708211502971,-0.19799688317810643,6.682738668556524,-2.0792205922034138e-05
51,8,6,5.1328125,0.1015625,5.1328125,0.1015625,0.1328125,6.718708140403171,-0.19799688161368867,6.682738598075336,-2.0792206082585987e-05
30,6,31,5.1015625,-0.0078125,5.1015625,0.0078125,0.1015625,6.060923342034431,0.22197898186213527,5.594424133261035,-0.002457785929800475
51,6,0,5.1015625,0.0078125,5.1015625,0.0078125,0.1015625,6.060923319125103,0.2219790011394004,5.59442407528001,-0.0024577858858002358
51,3,1,5.0546875,0.0234375,5.0546875,0.0234375,0.0546875,5.512740173345575,0.7302772722556612,5.186710461878399,6.182261257399232e-05
30,3,30,5.0546875,-0.0234375,5.0546875,0.0234375,0.0546875,5.5127400565141595,0.7302772701103876,5.18671034376483,6.182261655675181e-05
30,8,24,5.1328125,-0.1171875,5.1328125,0.1171875,0.1328125,5.401679956945808,-0.0004419451579506656,5.394312988959992,7.193130237362511e-06
51,8,7,5.1328125,0.1171875,5.1328125,0.1171875,0.1328125,5.401679919387447,-0.0004419453174250021,5.394312951499399,7.193130538666479e-06
30,3,29,5.0546875,-0.0390625,5.0546875,0.0390625,0.0546875,5.115966410122728,1.3719602139930198,2.5694274078104216,0.0002981923333687374
51,3,2,5.0546875,0.0390625,5.0546875,0.0390625,0.0546875,5.1159663659230805,1.3719602104820217,2.5694273764720004,0.00029819233018946303
30,5,25,5.0859375,-0.1015625,5.0859375,0.0859375,0.0859375,5.0942954297743315,-0.13790131819724757,5.072995528003701,-4.411859776254924e-06
51,5,6,5.0859375,0.1015625,5.0859375,0.0859375,0.0859375,5.094295373850934,-0.13790131743997422,5.0729954721706605,-4.411859980884992e-06
30,11,25,5.1796875,-0.1015625,5.1796875,0.1015625,0.1796875,4.977665108756057,-0.1143258297945664,4.961763861940722,1.2325456851385872e-05
51,11,6,5.1796875,0.1015625,5.1796875,0.1015625,0.1796875,4.9776650814843535,-0.11432582977200244,4.961763834506517,1.2325456722955287e-05
