axisTau,field,region,E_128_256,E_256_512,Q,p,samples
5.0,Axy,axis_rho_lt_0.5,0.00013734704344958465,5.12472108119845e-05,2.680088170134425,1.4222804635648747,256
5.0,Axy,block_interiors,0.00021291009401020513,4.692183886796654e-05,4.537547955213633,2.1819128903553966,2048
5.0,Axy,coarse_fine_neighborhood,0.00040189860878442986,0.00016674854411720218,2.4102076027839154,1.2691574180765843,1052
5.0,Ayy,entire,0.001109266088684383,0.0011317072949139759,0.9801704854864449,-0.02889538935925693,8192
5.0,Ayy,axis_rho_lt_0.5,0.0012541565555552385,0.0015802280194342543,0.7936554346152181,-0.3334152974244441,256
5.0,Ayy,block_interiors,0.000831364078165114,0.001044524060252297,0.795926211565011,-0.32929340676120206,2048
5.0,Ayy,coarse_fine_neighborhood,0.0007669514153586998,0.0003935722724945759,1.9486927026071676,0.9625066039982375,1052
5.0,Gamx,entire,0.0007888759606275736,0.0008750608278551231,0.9015098556762062,-0.14958483100848693,8192
5.0,Gamx,axis_rho_lt_0.5,0.00023570058489100077,0.00015043994021818647,1.5667420802558074,0.6477677004473519,256
5.0,Gamx,block_interiors,0.0007872719557908571,0.0008410425567963839,0.9360667298330961,-0.09531671532680802,2048
5.0,Gamx,coarse_fine_neighborhood,0.0004615546803333508,0.000721795276773349,0.6394537276506501,-0.6450881287503022,1052
5.0,Gamy,entire,0.0004167057636510751,0.0004969474936070109,0.8385307683644513,-0.25406437305074425,8192
5.0,Gamy,axis_rho_lt_0.5,0.0007240380576093347,0.0008355709883480721,0.8665189046842824,-0.20669687014502297,256
5.0,Gamy,block_interiors,0.0004159773799610264,0.0004899700779943798,0.8489852720471593,-0.23618856835148225,2048
5.0,Gamy,coarse_fine_neighborhood,0.00017496267087956107,0.00014913786641592664,1.173160613627208,0.23040054160254314,1052
7.5,chi,entire,0.007507813345403718,0.009296067000847282,0.8076333082280307,-0.3082276836923707,8192
7.5,chi,axis_rho_lt_0.5,0.005642059217403668,0.006916623468304288,0.815724499571017,-0.29384611207064043,256
7.5,chi,block_interiors,0.0067988784671536755,0.008706782117991271,0.7808715522012207,-0.3568428400446214,2032
7.5,chi,coarse_fine_neighborhood,0.0032469271346331837,0.004923209429594928,0.6595143231394758,-0.6005241030407114,1210
7.5,alpha,entire,0.001030152701913803,0.0005018774566438849,2.0525980760374423,1.0374511576583332,8192
7.5,alpha,axis_rho_lt_0.5,0.003691031333240953,0.002131609998652862,1.7315697222163609,0.7920804792883347,256
7.5,alpha,block_interiors,0.001013032420900553,0.000495791101761097,2.0432646275864284,1.0308760627021643,2032
7.5,alpha,coarse_fine_neighborhood,0.001382838201822135,0.000660115619285072,2.094842420665332,1.0668417248434998,1210
7.5,K,entire,0.004332860051641858,0.004576638553387806,0.9467341589460908,-0.07896871820319157,8192
7.5,K,axis_rho_lt_0.5,0.005925650502810676,0.005267523494287957,1.1249404979847522,0.1698486943022632,256
7.5,K,block_interiors,0.0040747135202513825,0.00460600032186523,0.8846533294642283,-0.17681588019488206,2032
7.5,K,coarse_fine_neighborhood,0.003660895750163095,0.004259618214713503,0.8594422236053196,-0.21852743775501943,1210
7.5,Theta,entire,0.002369801632217741,0.0024957384663217234,0.9495392502846699,-0.07470045783994435,8192
7.5,Theta,axis_rho_lt_0.5,0.0017981495962803198,0.0017830311211332445,1.0084790865217577,0.012181166167838741,256
7.5,Theta,block_interiors,0.0022326244810939545,0.002528916552430046,0.8828383360252108,-0.17977881688671046,2032
7.5,Theta,coarse_fine_neighborhood,0.0018359414159643671,0.0025081596554236366,0.7319874602058657,-0.45010916120560085,1210
7.5,Axx,entire,0.0026339346010513624,0.002688197492293653,0.9798143955576746,-0.029419606851920573,8192
7.5,Axx,axis_rho_lt_0.5,0.0011790254305304132,0.00100349529736533,1.174918740153478,0.23256098042299536,256
7.5,Axx,block_interiors,0.002423454935518067,0.002658568818756053,0.9115637400170833,-0.13358455635035724,2032
7.5,Axx,coarse_fine_neighborhood,0.0017688875885624204,0.002395589885718466,0.738393328135091,-0.43753857753463915,1210
7.5,Axy,entire,0.0005431286687972596,0.0005074888541101598,1.070227778203309,0.09791788028258616,8192
7.5,Axy,axis_rho_lt_0.5,0.0003653211617377884,0.0004474534167610907,0.8164451271423517,-0.29257216863482166,256
7.5,Axy,block_interiors,0.0004827833712502618,0.00035858699597100737,1.3463493564314752,0.4290528151440615,2032
7.5,Axy,coarse_fine_neighborhood,0.0009665086635529938,0.0007177260264880614,1.3466261886617965,0.42934942718569497,1210
7.5,Ayy,entire,0.0016336734508099126,0.0016302350831316301,1.0021091238397823,0.0030396181643082146,8192
7.5,Ayy,axis_rho_lt_0.5,0.0024724628082663097,0.002475303845066279,0.9988522472480976,-0.0016568081884006185,256
7.5,Ayy,block_interiors,0.0014867050724329284,0.0016028305864370339,0.9275497267229948,-0.10850346698292873,2032
7.5,Ayy,coarse_fine_neighborhood,0.00116295101998998,0.0010935763620905862,1.0634383297813519,0.08873637189910477,1210
7.5,Gamx,entire,0.0013585239136063207,0.000978001137133124,1.3890821411400882,0.4741319132945389,8192
7.5,Gamx,axis_rho_lt_0.5,0.0005460797666243928,0.0005067810813006219,1.0775456834791726,0.10774903491227045,256
7.5,Gamx,block_interiors,0.0012775291467603598,0.0008921094390295216,1.4320318683659663,0.5180635986230908,2032
7.5,Gamx,coarse_fine_neighborhood,0.001539850535027364,0.001167358925546588,1.3190891861355887,0.3995421112503174,1210
7.5,Gamy,entire,0.0010241634112518412,0.0009377084889070573,1.0921980800723592,0.1272345258759948,8192
7.5,Gamy,axis_rho_lt_0.5,0.004343784514644433,0.002892741143027646,1.5016153536980752,0.58651530660723,256
7.5,Gamy,block_interiors,0.0009914051484175427,0.0008791946378461411,1.1276287476528473,0.17329216341076242,2032
7.5,Gamy,coarse_fine_neighborhood,0.0010241738670184882,0.0008189103256499349,1.2506544794213508,0.3226832685787908,1210
9.0,chi,entire,0.01168656286585272,0.013205711171040366,0.884962779701022,-0.1763113161549611,8192
9.0,chi,axis_rho_lt_0.5,0.008911953677961944,0.009424775263907625,0.9455879242118863,-0.0807164834316348,256
9.0,chi,block_interiors,0.010999399196208905,0.012818979386366494,0.8580557675213374,-0.22085667919995286,2000
9.0,chi,coarse_fine_neighborhood,0.0063749372219330126,0.00856779082643187,0.7440584569672448,-0.4265121237371879,1310
9.0,alpha,entire,0.0012121619387883264,0.0006275970798162199,1.9314333634937968,0.9496719039144352,8192
9.0,alpha,axis_rho_lt_0.5,0.004274655849442214,0.002603918670083136,1.641624179185956,0.715123885408711,256
9.0,alpha,block_interiors,0.0011412453816506797,0.000590524810854057,1.932595143631871,0.9505394412481885,2000
9.0,alpha,coarse_fine_neighborhood,0.0017362307131596356,0.0008844348991625213,1.963096113465996,0.973130809088462,1310
9.0,K,entire,0.005511430242068318,0.0052477174470078065,1.0502528571180747,0.07073671055137246,8192
9.0,K,axis_rho_lt_0.5,0.011272125399725852,0.008161700776792203,1.3811000559807514,0.46581784170912327,256
9.0,K,block_interiors,0.00541034818598384,0.005305551331875106,1.019752302362834,0.028218764402996352,2000
9.0,K,coarse_fine_neighborhood,0.004168621685734858,0.005223776183509187,0.7980092445183006,-0.32552263547801674,1310
9.0,Theta,entire,0.003056404515577368,0.002955455963660041,1.0341566760454493,0.0484547723361934,8192
9.0,Theta,axis_rho_lt_0.5,0.002839862638126507,0.0018578418599466992,1.5285814682892231,0.6121934451033352,256
9.0,Theta,block_interiors,0.002980218511150327,0.003018857042933749,0.9872009402121696,-0.01858432637370595,2000
9.0,Theta,coarse_fine_neighborhood,0.0023268005412342384,0.0031611343068797012,0.7360650688489668,-0.44209478736010005,1310
9.0,Axx,entire,0.0032139034013469164,0.0029161590442825396,1.1021015495187543,0.14025716241841205,8192
9.0,Axx,axis_rho_lt_0.5,0.005584623516885206,0.003068161595743548,1.8201855875625126,0.8640855562513416,256
9.0,Axx,block_interiors,0.0031993890595082607,0.002940469703951115,1.0880537402610322,0.12174981476232087,2000
9.0,Axx,coarse_fine_neighborhood,0.002659307891458689,0.0031321052299039063,0.8490480671175525,-0.23608186357178174,1310
9.0,Axy,entire,0.000995003771464029,0.0008091410834920584,1.2297036842695368,0.2983107182179904,8192
9.0,Axy,axis_rho_lt_0.5,0.0012788224223108761,0.0009394618089230116,1.3612287483797811,0.44490952563902,256
9.0,Axy,block_interiors,0.0008892871616922384,0.0006125935602075888,1.4516756614138855,0.537719157232952,2000
9.0,Axy,coarse_fine_neighborhood,0.0016202042490568497,0.0010137368199158935,1.5982493850734087,0.6764925387648357,1310
9.0,Ayy,entire,0.0020006992247694243,0.0019161848811291057,1.0441055268062227,0.06226753116663616,8192
9.0,Ayy,axis_rho_lt_0.5,0.003421885222136862,0.002718769809571032,1.2586152788995282,0.33183736165583366,256
9.0,Ayy,block_interiors,0.001940032137273845,0.0017724464383039077,1.094550501131252,0.13033852012033034,2000
9.0,Ayy,coarse_fine_neighborhood,0.0018518764883762775,0.0022505145551147336,0.8228680344090762,-0.2812670146282464,1310
9.0,Gamx,entire,0.001677954439349779,0.001158414898173313,1.4484917640438844,0.5345514816350165,8192
9.0,Gamx,axis_rho_lt_0.5,0.001803870297295684,0.0018690161732388153,0.9651442952308753,-0.05118344426668531,256
9.0,Gamx,block_interiors,0.0015050532367769124,0.0011385499525036077,1.3219035611633767,0.40261692956393297,2000
9.0,Gamx,coarse_fine_neighborhood,0.002431178641623925,0.0015728032110534163,1.5457614942149023,0.628317733455472,1310
9.0,Gamy,entire,0.0014442559815237045,0.0011694512838896322,1.2349860155953338,0.3044947054978164,8192
9.0,Gamy,axis_rho_lt_0.5,0.006646284952649589,0.004381591712553085,1.5168654198446305,0.6010930916919999,256
9.0,Gamy,block_interiors,0.001321258939243032,0.0010394788364670845,1.271078248917163,0.34605284690454124,2000
9.0,Gamy,coarse_fine_neighborhood,0.0019438355311214622,0.00160064492486583,1.2144077058716813,0.28025285033537534,1310
