gauge,time,source,metric,R0,R1,R2,strictly_decreasing,absolute_error_to_one_decreasing
candidate_c,1.0,constraints,theta_norm,4.302991005827082e-06,2.6968333873197435e-08,1.0444809412651004e-08,True,
candidate_c,1.0,state,minimum_lapse,0.04712079634837811,0.014750374325530804,0.007119291240849457,True,
candidate_c,1.0,state,minimum_chi,0.0020613653054355075,0.00018913296633051485,4.162217109461803e-05,True,
candidate_c,1.0,state,minimum_metric_minor,1.1246298318872952,1.1246298318874894,1.1232458442528244,False,
candidate_c,1.0,state,maximum_shift,0.0154089015919248,0.015437693633477417,0.015437281063832792,False,
candidate_c,1.0,state,maximum_conformal_gamma,0.055853074220571106,0.05582532451332502,0.05582517610992076,True,
candidate_c,1.0,horizon,mass,1.026363788371711,0.9951763899542385,0.9952674850527253,False,True
candidate_c,1.0,horizon,area,52.95079651677389,49.7817298228861,49.7908439441146,False,
candidate_c,1.0,horizon,hrms,0.9797730747621262,0.03498785772577697,0.07627933168872285,False,
candidate_c,1.0,horizon,mean_radius,0.4456598055992408,0.4998181913871457,0.4907312934355877,False,
candidate_c,1.0,horizon,minimum_radius,0.4294078780075672,0.4970164148064171,0.4880792473337636,False,
candidate_c,2.0,constraints,collective_norm2,1.7341562672645086,5.3438508082727135e-05,2.359467599981975e-05,True,
candidate_c,2.0,constraints,hamiltonian_norm2,1.7142354001509457,2.918354401598348e-05,6.389210138038084e-06,True,
candidate_c,2.0,constraints,momentum_norm2,0.01862978057967193,4.877747187469204e-06,2.3557522417791393e-06,True,
candidate_c,2.0,constraints,z_norm2,0.0003192949968436839,4.833614680746666e-06,3.707409803832594e-06,True,
candidate_c,2.0,constraints,theta_norm,1.3906546527045676e-05,4.275815628787169e-08,2.0074404672269438e-08,True,
candidate_c,2.0,state,minimum_lapse,0.05500132278244503,0.017120391973154542,0.008311021428724545,True,
candidate_c,2.0,state,minimum_chi,0.002286106440929968,0.0002063709082054692,4.4059907490130296e-05,True,
candidate_c,2.0,state,minimum_metric_minor,1.1246318202662626,1.124631820266599,1.1232481808427242,False,
candidate_c,2.0,state,maximum_shift,0.042034427054647404,0.042029983524999516,0.04203035461699397,False,
candidate_c,2.0,state,maximum_conformal_gamma,0.11245254634950314,0.11250531142813912,0.1125067846194436,False,
candidate_c,2.0,horizon,mass,1.015063264135357,0.9824036438269933,0.9820892332445615,True,False
candidate_c,2.0,horizon,area,51.79121213942932,48.5120675816731,48.48102073696653,True,
candidate_c,2.0,horizon,hrms,0.8526126466106086,0.03733164363812139,0.04902941700121646,False,
candidate_c,2.0,horizon,mean_radius,0.4539222930386561,0.5072423140815582,0.4980671394697477,False,
candidate_c,2.0,horizon,minimum_radius,0.4378986301816931,0.5044031493853056,0.495374475691835,False,
candidate_c,5.0,constraints,collective_norm2,0.5789580447861395,0.0002923011622034881,0.00019055192461506806,True,
candidate_c,5.0,constraints,hamiltonian_norm2,0.38330388777683977,4.5855094128594656e-05,2.4897681658085537e-05,True,
candidate_c,5.0,constraints,momentum_norm2,0.17043985027385974,6.120161537291097e-05,5.701392850899562e-06,True,
candidate_c,5.0,constraints,z_norm2,0.006298566261144661,4.628097354059235e-05,3.996767523126289e-05,True,
candidate_c,5.0,constraints,theta_norm,2.004169085811131e-05,1.2055853961269007e-07,8.214918103106663e-08,True,
candidate_c,5.0,state,minimum_lapse,0.21132629345327442,0.11106690776144248,0.05941902056998132,True,
candidate_c,5.0,state,minimum_chi,0.005407097916317713,0.0008177122917769163,0.00023222739923413124,True,
candidate_c,5.0,state,minimum_metric_minor,1.1246497868014238,1.1246497868003473,1.1232669303451512,True,
candidate_c,5.0,state,maximum_shift,0.15345409522618736,0.15342121073500203,0.15341718373389218,True,
candidate_c,5.0,state,maximum_conformal_gamma,0.3441482160306689,0.3438816283756325,0.34385997750113495,True,
candidate_c,5.0,horizon,mass,0.8892567460371682,0.8847379106387535,0.8821699970211168,True,False
candidate_c,5.0,horizon,area,39.74881397508046,39.34586788511903,39.1177999760861,True,
candidate_c,5.0,horizon,hrms,0.1983690095951015,0.07199586066205349,0.08313708367083279,False,
candidate_c,5.0,horizon,mean_radius,0.49555320917722,0.5332989831924508,0.5237090070599807,False,
candidate_c,5.0,horizon,minimum_radius,0.4833045415199214,0.5301574974181822,0.5207417499089841,False,
