root,role,source_path,bytes,sha256
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r0/segments/segment_010_t0.25/resource.txt,1300,a0917260bc1dee308bbe4ee4334725c8bacba5b3f34f8fb7ad68e66cfd74f8bd
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r0/segments/segment_010_t0.25/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r0/segments/segment_010_t0.25/stdout.log,1397,6a187cc4859b9940479c030b154ff9a7330f5ccfd62fd31059cc502490a8e686
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r0/segments/segment_019_t0.5/command.txt,567,12236b17d3f0deb2134d8cdf43a98653a8f74e5715a93fa90fe91c3b844f501b
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r0/segments/segment_019_t0.5/resource.txt,1298,5c85f64e4f1d2a1a16af79ff1dfc5d64de8814b1de072331a825eacfe344f6c7
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r0/segments/segment_019_t0.5/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r0/segments/segment_019_t0.5/stdout.log,1784,0b307a81ba7ebfedad125dd788b173205dd61214f7685647a8cbe23ac9421336
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r0/segments/segment_028_t1/command.txt,561,9dbd1055d9782530bdecb5f394739c78a1bf55ed7312dbde647594227d551ada
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r0/segments/segment_028_t1/resource.txt,1293,2bb35abf19c9859e15e9498344c882d11c597168ca20f3ed8c86f292566afed5
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r0/segments/segment_028_t1/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r0/segments/segment_028_t1/stdout.log,2808,77a5240c44a54c2b7e29683d8837c70487913f5c9e0b927b4eefca0da1a7a197
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r1/segments/segment_004_t0.1/command.txt,616,3c2c220370fec5488245064e19dfd25ea4f4ea27d1a4cbb54e20e2da4b417b3c
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r1/segments/segment_004_t0.1/resource.txt,1348,418b3b52a9e4bf7f858515939f946c211c326dd63d601199bd445ebf2fb27e96
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r1/segments/segment_004_t0.1/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r1/segments/segment_004_t0.1/stdout.log,1674,348d922a37dfe71df0204cc55a06f36b3959c4bd84bb75aca968ff4a8b1da14c
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r1/segments/segment_013_t0.25/command.txt,573,2d76e6187307e2c73c192bb330b14dd46eaf123fe4e7607e6ca5977d16de1a3a
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r1/segments/segment_013_t0.25/resource.txt,1305,ab2f7fb0b59ce35b5b1a37b1155f7f0fd71695c065726da8e96cc36d358924ac
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r1/segments/segment_013_t0.25/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r1/segments/segment_013_t0.25/stdout.log,2107,0b863b8aac8a6a805484fd0fc6bb0213000976c5b4717f6762f078469a47c282
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r1/segments/segment_022_t0.5/command.txt,570,f8db121f1db7fc46eacbc5b499e47420d902f7cc7386af214710dcbd16d336cc
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r1/segments/segment_022_t0.5/resource.txt,1302,9f11b98449ee7afdfcf3961fdd446ae92836da282f91b7d78f27cf7dd902cb71
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r1/segments/segment_022_t0.5/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r1/segments/segment_022_t0.5/stdout.log,2939,6c9cdc217f72f9ed9f7ec6bfc197b190b2434759570a623d5244cd8348a6c5e3
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r1/segments/segment_031_t1/command.txt,564,ffe443315e8a2d24093ea37282445542640a94512af91a6d27dc1995de3f1fa8
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r1/segments/segment_031_t1/resource.txt,1296,d08ef5984248ab2ce6098d2b06aa66610881c39a4797e7092f909331962e8ced
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r1/segments/segment_031_t1/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r1/segments/segment_031_t1/stdout.log,5021,5f89b164d5f594763ff516eef263c7805369556c15648cf2039256668b8336e7
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r2/segments/segment_007_t0.1/command.txt,616,d7a8ef937f78df13f456a64f4f2f6067f62c5e6a7d64f3dfbb7567726240beba
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r2/segments/segment_007_t0.1/resource.txt,1350,deb5a6271254c0ead6e684893f3e235167a8779496b65a8ad5856fb2925b7f31
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r2/segments/segment_007_t0.1/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r2/segments/segment_007_t0.1/stdout.log,2124,8926ef51b622c66d6c51974a9de66a9cb6fca7fb2e51009e98246c3e74abc279
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r2/segments/segment_016_t0.25/command.txt,573,06b7e8ab76f82a8b7ba06d59d800bcfefa6dbaf0cab0b0bc7400e53ae32868e3
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r2/segments/segment_016_t0.25/resource.txt,1306,47bf330b3c62b54f90d6a5ec168feeaac482623fc98c480bf213d85e45f1d5d8
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r2/segments/segment_016_t0.25/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r2/segments/segment_016_t0.25/stdout.log,2686,cb963b575bc6928ef35417444773169c46aa9a5fbf220534a64c4f7eb8da11b4
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r2/segments/segment_025_t0.5/command.txt,570,e24ae05eea470cbf1d6ce7fef173b879fe594548d03eb2fb925d1100f8a4d159
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r2/segments/segment_025_t0.5/resource.txt,1304,cc6fa763e619d3cb64573ed2df46273c678aba1ee9e2079593d7eaf5c4d4351a
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r2/segments/segment_025_t0.5/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r2/segments/segment_025_t0.5/stdout.log,3966,cab3724525cfd8617f8a9baad096cc46866e82098323ebfe25dc4dbda7e49efb
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r2/segments/segment_034_t1/command.txt,564,a9269442ca0336c7f5e230dd809907d55c5cb3fa125203bf1a1f53bfa97c06a6
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r2/segments/segment_034_t1/resource.txt,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r2/segments/segment_034_t1/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_a_r2/segments/segment_034_t1/stdout.log,1782,93ed03a304a76da3baed59b98a591d05ef2da0bb9a140be57b5b2f354bcc504d
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r0/segments/segment_002_t0.1/command.txt,613,e6653235755427b71073dea60932c5461c9431b1277f7a615087f9b06e48d18f
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r0/segments/segment_002_t0.1/resource.txt,1343,75dbe6cd4db06cf8f41965220ec4426b260496f196786926a57c48ac553bf51d
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r0/segments/segment_002_t0.1/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r0/segments/segment_002_t0.1/stdout.log,1224,805b64fd05b9da733a18eb0364b82c2d388238e76082587b11e88a5211e1c414
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r0/segments/segment_011_t0.25/command.txt,570,2142a41ffcf385e2501410c4f7a97fc2a9e23ccc752b4747e83c7165e57ba2a4
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r0/segments/segment_011_t0.25/resource.txt,1301,26b7b7333855a92b10d4a9920631a6008ae9730a9a2c2cf843d469b6299fc391
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r0/segments/segment_011_t0.25/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r0/segments/segment_011_t0.25/stdout.log,1397,82b94783a24a1438f10a09e2714eb17997ff84927fa61281a292a2b90ce98903
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r0/segments/segment_020_t0.5/command.txt,567,0011fa38fa8623e012246ea2e14cc70a473fbc276c2efabbe167a04af7d5c6cc
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r0/segments/segment_020_t0.5/resource.txt,1298,d5436d84aff9fb1f305592f45ad7e8644479d0307284d815126b484660ca4168
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r0/segments/segment_020_t0.5/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r0/segments/segment_020_t0.5/stdout.log,1784,a143aa3472e5ccf9e6892898076b692bc65c878e6485051d4c4dc59e20eb3070
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r0/segments/segment_029_t1/command.txt,561,a3cb6e4ef5b1e10b842d4aabdcf6b7342306c5901a98b759f79adb4b870bfd71
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r0/segments/segment_029_t1/resource.txt,1293,8eb337a829db108b93ec75c89320c6e961f82ce790e7b3f4ec929b775fcbbbe5
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r0/segments/segment_029_t1/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r0/segments/segment_029_t1/stdout.log,2808,060f43ceb2eb1a82d6c06371a5430578e27bfe6f3029df14f9e00c9d4125d572
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r1/segments/segment_005_t0.1/command.txt,616,c27ce87f81bc4757e405f48363f54a9226ffb150f8fbc79ffccf1ec1cd5ceb92
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r1/segments/segment_005_t0.1/resource.txt,1347,ef04ec4853bcad3caf0e1d1bad1e0c2fe0fdf1dce0184fc5ddc0ded490076ffb
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r1/segments/segment_005_t0.1/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r1/segments/segment_005_t0.1/stdout.log,1674,867d1eed21e13c5aa6ff3d514d848ddec1646d8a0aa501825d3bc745383e753d
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r1/segments/segment_014_t0.25/command.txt,573,b87c3a8711cc7eb064c5c19efb039199529bca7b1f9fcdae248886cd8309ad3e
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r1/segments/segment_014_t0.25/resource.txt,1305,2de5f79c896b473f4814894ab51a6a05d8ac599ddd871f37c414ae1f7bb38995
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r1/segments/segment_014_t0.25/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r1/segments/segment_014_t0.25/stdout.log,2107,4bc3ef1958fb12181a91f60864673c81c02a6a826358d50fd150ff9f3b36fc6f
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r1/segments/segment_023_t0.5/command.txt,570,6ac44aa7a1d2f10380dd3c7b75309cee3bc093df98627b8d1a820b0e3cdbccd9
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r1/segments/segment_023_t0.5/resource.txt,1302,2c739b399e9079b1bf255d8d2b96627ce2ee0104d028e6970351e4ea5dee72d6
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r1/segments/segment_023_t0.5/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r1/segments/segment_023_t0.5/stdout.log,2939,470584349a963b2213adaa2da5df8ebc7ba234631667e6b028f53ca9f78ed690
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r1/segments/segment_032_t1/command.txt,564,505e53ef0d26f2c0d34a03ecf1b1f676218d7f0eb3d6297bc375177a52995140
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r1/segments/segment_032_t1/resource.txt,1296,0caed6d1d6e2ec25d3cfec4d76d820964040e9552d18c96e17905ae3101167fb
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r1/segments/segment_032_t1/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r1/segments/segment_032_t1/stdout.log,5021,909e1aedf887b3cb079fc754967857575257b79d423eab19735f958597de6933
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r2/segments/segment_008_t0.1/command.txt,616,61b34541b20eb508e3aa6d68b60d11823c2d082ccc46236d2b3a0a679864032b
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r2/segments/segment_008_t0.1/resource.txt,1350,24ec34ad43ea5e6c79343e691f12c9ca831caf2c16046f0718401873885af267
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r2/segments/segment_008_t0.1/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r2/segments/segment_008_t0.1/stdout.log,2124,53a0fb9e991ae996a789a89ba834a226eef664ea7528a5baf7bdfa8838ff2840
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r2/segments/segment_017_t0.25/command.txt,573,a5f46c37bbd87f398f0e58614ba5cb4fca502ed974bf8e5ff17771a6fbc94535
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r2/segments/segment_017_t0.25/resource.txt,1306,dcc109e43b5c1d2d85d64a5d4de9c4371db74874948234586554d59361dd5e70
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r2/segments/segment_017_t0.25/stderr.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r2/segments/segment_017_t0.25/stdout.log,2686,4ce11f9548b61fca0df0f74d2ed0ad68e96cd5dd3fb7a08041d1735c8aa34283
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r2/segments/segment_026_t0.5/command.txt,570,d6354f24e8c916522abf4c5ffad3e5530d6d0ce63901547b7eeaa46fe79e5310
/home/hzhu/athenak-candidate-ac-evidence-r2-20260813,segment_evidence,/home/hzhu/athenak-candidate-ac-evidence-r2-20260813/cases/candidate_c_r2/segments/segment_026_t0.5/resource.txt,1304,70eb51ca3e51b95b69d74ee016a819628b2b292db66e05e53a762f76b74524c3
