resolution,file,time,axisTau,cycle,variable,spacing,eta4_rho_l2,eta4_z_l2,eta4_max_direction,eta4_dominant_direction,fluctuation_rms,k90,k95,k99,f2d_above_n256_nyquist_50,f2d_above_own_nyquist_50,frho_above_n256_nyquist_50,fz_above_n256_nyquist_50,f2d_above_n256_nyquist_65,f2d_above_own_nyquist_65,frho_above_n256_nyquist_65,fz_above_n256_nyquist_65,f2d_above_n256_nyquist_80,f2d_above_own_nyquist_80,frho_above_n256_nyquist_80,fz_above_n256_nyquist_80,d4_rho_seam_rms,d4_rho_away_rms,d4_rho_seam_over_away,duplicate_max_abs,duplicate_max_relative
n512,n512_reference_shock_replay.state.00059.bin,14.752193401589535,8.029004078727247,5847,z4c_Axz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00059.bin,14.752193401589535,8.029004078727247,5847,z4c_Ayy,0.015625,0.0033774886691988492,0.002952979791182577,0.0033774886691988492,rho,0.00035686091274095955,4.417027047448759,4.694052836492142,5.634830290256652,1.2536095056979942e-08,2.408984702460958e-10,3.312091220364982e-08,1.859641566545053e-10,3.837401527376562e-09,3.8999029794132107e-11,1.0914211476337692e-08,1.0206556243260482e-10,1.0975404896673204e-09,4.136288131855077e-12,3.5070275214254747e-09,5.148963693433432e-11,1.586138875607234e-09,2.9191996174818864e-09,0.543347137160885,0.0,0.0
n512,n512_reference_shock_replay.state.00059.bin,14.752193401589535,8.029004078727247,5847,z4c_Ayz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00059.bin,14.752193401589535,8.029004078727247,5847,z4c_Azz,0.015625,0.002932379709540682,0.002642958809696153,0.002932379709540682,rho,0.00042524751910190373,4.417027047448759,4.694052836492142,6.427826877357208,2.9511883591498574e-09,7.854799299848316e-11,3.7032697628781506e-08,3.6116203436352685e-10,9.495909031658168e-10,1.5866842503131944e-11,1.1861008987180887e-08,1.8546978742879463e-10,3.0052152456264405e-10,2.061663074386204e-12,3.627584710616669e-09,9.07613178564966e-11,1.7399220419223693e-09,1.8704639853060705e-09,0.9302086803290366,0.0,0.0
n512,n512_reference_shock_replay.state.00059.bin,14.752193401589535,8.029004078727247,5847,z4c_Gamx,0.015625,0.0033884038559543503,0.0024066187676522787,0.0033884038559543503,rho,0.14924848050528647,6.427826877357208,6.427826877357208,6.975791642712366,3.4234874818129413e-09,7.097462652232588e-11,2.4939246285109435e-08,1.2452705148502838e-10,1.0488647420360613e-09,1.2691170751201888e-11,7.806032802501916e-09,5.4649210233655416e-11,3.0690660982417586e-10,1.565527201067149e-12,2.32872185313867e-09,2.4597121318931676e-11,1.9955227963113815e-06,1.0589359417486208e-06,1.8844603504511714,0.0,0.0
n512,n512_reference_shock_replay.state.00059.bin,14.752193401589535,8.029004078727247,5847,z4c_Gamy,0.015625,0.002666258870101401,0.0032192556383182436,0.0032192556383182436,z,0.18465880734955403,4.417027047448759,4.694052836492142,6.427826877357208,7.865977900787764e-10,1.8559743608862435e-11,4.882745153872623e-09,3.5837343247946096e-10,2.4079699667482954e-10,3.471594336416048e-12,1.7271335936089709e-09,8.78057928617791e-11,7.406429672961731e-11,4.164610887819909e-13,5.995621520563944e-10,2.2751788217274514e-11,3.7297173562966685e-07,3.856226993783538e-07,0.9671934147449278,0.0,0.0
n512,n512_reference_shock_replay.state.00059.bin,14.752193401589535,8.029004078727247,5847,z4c_Gamz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00059.bin,14.752193401589535,8.029004078727247,5847,z4c_Theta,0.015625,0.8240567530653133,0.28698494341124187,0.8240567530653133,rho,4.671794492275288e-08,21.25350676651366,23.818250444317773,26.850801241014796,1.1314709249908426e-07,3.5747130925455636e-10,9.913862059420328e-08,7.233737360780865e-07,7.890460673298189e-09,8.443326077439665e-11,1.2915104198862883e-08,7.176231384816643e-07,1.5176121500718877e-09,2.081109845627529e-11,3.1801036288331774e-09,7.176153928674604e-07,1.3974228802822447e-11,8.613389998941279e-11,0.1622380129132039,0.0,0.0
n512,n512_reference_shock_replay.state.00059.bin,14.752193401589535,8.029004078727247,5847,z4c_alpha,0.015625,0.0385213114161125,0.08617781074925575,0.08617781074925575,z,0.0009765098378484132,6.234478444333233,6.427826877357208,6.975791642712366,5.049250560294089e-09,1.4492854383662872e-10,3.163173194977857e-08,2.127307638009136e-10,1.5755817803000971e-09,5.689190164707409e-11,1.0005894705043676e-08,1.4377648703002155e-10,4.886175396413015e-10,3.143304410517758e-11,3.0724456413969274e-09,1.061074323180352e-10,7.316599038015761e-08,1.040079015132513e-07,0.7034656901969608,0.0,0.0
n512,n512_reference_shock_replay.state.00059.bin,14.752193401589535,8.029004078727247,5847,z4c_betax,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00059.bin,14.752193401589535,8.029004078727247,5847,z4c_betay,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00059.bin,14.752193401589535,8.029004078727247,5847,z4c_betaz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00059.bin,14.752193401589535,8.029004078727247,5847,z4c_Bx,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00059.bin,14.752193401589535,8.029004078727247,5847,z4c_By,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00059.bin,14.752193401589535,8.029004078727247,5847,z4c_Bz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_chi,0.015625,0.003573215606828966,0.0034241280574619417,0.003573215606828966,rho,0.025633820783012837,4.694052836492142,5.634830290256652,6.427826877357208,1.0947714781050908e-09,2.9004203293272747e-11,1.7551089397940014e-08,1.8866687843862806e-10,3.555002141671198e-10,5.78445979907563e-12,5.853575451582648e-09,9.508122078200058e-11,1.1204313279372473e-10,8.018461711422428e-13,1.8974364761233126e-09,4.6148793430440096e-11,1.3055547244394745e-07,1.2496913278721822e-07,1.044701753946477,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_gxx,0.015625,0.0030833403525015023,0.007000489963316174,0.007000489963316174,z,0.04628264744802551,6.427826877357208,6.427826877357208,6.975791642712366,1.3277752175862245e-08,6.026241364267696e-10,4.286509503271021e-08,3.8729772188843077e-10,5.042172560716752e-09,1.431309446101471e-10,1.4799166329583323e-08,1.785525610165318e-10,1.909266380348432e-09,2.0324781453581653e-11,5.03719760632309e-09,8.252570143003524e-11,4.459852181007275e-07,3.788138775120291e-07,1.1773201676684664,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_gxy,0.015625,0.0015700535172933447,0.0015558286687587907,0.0015700535172933447,rho,0.06724475253693928,4.417027047448759,6.427826877357208,6.975791642712366,1.031500274380553e-08,1.4488367913419698e-10,3.906512812562897e-08,1.309484606033045e-09,2.9600868151276148e-09,1.7143720309220218e-11,1.1909617418328805e-08,3.222731067107525e-10,7.765100255889207e-10,1.1126503411799344e-12,3.3951310811228914e-09,8.400227832964995e-11,1.0060894707519452e-07,1.337459999502621e-07,0.7522389226263119,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_gxz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_gyy,0.015625,0.005381389189672125,0.0030728188127843556,0.005381389189672125,rho,0.07084867678027974,4.417027047448759,4.694052836492142,5.634830290256652,3.1072004975810314e-09,1.0584349837899677e-10,1.0461194538566804e-08,2.1123882071300397e-10,1.0761325488521077e-09,2.284382352512111e-11,3.905261494961008e-09,1.144935233744406e-10,3.688138619505485e-10,3.1011815541611547e-12,1.4370032103945655e-09,5.740566001505474e-11,3.189430241032469e-07,3.0834316001949213e-07,1.034376841043186,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_gyz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_gzz,0.015625,0.003716367347153853,0.003477712073244966,0.003716367347153853,rho,0.037461485309586595,4.417027047448759,5.634830290256652,6.427826877357208,6.862697967735064e-10,2.5269849855526328e-11,1.1483198284330403e-08,1.9185689886732684e-10,2.4324020863805243e-10,5.649947099374751e-12,4.303340202933567e-09,9.932674871084623e-11,8.559119217470939e-11,8.07901149600498e-13,1.593190436789178e-09,4.88532162637331e-11,2.1014851118762686e-07,1.9017544163457147e-07,1.1050244402538032,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_Khat,0.015625,0.0033339233842811303,0.03242589081012322,0.03242589081012322,z,0.00027098208219781763,6.234478444333233,6.427826877357208,6.427826877357208,9.266692838015958e-08,1.4379484417286816e-09,1.2895544173651864e-07,8.700653658874785e-10,2.717894509267916e-08,1.98912220675929e-10,3.9425829937558416e-08,3.8488754142662714e-10,7.310403406169181e-09,2.0758421107559708e-11,1.136741210306987e-08,1.7671638019238245e-10,5.372528144817705e-09,5.003218852785782e-09,1.0738142912520452,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_Axx,0.015625,0.0017760186811559546,0.00296048511583818,0.00296048511583818,z,0.0004487228179555232,6.234478444333233,6.427826877357208,6.427826877357208,1.7328136174283635e-08,3.816068151409938e-10,1.7229080183439036e-07,6.159640691480745e-10,5.2066516844459395e-09,7.431233935995202e-11,5.35799643522465e-08,2.8332616589436006e-10,1.5513925062577687e-09,9.781397839788567e-12,1.588863526139817e-08,1.3055036667540773e-10,2.9048706205368965e-09,3.1229357237067956e-09,0.9301729753659626,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_Axy,0.015625,0.004983735783196236,0.003267520788117973,0.004983735783196236,rho,0.00010499548979357566,6.427826877357208,6.975791642712366,6.975791642712366,7.216867871311828e-08,1.193256702436203e-09,9.053704422096488e-08,2.3316428750025205e-09,2.140388861116053e-08,1.7053989343060835e-10,2.6721716859241688e-08,5.758186230960805e-10,5.871160833296425e-09,1.4977019222810127e-11,7.208240718394927e-09,1.5070223876794907e-10,7.379974873085632e-10,7.022973065738196e-10,1.0508330974200755,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_Axz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_Ayy,0.015625,0.005827815978332032,0.0029570780051322194,0.005827815978332032,rho,0.0004959468018551442,4.417027047448759,4.694052836492142,5.634830290256652,1.724209276245379e-09,9.485166974129838e-11,1.1187694453350968e-08,2.602636552529029e-10,7.026349036971437e-10,2.2881028384486087e-11,4.199957381130136e-09,1.4068276010573944e-10,2.828551176917127e-10,3.2919853960697436e-12,1.5471866937752807e-09,7.049745226256953e-11,2.1352676148437307e-09,2.0190148809879956e-09,1.057578822286429,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_Ayz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_Azz,0.015625,0.0012930076919673078,0.0024535560156339897,0.0024535560156339897,z,0.0002596301310816351,4.694052836492142,6.234478444333233,6.427826877357208,3.020045835603647e-09,5.777839805616005e-11,9.97045686581607e-08,5.258017207544653e-10,9.067772101833886e-10,9.967421257078871e-12,3.078556687041473e-08,2.5216035773128216e-10,2.587433107209335e-10,1.269103168160087e-12,8.951142120339695e-09,1.1892156243293413e-10,1.3699975099224734e-09,8.619125806776345e-10,1.589485044885648,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_Gamx,0.015625,0.003399917927289219,0.0024099929016618647,0.003399917927289219,rho,0.15177412603042292,6.427826877357208,6.427826877357208,6.975791642712366,3.5458102117197148e-09,7.290683588661363e-11,2.5209324822353995e-08,1.238385175266056e-10,1.0844065073422546e-09,1.2965538195453059e-11,7.886296707339763e-09,5.421931498475622e-11,3.1650699582272715e-10,1.5904697750296792e-12,2.351051000218645e-09,2.436845305464019e-11,2.0451878150252597e-06,1.0788209228763575e-06,1.895762096596557,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_Gamy,0.015625,0.002666417767880697,0.0032172845344175392,0.0032172845344175392,z,0.1877526440136197,4.417027047448759,4.694052836492142,6.427826877357208,7.750998606263795e-10,1.853043544106998e-11,4.847899071898032e-09,3.5960366330237234e-10,2.3779966666372434e-10,3.4907010499579704e-12,1.7178232646309715e-09,8.810884753734237e-11,7.346476650886737e-11,4.212563222204972e-13,5.97507583191143e-10,2.2830784509094167e-11,3.6939274284536476e-07,3.9279923854175074e-07,0.9404110456219449,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_Gamz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_Theta,0.015625,1.2998079391162427,0.5144839898874457,1.2998079391162427,rho,2.7503004478679666e-08,10.952789951815,11.387747279281955,14.42304990819325,3.0831556096850354e-07,1.999947782346299e-09,9.588913791948681e-08,9.198292433621366e-06,2.5564118894308646e-08,7.452238132130993e-10,1.8120833285796044e-08,9.189415174522667e-06,7.4078437558426594e-09,2.4674875213320286e-10,5.848759190691549e-09,9.188877557022329e-06,1.129324515635903e-11,4.046630844427601e-11,0.2790761901236405,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_alpha,0.015625,0.07666798118102416,0.42284103126511174,0.42284103126511174,z,0.00017704710962963995,6.234478444333233,6.427826877357208,6.427826877357208,5.69214702652573e-08,1.1395732177572284e-08,2.601287725806321e-07,1.1872925927748777e-08,2.608516345178671e-08,8.716168594766719e-09,8.907435830661146e-08,1.0542954033273304e-08,1.5765921479333736e-08,6.253692303675932e-09,3.497648010127747e-08,9.301249820211556e-09,1.4581147732009694e-07,1.4395383119587384e-07,1.0129044561293092,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_betax,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_betay,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_betaz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_Bx,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_By,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00081.bin,20.25026152922743,9.498815912691489,7845,z4c_Bz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_chi,0.015625,0.0035301706363446853,0.0034437386728869085,0.0035301706363446853,rho,0.02497854407559962,4.694052836492142,5.634830290256652,6.427826877357208,1.1190498474686281e-09,2.945157183762681e-11,1.7318586589894105e-08,1.8971906433082713e-10,3.629513636081963e-10,5.844688634229549e-12,5.787863397151333e-09,9.546873809725708e-11,1.1418218446240406e-10,8.018043254356591e-13,1.881069484537418e-09,4.630271877696246e-11,1.2041117187259877e-07,1.194000901561571e-07,1.008468012806309,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_gxx,0.015625,0.0031930147066205135,0.00720328705749409,0.00720328705749409,z,0.04743273975987495,6.427826877357208,6.427826877357208,6.975791642712366,1.2458332604144314e-08,5.647506573954295e-10,4.4797637814164e-08,3.9443081067225247e-10,4.735624785755603e-09,1.338386530488704e-10,1.513849094363881e-08,1.8211316494659462e-10,1.7915987773408468e-09,1.90656103261877e-11,5.01296076928622e-09,8.427081804391718e-11,4.4354015829387427e-07,3.810911524007086e-07,1.1638689463156315,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_gxy,0.015625,0.0015872696130519392,0.0015807609594366203,0.0015872696130519392,rho,0.06430332732425856,4.417027047448759,6.427826877357208,6.975791642712366,9.93526287406623e-09,1.4520344020075937e-10,3.781614953262846e-08,1.2359756931637594e-09,2.8693594715317458e-09,1.8155589238323225e-11,1.1569796575058008e-08,3.041124023256131e-10,7.607050062047089e-10,1.3198276993085801e-12,3.3165257117439677e-09,7.924677170554681e-11,1.0280849391785064e-07,1.3091652565059807e-07,0.7852980609786735,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_gxz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_gyy,0.015625,0.005706033686914068,0.0031643000522347995,0.005706033686914068,rho,0.06784275697828115,4.417027047448759,4.694052836492142,5.634830290256652,3.0229019842882744e-09,1.0558455058923672e-10,1.0217262492327411e-08,2.1188098428770673e-10,1.0545122688178903e-09,2.29737396665004e-11,3.816926754136565e-09,1.1481827791659913e-10,3.644892874680464e-10,3.1330737116754567e-12,1.4055436637273712e-09,5.754541327296529e-11,3.32902053910717e-07,3.118195810422365e-07,1.0676111247264648,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_gyz,0.015625,0.0,0.0,0.0,rho,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
n512,n512_reference_shock_replay.state.00101.bin,25.25203537976988,10.275179886743825,9730,z4c_gzz,0.015625,0.0036767851005007793,0.0033780206771610315,0.0036767851005007793,rho,0.03981830662326384,4.417027047448759,5.634830290256652,6.427826877357208,7.74427506774379e-10,2.678743969620277e-11,1.2458679437756922e-08,1.9701664579383425e-10,2.697399038478377e-10,5.868422428930724e-12,4.570156187578403e-09,1.0115663551027303e-10,9.292565938332309e-11,8.266672607511884e-13,1.6551946732802e-09,4.954858568699681e-11,2.2090611094455088e-07,1.933549953869066e-07,1.1424898035286357,0.0,0.0
