resolution,time,cycle,C_norm2,H_norm2,M_norm2,Z_norm2,C_Linf,axis_C_rms,off_axis_C_rms,axis_lapse,horizon_status
h32,0.0,0,2702.07,2700.03,0.710831,0.331973,13.0055,0.6830057505950532,5.516950432628653e-05,0.0734477,0
h32,0.059375,8,2.40605,2.34909,0.0130914,0.0109558,0.859948,0.07470094726780267,0.004662590197981684,0.034279,0
h32,0.084375,16,2.32506,2.25964,0.0216712,0.0109025,0.823185,0.0683692504554215,0.004601730733479774,0.03429,0
h32,0.109375,24,2.2117,2.13291,0.035133,0.010846,0.757674,0.05961482182561723,0.0045144162286241355,0.0343039,0
h32,0.134375,32,2.07811,1.98213,0.0524517,0.0107665,0.687727,0.05021501809921636,0.004406513140708841,0.0343205,1
h32,0.159375,40,1.94244,1.82637,0.072784,0.0106514,0.658058,0.044285789042435623,0.004283071070018368,0.0343392,1
h32,0.184375,48,1.84954,1.71066,0.0950106,0.0107314,0.62226,0.039926154056930875,0.004195231164921296,0.0343594,1
h32,0.209375,56,1.89638,1.73154,0.120603,0.0107339,0.991552,0.0382330281882621,0.004259679245240553,0.0343809,1
h32,0.234375,64,1.77415,1.5856,0.144591,0.0105896,0.956704,0.04001788489052253,0.004112909897687796,0.034403,1
h32,0.259375,72,1.66204,1.45016,0.16823,0.0104366,0.923223,0.04230534507863305,0.003970185280877405,0.0344256,1
h32,0.284375,80,1.56629,1.33196,0.191018,0.0102777,0.892187,0.04576471226708291,0.0038357098075642057,0.0344492,1
h32,0.309375,88,1.50146,1.24456,0.213264,0.0102737,0.863386,0.04931592431217087,0.003713565954525998,0.0344746,1
h32,0.334375,96,1.4168,1.13998,0.233528,0.010115,0.837004,0.04781579144163624,0.003607630405468803,0.0345022,1
h32,0.359375,104,1.35148,1.05631,0.252277,0.0099477,0.813053,0.04756737765955519,0.0035194371053028648,0.0345322,1
h32,0.384375,112,1.28613,0.976948,0.267177,0.00966107,0.790842,0.04508808233601091,0.003442386831487802,0.0345644,1
h32,0.409375,120,1.23738,0.913069,0.282693,0.00950094,0.785883,0.04225272858436667,0.0033910378652584074,0.034599,1
h32,0.434375,128,1.25628,0.907633,0.306613,0.00949446,0.794956,0.04198869635591973,0.0034250108201429484,0.0346357,1
h32,0.459375,136,1.23057,0.868619,0.32031,0.00933335,0.800558,0.040795323714182465,0.0033987005159070893,0.0346747,1
h32,0.484375,144,1.22717,0.851253,0.334248,0.00927635,0.803039,0.04320736816457306,0.003384246023992494,0.034716,1
h32,0.509375,152,1.22298,0.835195,0.346431,0.00913807,0.802368,0.043051474524573696,0.003378826051679854,0.0347593,1
h32,0.534375,160,1.22754,0.828417,0.358079,0.0090018,0.798018,0.04471079302930861,0.003377761434182727,0.0348044,1
h32,0.559375,168,1.24203,0.832021,0.369315,0.00885681,0.790208,0.048568094514727274,0.0033788114701446283,0.0348518,1
h32,0.584375,176,1.37844,0.939011,0.39784,0.00885994,0.947684,0.04553916379578314,0.003583229400401523,0.0349012,1
h32,0.609375,184,1.38225,0.931963,0.408907,0.00874079,0.926642,0.048567318057707747,0.003573757079875532,0.0349526,1
h32,0.634375,192,1.38104,0.920344,0.41957,0.00861363,0.903434,0.050246596868787144,0.0035604147490425585,0.0350065,1
h32,0.659375,200,1.348,0.877338,0.429739,0.00849875,0.876515,0.04453984388152073,0.0035437009504292005,0.0350627,1
h32,0.684375,208,1.34005,0.860006,0.439279,0.00839914,0.84755,0.046298288300501395,0.003523162190904952,0.0351212,1
h32,0.709375,216,1.31763,0.828959,0.448079,0.00829521,0.815887,0.043714610480667514,0.0034993365737835515,0.0351824,1
h32,0.734375,224,1.28479,0.788389,0.45595,0.00820442,0.780662,0.040108382446842936,0.003474567824879823,0.0352458,1
h32,0.759375,232,1.269,0.765896,0.462751,0.00812524,0.744841,0.03959791252239595,0.0034498497460663494,0.0353115,1
h32,0.784375,240,1.24559,0.736991,0.468372,0.00804311,0.706019,0.036837252083760534,0.003425758752164796,0.03538,1
h32,0.809375,248,1.24434,0.731525,0.472651,0.00797915,0.664517,0.04219588200112312,0.003405217573831633,0.0354504,1
h32,0.834375,256,1.22651,0.710831,0.47553,0.00792726,0.624542,0.038230202176732266,0.0033896282599790205,0.0355233,1
h32,0.859375,264,1.22504,0.707995,0.476956,0.00786704,0.581944,0.04096555351728837,0.0033791176691707245,0.035599,1
h32,0.884375,272,1.25983,0.742839,0.476898,0.00782816,0.691603,0.05007571906374937,0.0033759814610339776,0.0356766,1
h32,0.909375,280,1.23907,0.723548,0.47538,0.00779899,0.498567,0.04305909972596144,0.003380006947123824,0.0357569,1
h32,0.934375,288,1.26186,0.749328,0.472428,0.00775166,0.582093,0.048290886929377365,0.003390965219516188,0.0358402,1
h32,0.959375,296,1.31281,0.804446,0.468181,0.00773548,0.895127,0.05451488078636631,0.003410248892239501,0.0359251,1
h32,0.984375,304,1.29185,0.788865,0.462699,0.00772543,0.516423,0.04632295679822923,0.003435022448049464,0.0360132,1
h32,1.00938,312,1.35662,0.857514,0.458722,0.00771464,0.637334,0.05469754846892718,0.0034647984500903845,0.0361041,1
h32,1.03438,320,1.45281,0.960912,0.451383,0.00771256,1.10628,0.06273187483701867,0.0035003642150321325,0.0361966,1
h32,1.05938,328,1.39177,0.907875,0.443223,0.00771951,0.564909,0.05069114516936425,0.003537313679503424,0.0362927,1
h32,1.08438,336,1.46838,0.993048,0.434509,0.00772359,0.85442,0.05919652627818845,0.0035757830702108705,0.0363914,1
h32,1.10938,344,1.56041,1.09387,0.425495,0.00774289,1.26586,0.06475081806213967,0.003615928260189201,0.0364916,1
h32,1.13438,352,1.51452,1.05707,0.416159,0.00777138,0.689066,0.05988804567010345,0.003652868704306535,0.0365962,1
h32,1.15938,360,1.59649,1.13385,0.419873,0.00790888,0.806035,0.06075193719002239,0.0037344953700282177,0.0367028,1
h32,1.18438,368,1.71925,1.26656,0.409657,0.00794809,1.15838,0.07515262248695428,0.0037718808980840494,0.0368109,1
h32,1.20938,376,1.6982,1.25521,0.399692,0.00798798,0.979107,0.07201414606896726,0.0038026208734196045,0.0369242,1
h32,1.23438,384,1.68647,1.25205,0.390579,0.00809089,0.829452,0.06695372594889486,0.0038307486115659282,0.0370387,1
h32,1.25938,392,1.89649,1.47032,0.381865,0.0081771,1.38087,0.0965132372503327,0.003856730079711416,0.0371551,1
h32,1.28438,400,1.87054,1.45202,0.373848,0.00823621,1.21135,0.08737529106882391,0.0038735303067900418,0.0372776,1
h32,1.30938,408,1.8001,1.38746,0.367039,0.00843627,1.01314,0.08400834769396137,0.0038889153214073254,0.0374,1
h32,1.33438,416,2.14751,1.74055,0.36056,0.00860104,1.79299,0.12609731129129445,0.0039025357639767646,0.0375251,1
h32,1.35938,424,2.10356,1.70174,0.355062,0.00865261,1.67178,0.11319446801258656,0.003905072480326287,0.0376572,1
h32,1.38438,432,1.98937,1.59011,0.350832,0.00903348,1.11274,0.1116925316715745,0.003910178775816466,0.0377873,1
h32,1.40938,440,2.53825,2.14178,0.346699,0.00932751,2.10501,0.16817873492041918,0.003914410054368878,0.0379217,1
h32,1.43438,448,2.49944,2.10581,0.343768,0.00931301,2.08909,0.15458463563520175,0.003905413107737083,0.0380637,1
h32,1.45938,456,2.40737,2.01251,0.341935,0.0100345,1.91518,0.15802092172281385,0.0039043785177512213,0.0382014,1
h32,1.48438,464,3.12899,2.73398,0.339985,0.0105196,2.57839,0.22252978125657538,0.0039036339480179546,0.038346,1
h32,1.50938,472,3.5716,3.16646,0.347905,0.0106555,2.84563,0.23165461753356778,0.003952624276770377,0.038498,1
h32,1.53438,480,3.3355,2.92591,0.347325,0.0118853,3.29314,0.22392077658046197,0.003954705317088142,0.0386432,1
h32,1.55938,488,4.14079,3.71525,0.359064,0.0128771,3.57757,0.2953200062840362,0.003995765647949818,0.0387991,1
h32,1.58438,496,5.66867,5.23458,0.366591,0.0129546,4.27497,0.33647537441956776,0.004036261841427401,0.0389609,1
h32,1.60938,504,5.29754,4.85269,0.370388,0.014672,5.02414,0.32272848622225636,0.004038446180569591,0.0391135,1
h32,1.63438,512,5.71853,5.26384,0.373588,0.0163123,4.57379,0.3945313731868455,0.0040495570332105164,0.0392824,1
h32,1.65938,520,9.91961,9.45994,0.377396,0.0165883,5.84341,0.4893330722774074,0.0040535577496580676,0.0394534,1
h32,1.68438,528,9.45284,8.97907,0.383197,0.0186403,7.10924,0.4867651029878022,0.004055939279439947,0.0396135,1
h32,1.70938,536,8.68811,8.17248,0.408304,0.0226985,6.29336,0.5342967199435412,0.004229980499967154,0.0397971,1
h32,1.73438,544,18.3396,17.8171,0.41248,0.023343,8.00435,0.7030523102373155,0.0042386487760775774,0.0399761,1
h32,1.75938,552,17.9618,17.4242,0.41854,0.0255853,9.76464,0.7027191183481742,0.004240531344366228,0.0401444,1
h32,1.78438,560,14.3752,13.8028,0.42015,0.0338433,8.75995,0.732338550120717,0.00425807341603604,0.040345,1
h32,1.80938,568,33.6269,33.0466,0.423764,0.0348721,11.5839,0.9962218263867507,0.004274817500025901,0.0405299,1
h32,1.83438,576,35.0998,34.5041,0.429082,0.0373675,13.3268,1.0100622078450485,0.0042779396426312795,0.0407079,1
h32,1.85938,584,26.2028,25.5439,0.429452,0.0530432,11.5794,1.0139090267941713,0.0043000731679070986,0.0409274,1
h32,1.88438,592,61.1968,60.5233,0.432743,0.0558544,16.5481,1.4012289170139567,0.00432961213700744,0.0411155,1
h32,1.90938,600,68.0876,67.3978,0.437673,0.0586691,17.9507,1.4323892411118904,0.004338978534405376,0.041306,1
h32,1.93438,608,51.3388,50.5451,0.436856,0.0848233,15.9545,1.4159989916576754,0.004369652750925169,0.041546,1
h32,1.95938,616,108.554,107.72,0.439676,0.0942013,22.9117,1.930914084971111,0.004411340556675088,0.0417337,1
h32,1.98438,624,127.156,126.307,0.448933,0.0956979,23.9237,1.9927223785254449,0.0044409271051658265,0.0419417,1
h32,2.00938,632,105.622,104.587,0.460252,0.13923,21.2226,1.9939545478036405,0.004557816928428981,0.0422019,1
h32,2.03438,640,188.864,187.707,0.479293,0.164761,30.8394,2.6321447225994175,0.004653524030096603,0.0423855,1
h32,2.05938,648,226.037,224.891,0.496797,0.157767,31.2807,2.714749943666482,0.004738826042125889,0.0426186,1
h32,2.08438,656,221.746,220.334,0.490619,0.225689,33.0884,2.8217960973881016,0.004823569461677861,0.0428954,1
h32,2.10938,664,321.542,319.881,0.512714,0.282424,41.9854,3.5516791491857846,0.0048208415824743224,0.0430728,1
h32,2.13438,672,380.422,378.801,0.557397,0.261318,39.3591,3.620883381189871,0.0050875938034360335,0.0433408,1
h32,2.15938,680,460.329,458.317,0.543729,0.362481,48.9599,3.980833175651163,0.005196987676991063,0.0436267,1
h32,2.18438,688,539.906,537.41,0.610033,0.466751,56.6586,4.7560162179587575,0.005144545212480763,0.043799,1
h32,2.20938,696,606.111,603.687,0.663173,0.435538,49.2879,4.730357617119525,0.005474571420451695,0.0441123,1
h32,2.23438,704,919.242,916.322,0.635034,0.566495,68.3952,5.547476065719822,0.005615083380540473,0.0443955,1
h32,2.25938,712,899.388,895.612,0.808466,0.737066,76.2379,6.322676564403173,0.0055058089172830785,0.0445696,1
h32,2.28438,720,917.645,913.533,0.942541,0.787386,60.1319,6.05444645191288,0.006083160203223026,0.0449367,1
h32,2.30938,728,1730.75,1726.42,0.866409,0.86212,89.9162,7.572033762839424,0.006300774912806947,0.0452019,1
h32,2.33438,736,1469.79,1464.06,1.25691,1.115,99.938,8.298336542978417,0.006110546002904712,0.0453913,1
h32,2.35937,744,1316.84,1310.54,1.41175,1.21588,71.1806,7.593187649053594,0.006877617671741378,0.0458166,1
h32,2.38437,752,3027.43,3020.81,1.25436,1.3372,117.348,10.04747579800541,0.007203450573068508,0.046048,1
h32,2.40937,760,2312.52,2304.02,2.03575,1.61244,130.058,10.68461800659727,0.006948400704489719,0.046272,1
h32,2.43437,768,1804.04,1794.77,2.14859,1.77423,83.6701,9.364889183823125,0.007751415632841831,0.0467512,1
h32,2.45937,776,4872.69,4863.07,1.88395,1.92866,147.48,12.915175953563484,0.008225917023604475,0.0469383,1
h32,2.48437,784,3493.3,3480.92,3.61426,2.18605,166.609,13.507814847224648,0.007949521492304129,0.0472218,1
h32,2.50937,792,2420.31,2406.97,3.45892,2.4654,106.944,11.463739782315374,0.008757638214894396,0.0477325,1
h32,2.53437,800,7192.41,7178.59,3.09819,2.67566,177.117,16.05599989858504,0.009410130353657857,0.0478771,1
h32,2.55937,808,5035.73,5018.34,5.88857,2.86918,196.336,16.665720574385123,0.009177276977557765,0.0482497,1
h32,2.58437,816,3251.05,3232.66,5.30579,3.26423,134.646,13.991179269280083,0.009858917884146558,0.0487508,1
h32,2.60937,824,9811.54,9792.24,5.01492,3.56508,211.71,19.38766143528413,0.010685049734096463,0.0488698,1
h32,2.63437,832,6963.47,6939.96,8.89666,3.64751,236.549,20.187985791505334,0.01057567335115048,0.049359,1
