cycle,time,stage,rank,category,term,selected_cells,nonfinite,abs_max,value,rho,z,source
2172,4.547916666666569,2,1,Gamma_advective,Gamma_advective_y,288,0,207574.49702109178,207574.49702109178,0.05208333333333334,-0.28125,z4c_rhs_stage_rank1.log
2172,4.547916666666569,2,1,Gamma_contraction,Gamma_contraction_x,288,0,481937.9092191151,481937.9092191151,0.03125,-0.23958333333333331,z4c_rhs_stage_rank1.log
2172,4.547916666666569,1,1,Gamma_damping,Gamma_damping_x,288,0,36.78371730515444,36.78371730515444,0.05208333333333334,-0.28125,z4c_rhs_stage_rank1.log
2172,4.547916666666569,2,1,Gamma_ddiv,Gamma_ddiv_x,288,0,27150.641571285996,-27150.641571285996,0.03125,-0.23958333333333331,z4c_rhs_stage_rank1.log
2172,4.547916666666569,2,1,Gamma_expansion,Gamma_expansion_x,288,0,403625.65161567734,-403625.65161567734,0.03125,-0.23958333333333331,z4c_rhs_stage_rank1.log
2172,4.547916666666569,2,1,Gamma_lapse_gradient,Gamma_lapse_gradient_x,288,0,176.90294733191521,-176.90294733191521,0.03125,-0.23958333333333331,z4c_rhs_stage_rank1.log
2172,4.547916666666569,2,1,Gamma_second,Gamma_second_z,288,0,120391.46497271687,120391.46497271687,0.03125,-0.23958333333333331,z4c_rhs_stage_rank1.log
2173,4.549999999999902,1,1,A_geometric,A_geometric_xx,288,0,197.78258775409788,197.78258775409788,0.05208333333333334,-0.28125,z4c_rhs_stage_rank1.log
2173,4.549999999999902,1,1,A_hessian,A_hessian_yy,288,0,4.617683605918889,-4.617683605918889,0.05208333333333334,0.3020833333333333,z4c_rhs_stage_rank1.log
2173,4.549999999999902,2,1,A_lie,A_lie_yy,288,0,113884.2273579319,113884.2273579319,0.05208333333333334,0.28125,z4c_rhs_stage_rank1.log
2173,4.549999999999902,1,1,A_nonlinear,A_nonlinear_yy,288,0,24875.81103848304,-24875.81103848304,0.05208333333333334,0.28125,z4c_rhs_stage_rank1.log
2173,4.549999999999902,1,1,A_ricci_tensor,A_ricci_tensor_xx,288,0,199.40144700036177,199.40144700036177,0.05208333333333334,-0.28125,z4c_rhs_stage_rank1.log
2173,4.549999999999902,1,1,A_trace_ricci,A_trace_ricci_yy,288,0,2467.270995127315,2467.270995127315,0.05208333333333334,0.28125,z4c_rhs_stage_rank1.log
2173,4.549999999999902,2,1,Gamma_advective,Gamma_advective_y,288,0,90573.25043949252,90573.25043949252,0.05208333333333334,-0.28125,z4c_rhs_stage_rank1.log
2173,4.549999999999902,2,1,Gamma_contraction,Gamma_contraction_x,288,0,31659.92861938695,-31659.92861938695,0.03125,0.23958333333333334,z4c_rhs_stage_rank1.log
2173,4.549999999999902,1,1,Gamma_damping,Gamma_damping_y,288,0,2.62788817158953,2.62788817158953,0.05208333333333334,-0.28125,z4c_rhs_stage_rank1.log
2173,4.549999999999902,1,1,Gamma_ddiv,Gamma_ddiv_x,288,0,15132.630937927384,-15132.630937927384,0.05208333333333334,-0.28125,z4c_rhs_stage_rank1.log
2173,4.549999999999902,2,1,Gamma_expansion,Gamma_expansion_x,288,0,25203.515041229348,25203.515041229348,0.03125,0.23958333333333334,z4c_rhs_stage_rank1.log
2173,4.549999999999902,1,1,Gamma_lapse_gradient,Gamma_lapse_gradient_x,288,0,159.0356078061361,159.0356078061361,0.05208333333333334,0.28125,z4c_rhs_stage_rank1.log
2173,4.549999999999902,1,1,Gamma_second,Gamma_second_y,288,0,49578.667918708066,49578.667918708066,0.05208333333333334,0.28125,z4c_rhs_stage_rank1.log
